LOT-SampleCode;Genus;Species;Family;TreeZone
LOT03-06525;Hymenophyllum;Hymenophyllum tomentosum;Hymenophyllaceae;5
LOT03-064132/T;Hymenophyllum;Hymenophyllum tomentosum;Hymenophyllaceae;4
LOT03-06466;Hymenophyllum;Hymenophyllum tomentosum;Hymenophyllaceae;4
LOT03-065103/H;Hymenophyllum;Hymenophyllum tomentosum;Hymenophyllaceae;5
LOT03-06405/H;Hymenophyllum;Hymenophyllum tomentosum;Hymenophyllaceae;4
LOT03-06405/C;Hymenophyllum;Hymenophyllum tomentosum;Hymenophyllaceae;4
LOT03-06481;Hymenophyllum;Hymenophyllum tomentosum;Hymenophyllaceae;4
LOT03-064132/C;Hymenophyllum;Hymenophyllum tomentosum;Hymenophyllaceae;4
LOT03-06493/T;Hymenophyllum;Hymenophyllum tomentosum;Hymenophyllaceae;4
LOT03-06409/H;Hymenophyllum;Hymenophyllum tomentosum;Hymenophyllaceae;4
LOT03-21474/H;Ilex;Ilex laureola;Aquifoliaceae;4
LOT03-21474/P;Ilex;Ilex laureola;Aquifoliaceae;4
LOT03-21474/C;Ilex;Ilex laureola;Aquifoliaceae;4
LOT03-21475/O;Ilex;Ilex laureola;Aquifoliaceae;4
LOT03-455347/O;Jacquiniella;Jacquiniella globosa;Orchidaceae;5
LOT03-456417/O;Jacquiniella;Jacquiniella globosa;Orchidaceae;6
LOT03-456421/O;Jacquiniella;Jacquiniella globosa;Orchidaceae;6
LOT03-456444/O;Jacquiniella;Jacquiniella globosa;Orchidaceae;6
LOT03-456415/O;Jacquiniella;Jacquiniella globosa;Orchidaceae;6
LOT03-456406/O;Jacquiniella;Jacquiniella globosa;Orchidaceae;6
LOT03-456427/O;Jacquiniella;Jacquiniella globosa;Orchidaceae;6
LOT03-45687/C;Jacquiniella;Jacquiniella globosa;Orchidaceae;6
LOT03-45687/H;Jacquiniella;Jacquiniella globosa;Orchidaceae;6
LOT03-45687/C;Jacquiniella;Jacquiniella globosa;Orchidaceae;6
LOT03-45687/H;Jacquiniella;Jacquiniella globosa;Orchidaceae;6
LOT03-456369/O;Jacquiniella;Jacquiniella globosa;Orchidaceae;6
LOT03-456390/O;Jacquiniella;Jacquiniella globosa;Orchidaceae;6
LOT03-456431/O;Jacquiniella;Jacquiniella globosa;Orchidaceae;6
LOT03-456394/O;Jacquiniella;Jacquiniella globosa;Orchidaceae;6
LOT03-215118/C;Jacquiniella;Jacquiniella teretifolia;Orchidaceae;5
LOT03-215118/F;Jacquiniella;Jacquiniella teretifolia;Orchidaceae;5
LOT03-215118/H;Jacquiniella;Jacquiniella teretifolia;Orchidaceae;5
LOT03-456370/O;Jacquiniella;Jacquiniella teretifolia;Orchidaceae;6
LOT01-3435/H2;Juanulloa;Juanulloa parasitica;Solanaceae;0
LOT01-3435/H1;Juanulloa;Juanulloa parasitica;Solanaceae;0
LOT02-451173/H;Lepanthes;Lepanthes acarina;Orchidaceae;1
LOT02-451173/P;Lepanthes;Lepanthes acarina;Orchidaceae;1
LOT02-451175/H;Lepanthes;Lepanthes acarina;Orchidaceae;1
LOT02-21186/O;Lepanthes;Lepanthes acarina;Orchidaceae;1
LOT02-450118/H;Lepanthes;Lepanthes acarina;Orchidaceae;0
LOT02-21293/O;Lepanthes;Lepanthes pteropogon;Orchidaceae;2
LOT02-450117/H;Lepanthes;Lepanthes pteropogon;Orchidaceae;0
LOT02-452183/H;Lepanthes;Lepanthes scapha;Orchidaceae;2
LOT01-3459/A;Lepanthopsis;Lepanthopsis farrago;Orchidaceae;0
LOT01-3459/H1;Lepanthopsis;Lepanthopsis farrago;Orchidaceae;0
LOT01-3478/H1;Mansoa;Mansoa parvifolia;Bignoniaceae;0
LOT01-3478/H2;Mansoa;Mansoa parvifolia;Bignoniaceae;0
LOT03-21496/P;Mapinguari;Mapinguari longipetiolatus;Orchidaceae;4
LOT03-45560/H;Mapinguari;Mapinguari longipetiolatus;Orchidaceae;5
LOT03-21496/H;Mapinguari;Mapinguari longipetiolatus;Orchidaceae;4
LOT03-21496/C;Mapinguari;Mapinguari longipetiolatus;Orchidaceae;4
LOT03-45560/P;Mapinguari;Mapinguari longipetiolatus;Orchidaceae;5
LOT03-454336/O;Mapinguari;Mapinguari longipetiolatus;Orchidaceae;4
LOT03-216213/C;Mapinguari;Mapinguari longipetiolatus;Orchidaceae;6
LOT03-45560/C;Mapinguari;Mapinguari longipetiolatus;Orchidaceae;5
LOT03-455376/O;Mapinguari;Mapinguari longipetiolatus;Orchidaceae;5
LOT03-216213/H;Mapinguari;Mapinguari longipetiolatus;Orchidaceae;6
LOT02-211128/O;Marcgravia;Marcgravia brownei;Marcgraviaceae;1
LOT02-451138/H;Marcgravia;Marcgravia brownei;Marcgraviaceae;1
LOT01-3492/H1;Marcgravia;Marcgravia sp. LV1;Marcgraviaceae;0
LOT01-3493/H1;Marcgravia;Marcgravia sp. LV2;Marcgraviaceae;0
LOT02-18504/O;Masdevallia;Masdevallia tubulosa;Orchidaceae;5
LOT02-18579/O;Masdevallia;Masdevallia tubulosa;Orchidaceae;5
LOT02-18516/O;Masdevallia;Masdevallia tubulosa;Orchidaceae;5
LOT02-18550/O;Masdevallia;Masdevallia tubulosa;Orchidaceae;5
LOT02-213119/O;Masdevallia;Masdevallia tubulosa;Orchidaceae;3
LOT02-21398/O;Masdevallia;Masdevallia tubulosa;Orchidaceae;3
LOT02-45455/L;Masdevallia;Masdevallia tubulosa;Orchidaceae;4
LOT02-45455/L;Masdevallia;Masdevallia tubulosa;Orchidaceae;4
LOT02-21572/O;Masdevallia;Masdevallia tubulosa;Orchidaceae;5
LOT02-45455/H;Masdevallia;Masdevallia tubulosa;Orchidaceae;4
LOT02-18631/O;Maxillaria;Maxillaria aggregata;Orchidaceae;6
LOT02-45647/H;Maxillaria;Maxillaria aggregata;Orchidaceae;6
LOT02-45647/P;Maxillaria;Maxillaria aggregata;Orchidaceae;6
LOT02-453187/P;Maxillaria;Maxillaria arbuscula;Orchidaceae;3
LOT02-453187/H;Maxillaria;Maxillaria arbuscula;Orchidaceae;3
LOT03-216208/H;Maxillaria;Maxillaria brachybulbon;Orchidaceae;6
LOT03-216208/C;Maxillaria;Maxillaria brachybulbon;Orchidaceae;6
LOT02-452189/H;Maxillaria;Maxillaria brevifolia;Orchidaceae;2
LOT02-18495/O;Maxillaria;Maxillaria brunnea;Orchidaceae;4
LOT02-456153/H;Maxillaria;Maxillaria brunnea;Orchidaceae;6
LOT01-3479/A;Maxillaria;Maxillaria desvauxiana;Orchidaceae;0
LOT01-3479/H1;Maxillaria;Maxillaria desvauxiana;Orchidaceae;0
LOT02-45603/P;Maxillaria;Maxillaria divaricata;Orchidaceae;6
LOT02-18668/O;Maxillaria;Maxillaria divaricata;Orchidaceae;6
LOT02-18694/O;Maxillaria;Maxillaria divaricata;Orchidaceae;6
LOT02-18563/O;Maxillaria;Maxillaria divaricata;Orchidaceae;5
LOT02-18673/O;Maxillaria;Maxillaria divaricata;Orchidaceae;6
LOT02-18495/O;Maxillaria;Maxillaria divaricata;Orchidaceae;4
LOT02-18697/O;Maxillaria;Maxillaria divaricata;Orchidaceae;6
LOT02-18558/O;Maxillaria;Maxillaria divaricata;Orchidaceae;5
LOT02-18556/O;Maxillaria;Maxillaria divaricata;Orchidaceae;5
LOT02-18504/O;Maxillaria;Maxillaria divaricata;Orchidaceae;5
LOT02-18516/O;Maxillaria;Maxillaria divaricata;Orchidaceae;5
LOT02-18522/O;Maxillaria;Maxillaria divaricata;Orchidaceae;5
LOT02-18547/O;Maxillaria;Maxillaria divaricata;Orchidaceae;5
LOT02-18545/O;Maxillaria;Maxillaria divaricata;Orchidaceae;5
LOT02-18518/O;Maxillaria;Maxillaria divaricata;Orchidaceae;5
LOT02-18689/O;Maxillaria;Maxillaria divaricata;Orchidaceae;6
LOT02-18682/O;Maxillaria;Maxillaria divaricata;Orchidaceae;6
LOT02-18591/O;Maxillaria;Maxillaria divaricata;Orchidaceae;5
LOT02-18633/O;Maxillaria;Maxillaria divaricata;Orchidaceae;6
LOT02-18423/O;Maxillaria;Maxillaria divaricata;Orchidaceae;4
LOT02-18626/O;Maxillaria;Maxillaria divaricata;Orchidaceae;6
LOT02-18651/O;Maxillaria;Maxillaria divaricata;Orchidaceae;6
LOT02-18587/O;Maxillaria;Maxillaria divaricata;Orchidaceae;5
LOT02-18657/O;Maxillaria;Maxillaria divaricata;Orchidaceae;6
LOT02-18649/O;Maxillaria;Maxillaria divaricata;Orchidaceae;6
LOT02-18598/O;Maxillaria;Maxillaria divaricata;Orchidaceae;5
LOT02-18584/O;Maxillaria;Maxillaria divaricata;Orchidaceae;5
LOT02-18581/O;Maxillaria;Maxillaria divaricata;Orchidaceae;5
LOT02-18685/O;Maxillaria;Maxillaria divaricata;Orchidaceae;6
LOT02-18580/O;Maxillaria;Maxillaria divaricata;Orchidaceae;5
LOT02-18648/O;Maxillaria;Maxillaria divaricata;Orchidaceae;6
LOT02-18590/O;Maxillaria;Maxillaria divaricata;Orchidaceae;5
LOT02-18625/O;Maxillaria;Maxillaria divaricata;Orchidaceae;6
LOT02-18502/O;Maxillaria;Maxillaria divaricata;Orchidaceae;5
LOT02-18629/O;Maxillaria;Maxillaria divaricata;Orchidaceae;6
LOT02-18565/O;Maxillaria;Maxillaria divaricata;Orchidaceae;5
LOT02-18632/O;Maxillaria;Maxillaria divaricata;Orchidaceae;6
LOT02-18566/O;Maxillaria;Maxillaria divaricata;Orchidaceae;5
LOT02-18630/O;Maxillaria;Maxillaria divaricata;Orchidaceae;6
LOT02-18639/O;Maxillaria;Maxillaria divaricata;Orchidaceae;6
LOT02-18628/O;Maxillaria;Maxillaria divaricata;Orchidaceae;6
LOT02-18577/O;Maxillaria;Maxillaria divaricata;Orchidaceae;5
LOT02-18627/O;Maxillaria;Maxillaria divaricata;Orchidaceae;6
LOT02-18579/O;Maxillaria;Maxillaria divaricata;Orchidaceae;5
LOT02-18631/O;Maxillaria;Maxillaria divaricata;Orchidaceae;6
LOT02-455111/H;Maxillaria;Maxillaria divaricata;Orchidaceae;5
LOT02-455112/L;Maxillaria;Maxillaria divaricata;Orchidaceae;5
LOT02-21650/O;Maxillaria;Maxillaria divaricata;Orchidaceae;6
LOT02-45601/L;Maxillaria;Maxillaria divaricata;Orchidaceae;6
LOT02-45443/H;Maxillaria;Maxillaria divaricata;Orchidaceae;4
LOT02-45601/L;Maxillaria;Maxillaria divaricata;Orchidaceae;6
LOT02-21557/O;Maxillaria;Maxillaria divaricata;Orchidaceae;5
LOT02-45602/H;Maxillaria;Maxillaria divaricata;Orchidaceae;6
LOT02-21636/O;Maxillaria;Maxillaria divaricata;Orchidaceae;6
LOT02-21510/O;Maxillaria;Maxillaria divaricata;Orchidaceae;5
LOT02-455112/L;Maxillaria;Maxillaria divaricata;Orchidaceae;5
LOT02-211129/O;Maxillaria;Maxillaria graminifolia;Orchidaceae;1
LOT02-213122/O;Maxillaria;Maxillaria graminifolia;Orchidaceae;3
LOT02-18471/O;Maxillaria;Maxillaria graminifolia;Orchidaceae;4
LOT02-213135/O;Maxillaria;Maxillaria graminifolia;Orchidaceae;3
LOT02-213108/O;Maxillaria;Maxillaria graminifolia;Orchidaceae;3
LOT02-18440/O;Maxillaria;Maxillaria graminifolia;Orchidaceae;4
LOT02-212110/O;Maxillaria;Maxillaria graminifolia;Orchidaceae;2
LOT02-21445/O;Maxillaria;Maxillaria graminifolia;Orchidaceae;4
LOT02-45446/H;Maxillaria;Maxillaria graminifolia;Orchidaceae;4
LOT02-21370/O;Maxillaria;Maxillaria graminifolia;Orchidaceae;3
LOT02-45446/P;Maxillaria;Maxillaria graminifolia;Orchidaceae;4
LOT02-456149/H;Maxillaria;Maxillaria lilliputana;Orchidaceae;6
LOT02-456149/P;Maxillaria;Maxillaria lilliputana;Orchidaceae;6
LOT02-456158/L;Maxillaria;Maxillaria lilliputana;Orchidaceae;6
LOT02-456158/L;Maxillaria;Maxillaria lilliputana;Orchidaceae;6
LOT02-18670/O;Maxillaria;Maxillaria lilliputana;Orchidaceae;6
LOT02-10538/O;Maxillaria;Maxillaria lilliputana;Orchidaceae;5
LOT02-18558/O;Maxillaria;Maxillaria lilliputana;Orchidaceae;5
LOT02-18630/O;Maxillaria;Maxillaria lilliputana;Orchidaceae;6
LOT02-18676/O;Maxillaria;Maxillaria lilliputana;Orchidaceae;6
LOT02-18516/O;Maxillaria;Maxillaria lilliputana;Orchidaceae;5
LOT02-18411/O;Maxillaria;Maxillaria lilliputana;Orchidaceae;4
LOT02-18580/O;Maxillaria;Maxillaria lilliputana;Orchidaceae;5
LOT02-18672/O;Maxillaria;Maxillaria lilliputana;Orchidaceae;6
LOT02-18563/O;Maxillaria;Maxillaria lilliputana;Orchidaceae;5
LOT02-21540/O;Maxillaria;Maxillaria lilliputana;Orchidaceae;5
LOT02-45604/H;Maxillaria;Maxillaria lilliputana;Orchidaceae;6
LOT02-45605/P;Maxillaria;Maxillaria lilliputana;Orchidaceae;6
LOT02-21510/O;Maxillaria;Maxillaria lilliputana;Orchidaceae;5
LOT02-21516/O;Maxillaria;Maxillaria lilliputana;Orchidaceae;5
LOT02-21502/O;Maxillaria;Maxillaria lilliputana;Orchidaceae;5
LOT01-3491/H1;Maxillaria;Maxillaria longibracteata;Orchidaceae;0
LOT02-18495/O;Maxillaria;Maxillaria machinazensis;Orchidaceae;4
LOT02-45559/H;Maxillaria;Maxillaria machinazensis;Orchidaceae;5
LOT02-45654/H;Maxillaria;Maxillaria machinazensis;Orchidaceae;6
LOT02-451177/H;Maxillaria;Maxillaria meridensis;Orchidaceae;1
LOT02-18639/O;Maxillaria;Maxillaria notylioglossa;Orchidaceae;6
LOT02-18577/O;Maxillaria;Maxillaria notylioglossa;Orchidaceae;5
LOT02-18579/O;Maxillaria;Maxillaria notylioglossa;Orchidaceae;5
LOT02-18591/O;Maxillaria;Maxillaria notylioglossa;Orchidaceae;5
LOT02-18597/O;Maxillaria;Maxillaria notylioglossa;Orchidaceae;5
LOT02-18592/O;Maxillaria;Maxillaria notylioglossa;Orchidaceae;5
LOT02-18651/O;Maxillaria;Maxillaria notylioglossa;Orchidaceae;6
LOT02-18587/O;Maxillaria;Maxillaria notylioglossa;Orchidaceae;5
LOT02-18689/O;Maxillaria;Maxillaria notylioglossa;Orchidaceae;6
LOT02-18598/O;Maxillaria;Maxillaria notylioglossa;Orchidaceae;5
LOT02-21292/O;Maxillaria;Maxillaria notylioglossa;Orchidaceae;2
LOT02-21556/O;Maxillaria;Maxillaria notylioglossa;Orchidaceae;5
LOT02-45608/H;Maxillaria;Maxillaria notylioglossa;Orchidaceae;6
LOT02-45609/P;Maxillaria;Maxillaria notylioglossa;Orchidaceae;6
LOT02-18579/O;Maxillaria;Maxillaria peruviana;Orchidaceae;5
LOT02-21185/O;Maxillaria;Maxillaria peruviana;Orchidaceae;1
LOT02-45544/H;Maxillaria;Maxillaria peruviana;Orchidaceae;5
LOT03-21561/C;Maxillaria;Maxillaria sp. CC1;Orchidaceae;5
LOT03-21561/H;Maxillaria;Maxillaria sp. CC1;Orchidaceae;5
LOT03-216230/C;Maxillaria;Maxillaria sp. CC2;Orchidaceae;6
LOT03-216230/H;Maxillaria;Maxillaria sp. CC2;Orchidaceae;6
LOT03-214233/O;Maxillaria;Maxillaria sp. CC2;Orchidaceae;4
LOT03-45578/H;Maxillaria;Maxillaria splendens;Orchidaceae;5
LOT03-455111/H;Maxillaria;Maxillaria splendens;Orchidaceae;5
LOT03-455111/C;Maxillaria;Maxillaria splendens;Orchidaceae;5
LOT03-45578/C;Maxillaria;Maxillaria splendens;Orchidaceae;5
LOT03-45595/H;Maxillaria;Maxillaria splendens;Orchidaceae;5
LOT03-214226/H;Maxillaria;Maxillaria splendens;Orchidaceae;4
LOT03-45429/H;Maxillaria;Maxillaria splendens;Orchidaceae;4
LOT03-455351/O;Maxillaria;Maxillaria splendens;Orchidaceae;5
LOT03-455333/O;Maxillaria;Maxillaria splendens;Orchidaceae;5
LOT03-456425/O;Maxillaria;Maxillaria splendens;Orchidaceae;6
LOT02-45410/H;Maxillaria;Maxillaria trilobulata;Orchidaceae;4
LOT03-066153/H;Melpomene;Melpomene xiphopteroides;Polypodiaceae;6
LOT03-066153/T;Melpomene;Melpomene xiphopteroides;Polypodiaceae;6
LOT03-06638/H;Melpomene;Melpomene xiphopteroides;Polypodiaceae;6
LOT03-06638/D;Melpomene;Melpomene xiphopteroides;Polypodiaceae;6
LOT03-06684/H;Melpomene;Melpomene xiphopteroides;Polypodiaceae;6
LOT03-06684/P;Melpomene;Melpomene xiphopteroides;Polypodiaceae;6
LOT03-06684/T;Melpomene;Melpomene xiphopteroides;Polypodiaceae;6
LOT03-06638/T;Melpomene;Melpomene xiphopteroides;Polypodiaceae;6
LOT03-06684/C;Melpomene;Melpomene xiphopteroides;Polypodiaceae;6
LOT02-10448/O;Mezobromelia;Mezobromelia capituligera;Bromeliaceae;4
LOT02-45490/H;Mezobromelia;Mezobromelia capituligera;Bromeliaceae;4
LOT02-451131/H;Mezobromelia;Mezobromelia capituligera;Bromeliaceae;1
LOT01-3449/H1;Mezobromelia;Mezobromelia pleiosticha;Bromeliaceae;0
LOT01-3449/H2;Mezobromelia;Mezobromelia pleiosticha;Bromeliaceae;0
LOT02-455135/H;Mezobromelia;Mezobromelia pleiosticha;Bromeliaceae;5
LOT02-45591/H;Mezobromelia;Mezobromelia pleiosticha;Bromeliaceae;5
LOT03-45465/H;Miconia;Miconia sp. CC1;Melastomataceae;4
LOT03-21456/O;Miconia;Miconia sp. CC1;Melastomataceae;4
LOT03-45465/P;Miconia;Miconia sp. CC1;Melastomataceae;4
LOT03-21469/O;Miconia;Miconia sp. CC1;Melastomataceae;4
LOT03-21453/C;Miconia;Miconia sp. CC1;Melastomataceae;4
LOT03-21453/P;Miconia;Miconia sp. CC1;Melastomataceae;4
LOT03-21453/H;Miconia;Miconia sp. CC1;Melastomataceae;4
LOT03-45465/C;Miconia;Miconia sp. CC1;Melastomataceae;4
LOT03-06558/H;Microgramma;Microgramma bifrons;Polypodiaceae;5
LOT03-06558/P;Microgramma;Microgramma bifrons;Polypodiaceae;5
LOT03-06558/T;Microgramma;Microgramma bifrons;Polypodiaceae;5
LOT03-064150/H;Microgramma;Microgramma cf. persicariifolia;Polypodiaceae;4
LOT03-064150/T;Microgramma;Microgramma cf. persicariifolia;Polypodiaceae;4
LOT03-06696;Microgramma;Microgramma dictyophylla;Polypodiaceae;6
LOT03-06691;Microgramma;Microgramma dictyophylla;Polypodiaceae;6
LOT03-06432;Microgramma;Microgramma dictyophylla;Polypodiaceae;4
LOT03-06536;Microgramma;Microgramma dictyophylla;Polypodiaceae;5
LOT03-06530;Microgramma;Microgramma dictyophylla;Polypodiaceae;5
LOT03-06520;Microgramma;Microgramma dictyophylla;Polypodiaceae;5
LOT03-06541;Microgramma;Microgramma dictyophylla;Polypodiaceae;5
LOT03-066137/T;Microgramma;Microgramma lycopodioides;Polypodiaceae;6
LOT03-066137/P;Microgramma;Microgramma lycopodioides;Polypodiaceae;6
LOT03-066137/H;Microgramma;Microgramma lycopodioides;Polypodiaceae;6
LOT03-066137/D;Microgramma;Microgramma lycopodioides;Polypodiaceae;6
LOT03-066137/R;Microgramma;Microgramma lycopodioides;Polypodiaceae;6
LOT03-066137/C;Microgramma;Microgramma lycopodioides;Polypodiaceae;6
LOT03-065102/H;Microgramma;Microgramma lycopodioides;Polypodiaceae;5
LOT03-065102/P;Microgramma;Microgramma lycopodioides;Polypodiaceae;5
LOT02-455122/H;Mikania;Mikania decora;Asteraceae;5
LOT02-453130/H;Mollinedia;Mollinedia uleana;Monimiaceae;3
LOT02-453130/P;Mollinedia;Mollinedia uleana;Monimiaceae;3
LOT03-211244/H;Monolena;Monolena primuliflora;Melastomataceae;1
LOT01-3444/H2;Monstera;Monstera dubia;Araceae;0
LOT01-3444/H1;Monstera;Monstera dubia;Araceae;0
LOT03-211246/H;Monstera;Monstera sp. CC1;Araceae;1
LOT03-16513/H;Morfo;Morfo sp. CC1;Salicaceae;5
LOT03-16513/C;Morfo;Morfo sp. CC1;Salicaceae;5
LOT02-451179/H;Muscarella;Muscarella infinita;Orchidaceae;1
LOT02-16505/O;Muscarella;Muscarella infinita;Orchidaceae;5
LOT02-18438/O;Muscarella;Muscarella infinita;Orchidaceae;4
LOT02-18503/O;Muscarella;Muscarella infinita;Orchidaceae;5
LOT02-18513/O;Muscarella;Muscarella infinita;Orchidaceae;5
LOT02-18685/O;Muscarella;Muscarella infinita;Orchidaceae;6
LOT02-18591/O;Muscarella;Muscarella infinita;Orchidaceae;5
LOT02-18504/O;Muscarella;Muscarella infinita;Orchidaceae;5
LOT02-18579/O;Muscarella;Muscarella infinita;Orchidaceae;5
LOT02-18654/O;Muscarella;Muscarella infinita;Orchidaceae;6
LOT02-18692/O;Muscarella;Muscarella infinita;Orchidaceae;6
LOT02-21510/O;Muscarella;Muscarella infinita;Orchidaceae;5
LOT02-21506/O;Muscarella;Muscarella infinita;Orchidaceae;5
LOT02-45650/P;Muscarella;Muscarella infinita;Orchidaceae;6
LOT02-45549/H;Muscarella;Muscarella infinita;Orchidaceae;5
LOT02-21541/O;Muscarella;Muscarella infinita;Orchidaceae;5
LOT02-21399/O;Muscarella;Muscarella infinita;Orchidaceae;3
LOT02-16505/O;Muscarella;Muscarella zephyrina;Orchidaceae;5
LOT02-455121/H;Muscarella;Muscarella zephyrina;Orchidaceae;5
LOT02-18495/O;Myoxanthus;Myoxanthus affinis;Orchidaceae;4
LOT02-18596/O;Myoxanthus;Myoxanthus affinis;Orchidaceae;5
LOT02-18689/O;Myoxanthus;Myoxanthus affinis;Orchidaceae;6
LOT02-18584/O;Myoxanthus;Myoxanthus affinis;Orchidaceae;5
LOT02-18694/O;Myoxanthus;Myoxanthus affinis;Orchidaceae;6
LOT02-45524/H;Myoxanthus;Myoxanthus affinis;Orchidaceae;5
LOT02-455132/H;Myoxanthus;Myoxanthus affinis;Orchidaceae;5
LOT02-455132/P;Myoxanthus;Myoxanthus affinis;Orchidaceae;5
LOT03-21684/O;Myoxanthus;Myoxanthus antennifer;Orchidaceae;6
LOT03-216214/O;Myoxanthus;Myoxanthus antennifer;Orchidaceae;6
LOT03-45489/H;Myoxanthus;Myoxanthus antennifer;Orchidaceae;4
LOT03-21578/O;Myoxanthus;Myoxanthus antennifer;Orchidaceae;5
LOT03-456413/O;Myoxanthus;Myoxanthus antennifer;Orchidaceae;6
LOT03-45699/H;Myoxanthus;Myoxanthus antennifer;Orchidaceae;6
LOT03-45699/P;Myoxanthus;Myoxanthus antennifer;Orchidaceae;6
LOT03-45699/F;Myoxanthus;Myoxanthus antennifer;Orchidaceae;6
LOT03-45699/C;Myoxanthus;Myoxanthus antennifer;Orchidaceae;6
LOT03-216207/C;Myoxanthus;Myoxanthus cf. scandens;Orchidaceae;6
LOT03-216207/H;Myoxanthus;Myoxanthus cf. scandens;Orchidaceae;6
LOT03-21570/P;Myoxanthus;Myoxanthus grandiflora;Orchidaceae;5
LOT03-21570/C;Myoxanthus;Myoxanthus grandiflora;Orchidaceae;5
LOT03-21570/H;Myoxanthus;Myoxanthus grandiflora;Orchidaceae;5
LOT03-21691/C;Myoxanthus;Myoxanthus parvilabius;Orchidaceae;6
LOT03-21691/H;Myoxanthus;Myoxanthus parvilabius;Orchidaceae;6
LOT02-450115/H;Myoxanthus;Myoxanthus retusum;Orchidaceae;0
LOT02-455157/P;Myoxanthus;Myoxanthus speciosus;Orchidaceae;5
LOT02-21652/O;Myoxanthus;Myoxanthus speciosus;Orchidaceae;6
LOT02-455157/H;Myoxanthus;Myoxanthus speciosus;Orchidaceae;5
LOT02-455157/L;Myoxanthus;Myoxanthus speciosus;Orchidaceae;5
LOT02-455157/L;Myoxanthus;Myoxanthus speciosus;Orchidaceae;5
LOT03-454302/O;Notopleura;Notopleura epiphytica;Rubiaceae;4
LOT03-215229/O;Notopleura;Notopleura epiphytica;Rubiaceae;5
LOT03-215227/O;Notopleura;Notopleura epiphytica;Rubiaceae;5
LOT03-215225/O;Notopleura;Notopleura epiphytica;Rubiaceae;5
LOT03-455355/O;Notopleura;Notopleura epiphytica;Rubiaceae;5
LOT03-455322/O;Notopleura;Notopleura epiphytica;Rubiaceae;5
LOT03-455307/O;Notopleura;Notopleura epiphytica;Rubiaceae;5
LOT03-45449/C;Notopleura;Notopleura epiphytica;Rubiaceae;4
LOT03-45449/P;Notopleura;Notopleura epiphytica;Rubiaceae;4
LOT03-214218/O;Notopleura;Notopleura epiphytica;Rubiaceae;4
LOT03-214234/H;Notopleura;Notopleura epiphytica;Rubiaceae;4
LOT03-45408/C;Notopleura;Notopleura epiphytica;Rubiaceae;4
LOT03-214253/O;Notopleura;Notopleura epiphytica;Rubiaceae;4
LOT03-21498/H;Notopleura;Notopleura epiphytica;Rubiaceae;4
LOT03-21498/C;Notopleura;Notopleura epiphytica;Rubiaceae;4
LOT03-45449/H;Notopleura;Notopleura epiphytica;Rubiaceae;4
LOT03-45428/H;Notopleura;Notopleura epiphytica;Rubiaceae;4
LOT03-45428/C;Notopleura;Notopleura epiphytica;Rubiaceae;4
LOT03-45408/H;Notopleura;Notopleura epiphytica;Rubiaceae;4
LOT03-214215/O;Notopleura;Notopleura epiphytica;Rubiaceae;4
LOT01-3431/H1;Notopleura;Notopleura epiphytica;Rubiaceae;0
LOT01-3431/H2;Notopleura;Notopleura epiphytica;Rubiaceae;0
LOT03-216256/F;Octomeria;Octomeria auriculata;Orchidaceae;6
LOT03-216256/H;Octomeria;Octomeria auriculata;Orchidaceae;6
LOT03-21692/O;Octomeria;Octomeria auriculata;Orchidaceae;6
LOT03-45450/H;Octomeria;Octomeria auriculata;Orchidaceae;4
LOT03-45450/C;Octomeria;Octomeria auriculata;Orchidaceae;4
LOT03-216209/C;Octomeria;Octomeria cf. graminifolia;Orchidaceae;6
LOT03-216209/H;Octomeria;Octomeria cf. graminifolia;Orchidaceae;6
LOT03-21445/H;Octomeria;Octomeria cf. valerioi;Orchidaceae;4
LOT03-21558/O;Octomeria;Octomeria cf. valerioi;Orchidaceae;5
LOT03-21445/C;Octomeria;Octomeria cf. valerioi;Orchidaceae;4
LOT03-455383/O;Octomeria;Octomeria graminifolia;Orchidaceae;5
LOT03-456123/H;Octomeria;Octomeria graminifolia;Orchidaceae;6
LOT03-216212/H;Octomeria;Octomeria graminifolia;Orchidaceae;6
LOT03-456123/C;Octomeria;Octomeria graminifolia;Orchidaceae;6
LOT03-456123/P;Octomeria;Octomeria graminifolia;Orchidaceae;6
LOT03-456123/F;Octomeria;Octomeria graminifolia;Orchidaceae;6
LOT03-216212/C;Octomeria;Octomeria graminifolia;Orchidaceae;6
LOT03-456397/O;Octomeria;Octomeria graminifolia;Orchidaceae;6
LOT03-06402/C;Oleandra;Oleandra articulata;Oleandraceae;4
LOT03-06412/H;Oleandra;Oleandra articulata;Oleandraceae;4
LOT03-064121/C;Oleandra;Oleandra articulata;Oleandraceae;4
LOT03-064121/D;Oleandra;Oleandra articulata;Oleandraceae;4
LOT03-064121/H;Oleandra;Oleandra articulata;Oleandraceae;4
LOT03-064121/P;Oleandra;Oleandra articulata;Oleandraceae;4
LOT03-064121/R;Oleandra;Oleandra articulata;Oleandraceae;4
LOT03-06402/H;Oleandra;Oleandra articulata;Oleandraceae;4
LOT03-06418;Oleandra;Oleandra articulata;Oleandraceae;4
LOT03-064121/T;Oleandra;Oleandra articulata;Oleandraceae;4
LOT03-06175;Oleandra;Oleandra cf. articulata;Oleandraceae;1
LOT03-06175/H;Oleandra;Oleandra cf. articulata;Oleandraceae;1
LOT03-06175/T;Oleandra;Oleandra cf. articulata;Oleandraceae;1
