"Resultat","Assemblage","Order.q","Method","Size","Diversity","CI_lower","CI_upper","Shadow_Size"
"res_epi","old_leaf","Richness (q=0)","Extrapolation",2270135.94871795,1903.13235176362,1896.45043720905,1909.81426631819,13.3638291091402
"res_epi","old_leaf","Richness (q=0)","Extrapolation",2403672.76923077,1903.13235270857,1896.11284002572,1910.15186539142,14.0390253657083
"res_epi","old_leaf","Richness (q=0)","Extrapolation",2537209.58974359,1903.13235283367,1895.80643379148,1910.45827187586,14.65183808438
"res_epi","old_leaf","Richness (q=0)","Extrapolation",2670746.41025641,1903.13235285023,1895.53214168663,1910.73256401383,15.2004223271983
"res_epi","old_leaf","Richness (q=0)","Extrapolation",2804283.23076923,1903.13235285243,1895.28908525318,1910.97562045167,15.6865351984961
"res_epi","old_leaf","Richness (q=0)","Extrapolation",2937820.05128205,1903.13235285272,1895.07534086413,1911.1893648413,16.1140239771698
"res_epi","old_leaf","Richness (q=0)","Extrapolation",3071356.87179487,1903.13235285275,1894.88845049969,1911.37625520582,16.4878047061316
"res_epi","old_leaf","Richness (q=0)","Extrapolation",3204893.69230769,1903.13235285276,1894.7257521317,1911.53895357382,16.8132014421267
"res_epi","old_leaf","Richness (q=0)","Extrapolation",3338430.51282051,1903.13235285276,1894.58458474813,1911.68012095739,17.095536209255
"res_epi","old_leaf","Richness (q=0)","Extrapolation",3471967.33333333,1903.13235285276,1894.46240907711,1911.80229662841,17.3398875512994
"res_epi","old_leaf","Richness (q=0)","Extrapolation",3605504.15384615,1903.13235285276,1894.35687296525,1911.90783274027,17.5509597750211
"res_epi","old_leaf","Richness (q=0)","Extrapolation",3739040.97435897,1903.13235285276,1894.26584122656,1911.99886447896,17.7330232524032
"res_epi","old_leaf","Richness (q=0)","Extrapolation",3872577.79487179,1903.13235285276,1894.18740327951,1912.07730242601,17.8898991464957
"res_epi","old_leaf","Richness (q=0)","Extrapolation",4006114.61538462,1903.13235285276,1894.11986740477,1912.14483830075,18.0249708959877
"res_epi","old_leaf","Richness (q=0)","Extrapolation",4139651.43589744,1903.13235285276,1894.06174740967,1912.20295829585,18.1412108861873
"res_epi","old_leaf","Richness (q=0)","Extrapolation",4273188.25641026,1903.13235285276,1894.01174543652,1912.252960269,18.2412148324879
"res_epi","old_leaf","Richness (q=0)","Extrapolation",4406725.07692308,1903.13235285276,1893.96873328254,1912.29597242298,18.3272391404439
"res_epi","old_leaf","Richness (q=0)","Extrapolation",4540261.8974359,1903.13235285276,1893.93173369061,1912.33297201491,18.4012383242984
"res_epi","old_leaf","Richness (q=0)","Extrapolation",4673798.71794872,1903.13235285276,1893.89990247102,1912.3648032345,18.4649007634753
"res_epi","old_leaf","Richness (q=0)","Extrapolation",4807335.53846154,1903.13235285276,1893.87251192388,1912.39219378164,18.5196818577688
"res_epi","old_leaf","Richness (q=0)","Extrapolation",4940872.35897436,1903.13235285276,1893.84893578069,1912.41576992483,18.5668341441456
"res_epi","old_leaf","Richness (q=0)","Extrapolation",5074409.17948718,1903.13235285276,1893.82863572579,1912.43606997973,18.6074342539337
"res_epi","old_leaf","Richness (q=0)","Extrapolation",5207946,1903.13235285276,1893.81114946212,1912.4535562434,18.6424067812804
"res_epi","old_leaf","Shannon (q=1)","Rarefaction",10,9.48941418104778,9.48734583834541,9.49148252375014,0.00413668540473466
"res_epi","old_leaf","Shannon (q=1)","Rarefaction",133546.820512821,332.803273635229,331.959222010013,333.647325260444,1.6881032504308
"res_epi","old_leaf","Shannon (q=1)","Rarefaction",267083.641025641,334.024711399675,333.177537751566,334.871885047783,1.69434729621639
"res_epi","old_leaf","Shannon (q=1)","Rarefaction",400620.461538462,334.440624610977,333.592506939363,335.288742282591,1.69623534322761
"res_epi","old_leaf","Shannon (q=1)","Rarefaction",534157.282051282,334.649441455592,333.800890670741,335.497992240443,1.69710156970189
"res_epi","old_leaf","Shannon (q=1)","Rarefaction",667694.102564103,334.774612102389,333.92581954151,335.623404663267,1.69758512175747
"res_epi","old_leaf","Shannon (q=1)","Rarefaction",801230.923076923,334.857803813482,334.008858957406,335.706748669558,1.69788971215189
"res_epi","old_leaf","Shannon (q=1)","Rarefaction",934767.743589744,334.91698658092,334.067936964261,335.766036197579,1.69809923331763
"res_epi","old_leaf","Shannon (q=1)","Rarefaction",1068304.56410256,334.96117558526,334.112048853541,335.81030231698,1.69825346343839
"res_epi","old_leaf","Shannon (q=1)","Rarefaction",1201841.38461538,334.995388159781,334.146201748227,335.844574571334,1.69837282310687
"res_epi","old_leaf","Shannon (q=1)","Rarefaction",1335378.20512821,335.022635960315,334.173401817686,335.871870102945,1.69846828525931
"res_epi","old_leaf","Shannon (q=1)","Rarefaction",1468915.02564103,335.04483460985,334.195561676866,335.894107542833,1.69854586596739
"res_epi","old_leaf","Shannon (q=1)","Observed",1496933,335.048979086843,334.199698975461,335.898259198225,1.69856022276383
"res_epi","old_leaf","Shannon (q=1)","Extrapolation",1602451.84615385,335.063756091174,334.214450530235,335.913061652113,1.69861112187778
"res_epi","old_leaf","Shannon (q=1)","Extrapolation",1735988.66666667,335.081008050638,334.231672986669,335.930343114606,1.69867012793713
"res_epi","old_leaf","Shannon (q=1)","Extrapolation",1869525.48717949,335.096771575289,334.24740976823,335.946133382348,1.69872361411774
"res_epi","old_leaf","Shannon (q=1)","Extrapolation",2003062.30769231,335.111175081739,334.261789035331,335.960561128148,1.69877209281651
"res_epi","old_leaf","Shannon (q=1)","Extrapolation",2136599.12820513,335.124335907294,334.274927892649,335.97374392194,1.69881602929115
"res_epi","old_leaf","Shannon (q=1)","Extrapolation",2270135.94871795,335.136361265834,334.286933342867,335.985789188802,1.69885584593453
"res_epi","old_leaf","Shannon (q=1)","Extrapolation",2403672.76923077,335.147349121224,334.297903158137,335.996795084311,1.69889192617404
"res_epi","old_leaf","Shannon (q=1)","Extrapolation",2537209.58974359,335.157388985371,334.307926676359,336.006851294383,1.69892461802465
"res_epi","old_leaf","Shannon (q=1)","Extrapolation",2670746.41025641,335.16656264743,334.317085528767,336.016039766093,1.69895423732555
"res_epi","old_leaf","Shannon (q=1)","Extrapolation",2804283.23076923,335.174944840091,334.325454304748,336.024435375435,1.69898107068661
"res_epi","old_leaf","Shannon (q=1)","Extrapolation",2937820.05128205,335.182603848386,334.333101159301,336.032106537471,1.69900537817
"res_epi","old_leaf","Shannon (q=1)","Extrapolation",3071356.87179487,335.189602065969,334.340088368105,336.039115763834,1.69902739572865
"res_epi","old_leaf","Shannon (q=1)","Extrapolation",3204893.69230769,335.195996503402,334.346472834689,336.045520172115,1.69904733742521
"res_epi","old_leaf","Shannon (q=1)","Extrapolation",3338430.51282051,335.201839252587,334.352306553863,336.051371951311,1.69906539744716
"res_epi","old_leaf","Shannon (q=1)","Extrapolation",3471967.33333333,335.207177911132,334.357637035162,336.056718787102,1.69908175194007
"res_epi","old_leaf","Shannon (q=1)","Extrapolation",3605504.15384615,335.212055970099,334.362507689763,336.061604250436,1.69909656067273
"res_epi","old_leaf","Shannon (q=1)","Extrapolation",3739040.97435897,335.216513168306,334.366958184031,336.066068152581,1.69910996854958
"res_epi","old_leaf","Shannon (q=1)","Extrapolation",3872577.79487179,335.220585816051,334.371024762559,336.070146869544,1.69912210698521
"res_epi","old_leaf","Shannon (q=1)","Extrapolation",4006114.61538462,335.224307090916,334.37474054334,336.073873638492,1.69913309515209
"res_epi","old_leaf","Shannon (q=1)","Extrapolation",4139651.43589744,335.227707308044,334.378135787487,336.077278828601,1.69914304111433
"res_epi","old_leaf","Shannon (q=1)","Extrapolation",4273188.25641026,335.230814167102,334.381238145673,336.08039018853,1.69915204285644
"res_epi","old_leaf","Shannon (q=1)","Extrapolation",4406725.07692308,335.23365297793,334.384072883321,336.083233072539,1.69916018921765
"res_epi","old_leaf","Shannon (q=1)","Extrapolation",4540261.8974359,335.236246866732,334.386663086362,336.085830647103,1.69916756074042
"res_epi","old_leaf","Shannon (q=1)","Extrapolation",4673798.71794872,335.238616964469,334.389029849249,336.088204079689,1.69917423044069
"res_epi","old_leaf","Shannon (q=1)","Extrapolation",4807335.53846154,335.240782579,334.391192446747,336.090372711253,1.69918026450591
"res_epi","old_leaf","Shannon (q=1)","Extrapolation",4940872.35897436,335.242761352374,334.393168490909,336.092354213839,1.69918572293057
"res_epi","old_leaf","Shannon (q=1)","Extrapolation",5074409.17948718,335.244569404551,334.394974074505,336.094164734596,1.69919066009129
"res_epi","old_leaf","Shannon (q=1)","Extrapolation",5207946,335.246221464719,334.396623902084,336.095819027354,1.69919512526963
"res_epi","old_leaf","Simpson (q=2)","Rarefaction",10,9.26803612556698,9.2650421664078,9.27103008472617,0.0059879183183682
"res_epi","old_leaf","Simpson (q=2)","Rarefaction",133546.820512821,113.860581998745,113.357652644446,114.363511353044,1.00585870859817
"res_epi","old_leaf","Simpson (q=2)","Rarefaction",267083.641025641,113.908712749111,113.405355829797,114.412069668425,1.00671383862792
"res_epi","old_leaf","Simpson (q=2)","Rarefaction",400620.461538462,113.92476618001,113.421266611313,114.428265748707,1.00699913739331
"res_epi","old_leaf","Simpson (q=2)","Rarefaction",534157.282051282,113.932794752392,113.429223834896,114.436365669888,1.00714183499156
"res_epi","old_leaf","Simpson (q=2)","Rarefaction",667694.102564103,113.937612474286,113.433998740042,114.44122620853,1.0072274684882
"res_epi","old_leaf","Simpson (q=2)","Rarefaction",801230.923076923,113.94082453284,113.437182250825,114.444466814854,1.00728456402945
"res_epi","old_leaf","Simpson (q=2)","Rarefaction",934767.743589744,113.94311898651,113.439456311568,114.446781661453,1.00732534988478
"res_epi","old_leaf","Simpson (q=2)","Rarefaction",1068304.56410256,113.944839902743,113.441161932322,114.448517873164,1.00735594084287
"res_epi","old_leaf","Simpson (q=2)","Rarefaction",1201841.38461538,113.946178422562,113.44248855513,114.449868289994,1.00737973486409
"res_epi","old_leaf","Simpson (q=2)","Rarefaction",1335378.20512821,113.947249261687,113.443549877002,114.450948646371,1.00739876936828
"res_epi","old_leaf","Simpson (q=2)","Rarefaction",1468915.02564103,113.948125422433,113.444418250347,114.451832594519,1.00741434417259
"res_epi","old_leaf","Simpson (q=2)","Observed",1496933,113.948289413886,113.444580784159,114.451998043612,1.00741725945301
"res_epi","old_leaf","Simpson (q=2)","Extrapolation",1602451.84615385,113.948855565303,113.445141903389,114.452569227217,1.00742732382804
"res_epi","old_leaf","Simpson (q=2)","Extrapolation",1735988.66666667,113.949473387613,113.44575423421,114.453192541015,1.007438306805
"res_epi","old_leaf","Simpson (q=2)","Extrapolation",1869525.48717949,113.950002955397,113.446279094928,114.453726815865,1.00744772093614
"res_epi","old_leaf","Simpson (q=2)","Extrapolation",2003062.30769231,113.950461918477,113.446733978495,114.454189858458,1.00745587996252
"res_epi","old_leaf","Simpson (q=2)","Extrapolation",2136599.12820513,113.950863514473,113.447132004875,114.454595024071,1.00746301919642
"res_epi","old_leaf","Simpson (q=2)","Extrapolation",2270135.94871795,113.951217866441,113.447483207147,114.454952525734,1.007469318587
"res_epi","old_leaf","Simpson (q=2)","Extrapolation",2403672.76923077,113.951532847981,113.447795388933,114.45527030703,1.00747491809764
"res_epi","old_leaf","Simpson (q=2)","Extrapolation",2537209.58974359,113.951814675177,113.448074711063,114.455554639291,1.00747992822792
"res_epi","old_leaf","Simpson (q=2)","Extrapolation",2670746.41025641,113.952068320951,113.448326102261,114.45581053964,1.00748443737888
"res_epi","old_leaf","Simpson (q=2)","Extrapolation",2804283.23076923,113.952297811043,113.448553552486,114.4560420696,1.00748851711444
"res_epi","old_leaf","Simpson (q=2)","Extrapolation",2937820.05128205,113.952506439273,113.448760326279,114.456252552267,1.00749222598765
"res_epi","old_leaf","Simpson (q=2)","Extrapolation",3071356.87179487,113.952696926644,113.448949120459,114.456444732828,1.00749561236901
"res_epi","old_leaf","Simpson (q=2)","Extrapolation",3204893.69230769,113.952871540676,113.449122182392,114.45662089896,1.0074987165678
"res_epi","old_leaf","Simpson (q=2)","Extrapolation",3338430.51282051,113.9530321861,113.449281399878,114.456782972322,1.00750157244403
"res_epi","old_leaf","Simpson (q=2)","Extrapolation",3471967.33333333,113.953180474622,113.449428370297,114.456932578946,1.00750420864887
"res_epi","old_leaf","Simpson (q=2)","Extrapolation",3605504.15384615,113.953317779183,113.449564454388,114.457071103977,1.007506649589
"res_epi","old_leaf","Simpson (q=2)","Extrapolation",3739040.97435897,113.953445276598,113.449690818506,114.45719973469,1.00750891618466
"res_epi","old_leaf","Simpson (q=2)","Extrapolation",3872577.79487179,113.953563981367,113.449808468132,114.457319494602,1.00751102647064
"res_epi","old_leaf","Simpson (q=2)","Extrapolation",4006114.61538462,113.953674772727,113.449918274689,114.457431270766,1.00751299607722
"res_epi","old_leaf","Simpson (q=2)","Extrapolation",4139651.43589744,113.953778416471,113.450020997162,114.45753583578,1.00751483861791
"res_epi","old_leaf","Simpson (q=2)","Extrapolation",4273188.25641026,113.953875582666,113.450117299664,114.457633865669,1.00751656600465
"res_epi","old_leaf","Simpson (q=2)","Extrapolation",4406725.07692308,113.953966860166,113.450207765813,114.457725954519,1.00751818870555
"res_epi","old_leaf","Simpson (q=2)","Extrapolation",4540261.8974359,113.954052768546,113.450292910568,114.457812626525,1.00751971595724
"res_epi","old_leaf","Simpson (q=2)","Extrapolation",4673798.71794872,113.954133768005,113.450373190035,114.457894345976,1.00752115594076
"res_epi","old_leaf","Simpson (q=2)","Extrapolation",4807335.53846154,113.95421026761,113.450449009646,114.457971525574,1.00752251592823
"res_epi","old_leaf","Simpson (q=2)","Extrapolation",4940872.35897436,113.954282632203,113.450520731,114.458044533406,1.0075238024055
"res_epi","old_leaf","Simpson (q=2)","Extrapolation",5074409.17948718,113.954351188226,113.450588677638,114.458113698814,1.00752502117584
"res_epi","old_leaf","Simpson (q=2)","Extrapolation",5207946,113.954416228638,113.450653139915,114.458179317362,1.00752617744732
"res_epi","root","Richness (q=0)","Rarefaction",10,9.82805046763524,9.82762301484314,9.82847792042734,0.000854905584201759
"res_epi","root","Richness (q=0)","Rarefaction",133546.820512821,2275.75563721934,2272.33758314884,2279.17369128985,6.83610814100757
"res_epi","root","Richness (q=0)","Rarefaction",267083.641025641,2410.77403760549,2406.93659452082,2414.61148069015,7.67488616933224
"res_epi","root","Richness (q=0)","Rarefaction",400620.461538462,2470.45306035825,2466.25252996773,2474.65359074877,8.40106078103508
"res_epi","root","Richness (q=0)","Rarefaction",534157.282051282,2504.76476674877,2500.23876216019,2509.29077133735,9.0520091771632
"res_epi","root","Richness (q=0)","Rarefaction",667694.102564103,2527.12884277496,2522.32463827732,2531.93304727261,9.60840899529285
"res_epi","root","Richness (q=0)","Rarefaction",801230.923076923,2542.85569161168,2537.82764388512,2547.88373933824,10.0560954531229
"res_epi","root","Richness (q=0)","Rarefaction",934767.743589744,2554.49508092432,2549.29883937697,2559.69132247166,10.3924830946935
"res_epi","root","Richness (q=0)","Rarefaction",1068304.56410256,2563.4301875156,2558.1180927933,2568.7422822379,10.6241894446021
"res_epi","root","Richness (q=0)","Rarefaction",1201841.38461538,2570.47877353599,2565.09732634133,2575.86022073065,10.7628943893142
"res_epi","root","Richness (q=0)","Rarefaction",1335378.20512821,2576.1561726667,2570.74506876664,2581.56727656676,10.8222078001145
"res_epi","root","Richness (q=0)","Rarefaction",1468915.02564103,2580.80343404783,2575.39550267721,2586.21136541845,10.8158627412377
"res_epi","root","Richness (q=0)","Rarefaction",1602451.84615385,2584.65520063297,2579.27676826263,2590.0336330033,10.756864740667
"res_epi","root","Richness (q=0)","Rarefaction",1735988.66666667,2587.87808115441,2582.54948838708,2593.20667392174,10.6571855346674
"res_epi","root","Richness (q=0)","Rarefaction",1869525.48717949,2590.5935333428,2585.32967312696,2595.85739355864,10.5277204316844
"res_epi","root","Richness (q=0)","Rarefaction",2003062.30769231,2592.89209815291,2587.70292251553,2598.0812737903,10.3783512747696
"res_epi","root","Richness (q=0)","Rarefaction",2136599.12820513,2594.84258660685,2589.73356829942,2599.95160491428,10.2180366148677
"res_epi","root","Richness (q=0)","Rarefaction",2270135.94871795,2596.49820427023,2591.47075734251,2601.52565119794,10.0548938554275
"res_epi","root","Richness (q=0)","Rarefaction",2403672.76923077,2597.90074482074,2592.95261478762,2602.84887485386,9.89626006623985
"res_epi","root","Richness (q=0)","Rarefaction",2537209.58974359,2599.08354511637,2594.20918058652,2603.95790964622,9.74872905970369
"res_epi","root","Richness (q=0)","Rarefaction",2670746.41025641,2600.07359521276,2595.26451133343,2604.88267909209,9.61816775866555
"res_epi","root","Richness (q=0)","Rarefaction",2804283.23076923,2600.89310334559,2596.13824396004,2605.64796273114,9.50971877110169
"res_epi","root","Richness (q=0)","Rarefaction",2937820.05128205,2601.5606511019,2596.84675192081,2606.274550283,9.42779836219142
"res_epi","root","Richness (q=0)","Rarefaction",3071356.87179487,2602.09207882899,2597.40402829162,2606.78012936637,9.37610107475484
"res_epi","root","Richness (q=0)","Rarefaction",3204893.69230769,2602.50115716456,2597.82234605918,2607.17996826993,9.35762221074401
"res_epi","root","Richness (q=0)","Rarefaction",3338430.51282051,2602.80010630997,2598.11275241437,2607.48746020556,9.3747077911903
"res_epi","root","Richness (q=0)","Observed",3471964,2603,2598.2854320326,2607.7145679674,9.42913593480353
"res_epi","root","Richness (q=0)","Extrapolation",3471967.33333333,2603.0000038402,2598.2854349545,2607.7145727259,9.42913777139438
"res_epi","root","Richness (q=0)","Extrapolation",3605504.15384615,2603.11690098748,2598.35573423712,2607.87806773784,9.52233350071947
"res_epi","root","Richness (q=0)","Extrapolation",3739040.97435897,2603.18255384563,2598.35498069922,2608.01012699205,9.65514629282916
"res_epi","root","Richness (q=0)","Extrapolation",3872577.79487179,2603.21942641168,2598.30607713475,2608.13277568861,9.82669855385484
"res_epi","root","Richness (q=0)","Extrapolation",4006114.61538462,2603.24013512361,2598.22288977508,2608.25738047215,10.0344906970795
"res_epi","root","Richness (q=0)","Extrapolation",4139651.43589744,2603.25176574214,2598.1143418683,2608.38918961599,10.2748477476835
"res_epi","root","Richness (q=0)","Extrapolation",4273188.25641026,2603.25829783781,2597.98661165674,2608.52998401888,10.5433723621409
"res_epi","root","Richness (q=0)","Extrapolation",4406725.07692308,2603.26196645385,2597.84429411127,2608.67963879643,10.8353446851643
"res_epi","root","Richness (q=0)","Extrapolation",4540261.8974359,2603.26402685596,2597.69100757741,2608.83704613451,11.1460385571008
"res_epi","root","Richness (q=0)","Extrapolation",4673798.71794872,2603.26518403807,2597.52971045406,2609.00065762208,11.4709471680198
"res_epi","root","Richness (q=0)","Extrapolation",4807335.53846154,2603.2658339454,2597.36287068098,2609.16879720982,11.8059265288393
"res_epi","root","Richness (q=0)","Extrapolation",4940872.35897436,2603.26619895237,2597.19256270068,2609.33983520405,12.1472725033691
"res_epi","root","Richness (q=0)","Extrapolation",5074409.17948718,2603.26640395096,2597.02052956675,2609.51227833518,12.4917487684306
"res_epi","root","Richness (q=0)","Extrapolation",5207946,2603.26651908417,2596.84822839424,2609.6848097741,12.8365813798591
"res_epi","root","Shannon (q=1)","Rarefaction",10,9.76228844110758,9.76169556715934,9.76288131505582,0.00118574789647852
"res_epi","root","Shannon (q=1)","Rarefaction",133546.820512821,578.328529569883,577.405252848825,579.251806290941,1.84655344211615
"res_epi","root","Shannon (q=1)","Rarefaction",267083.641025641,581.181301090657,580.253418339786,582.109183841529,1.85576550174233
"res_epi","root","Shannon (q=1)","Rarefaction",400620.461538462,582.148805432603,581.219340379482,583.078270485725,1.85893010624295
"res_epi","root","Shannon (q=1)","Rarefaction",534157.282051282,582.635070260125,581.704851177641,583.565289342609,1.8604381649684
"res_epi","root","Shannon (q=1)","Rarefaction",667694.102564103,582.927339207247,581.996704958766,583.857973455727,1.86126849696166
"res_epi","root","Shannon (q=1)","Rarefaction",801230.923076923,583.122267514785,582.191380960834,584.053154068735,1.86177310790185
"res_epi","root","Shannon (q=1)","Rarefaction",934767.743589744,583.261477761347,582.33042471537,584.192530807325,1.86210609195564
"res_epi","root","Shannon (q=1)","Rarefaction",1068304.56410256,583.365836263423,582.434665193842,584.297007333005,1.8623421391635
"res_epi","root","Shannon (q=1)","Rarefaction",1201841.38461538,583.446954736108,582.515694790806,584.378214681409,1.8625198906027
"res_epi","root","Shannon (q=1)","Rarefaction",1335378.20512821,583.511806090464,582.580475869635,584.443136311293,1.86266044165814
"res_epi","root","Shannon (q=1)","Rarefaction",1468915.02564103,583.564825141755,582.633437227634,584.496213055876,1.86277582824164
"res_epi","root","Shannon (q=1)","Rarefaction",1602451.84615385,583.608975409836,582.677538787616,584.540412032055,1.86287324443833
"res_epi","root","Shannon (q=1)","Rarefaction",1735988.66666667,583.64630377915,582.714825189884,584.577782368415,1.86295717853022
"res_epi","root","Shannon (q=1)","Rarefaction",1869525.48717949,583.678274395873,582.746759101403,584.609789690343,1.86303058894032
"res_epi","root","Shannon (q=1)","Rarefaction",2003062.30769231,583.705961483915,582.774413729962,584.637509237868,1.86309550790634
"res_epi","root","Shannon (q=1)","Rarefaction",2136599.12820513,583.730168327125,582.79859162563,584.661745028619,1.86315340298893
"res_epi","root","Shannon (q=1)","Rarefaction",2270135.94871795,583.75150984815,582.819907145618,584.683112550682,1.86320540506426
"res_epi","root","Shannon (q=1)","Rarefaction",2403672.76923077,583.770462177056,582.838835988129,584.702088365982,1.86325237785331
"res_epi","root","Shannon (q=1)","Rarefaction",2537209.58974359,583.78740746663,582.855759942586,584.719054990673,1.86329504808668
"res_epi","root","Shannon (q=1)","Rarefaction",2670746.41025641,583.802644383452,582.870977372655,584.734311394249,1.86333402159403
"res_epi","root","Shannon (q=1)","Rarefaction",2804283.23076923,583.81641907494,582.884734183552,584.748103966328,1.86336978277541
"res_epi","root","Shannon (q=1)","Rarefaction",2937820.05128205,583.82892935684,582.897227983076,584.760630730604,1.86340274752774
"res_epi","root","Shannon (q=1)","Rarefaction",3071356.87179487,583.84034162816,582.90862498291,584.772058273409,1.86343329049873
"res_epi","root","Shannon (q=1)","Rarefaction",3204893.69230769,583.850794312621,582.919063453475,584.782525171768,1.86346171829246
"res_epi","root","Shannon (q=1)","Rarefaction",3338430.51282051,583.860401064447,582.928656921904,584.79214520699,1.86348828508653
"res_epi","root","Shannon (q=1)","Observed",3471964,583.869260172762,582.937503557516,584.801016788009,1.86351323049303
"res_epi","root","Shannon (q=1)","Extrapolation",3471967.33333333,583.869260385287,582.937503769743,584.80101700083,1.86351323108761
"res_epi","root","Shannon (q=1)","Extrapolation",3605504.15384615,583.877611612283,582.945843247158,584.809379977408,1.86353673024996
"res_epi","root","Shannon (q=1)","Extrapolation",3739040.97435897,583.88564568769,582.953865892225,584.817425483155,1.86355959093021
"res_epi","root","Shannon (q=1)","Extrapolation",3872577.79487179,583.893374655859,582.96158374197,584.825165569749,1.86358182777894
"res_epi","root","Shannon (q=1)","Extrapolation",4006114.61538462,583.900810103742,582.969008376115,584.832611831369,1.86360345525486
"res_epi","root","Shannon (q=1)","Extrapolation",4139651.43589744,583.907963178253,582.976150934445,584.839775422062,1.86362448761724
"res_epi","root","Shannon (q=1)","Extrapolation",4273188.25641026,583.914844602987,582.983022133527,584.846667072448,1.86364493892097
"res_epi","root","Shannon (q=1)","Extrapolation",4406725.07692308,583.92146469429,582.989632282786,584.853297105795,1.86366482300969
"res_epi","root","Shannon (q=1)","Extrapolation",4540261.8974359,583.927833376731,582.995991299974,584.859675453487,1.8636841535133
"res_epi","root","Shannon (q=1)","Extrapolation",4673798.71794872,583.933960197973,583.002108726052,584.865811669895,1.86370294384346
"res_epi","root","Shannon (q=1)","Extrapolation",4807335.53846154,583.939854343095,583.0079937395,584.87171494669,1.86372120718988
"res_epi","root","Shannon (q=1)","Extrapolation",4940872.35897436,583.945524648355,583.013655170096,584.877394126614,1.86373895651809
"res_epi","root","Shannon (q=1)","Extrapolation",5074409.17948718,583.95097961444,583.019101512156,584.882857716724,1.86375620456852
"res_epi","root","Shannon (q=1)","Extrapolation",5207946,583.95622741921,583.024340937283,584.888113901136,1.86377296385285
"res_epi","root","Simpson (q=2)","Rarefaction",10,9.65958234485558,9.65873124921428,9.66043344049688,0.00170219128259674
"res_epi","root","Simpson (q=2)","Rarefaction",133546.820512821,254.895589962031,254.236949551406,255.554230372656,1.31728082124999
"res_epi","root","Simpson (q=2)","Rarefaction",267083.641025641,255.138113523302,254.47821653761,255.798010508994,1.31979397138417
"res_epi","root","Simpson (q=2)","Rarefaction",400620.461538462,255.21906134256,254.558744679055,255.879378006065,1.3206333270104
"res_epi","root","Simpson (q=2)","Rarefaction",534157.282051282,255.259555292746,254.599028636412,255.92008194908,1.32105331266757
"res_epi","root","Simpson (q=2)","Rarefaction",667694.102564103,255.28385808696,254.623205386065,255.944510787855,1.32130540178963
"res_epi","root","Simpson (q=2)","Rarefaction",801230.923076923,255.30006258672,254.639325835445,255.960799337995,1.32147350255036
"res_epi","root","Simpson (q=2)","Rarefaction",934767.743589744,255.311638539615,254.650841742026,255.972435337203,1.32159359517618
"res_epi","root","Simpson (q=2)","Rarefaction",1068304.56410256,255.320321258822,254.659479422325,255.981163095319,1.32168367299465
"res_epi","root","Simpson (q=2)","Rarefaction",1201841.38461538,255.327074880132,254.66619800916,255.987951751104,1.32175374194418
