	Ascomycota	Basidiomycota	Chytridiomycota	Mucoromycota	Zoopagomycota	NA
A01426:1227:HW7JHDRX5:2:2135:17662:27007_CONS_SUB_SUB	443	6	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:1823:9565_CONS_SUB_SUB	127	12	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:18502:20572_CONS_SUB_SUB	1222	6	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:18783:19648_CONS_SUB_SUB_CMP	68	66	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:18964:34961_CONS_SUB_SUB_CMP	1305	21	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:19596:23844_CONS_SUB_SUB_CMP	6508	52	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:19786:20603_CONS_SUB_SUB	497	82	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:20473:27586_CONS_SUB_SUB	143	23	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:20636:23328_CONS_SUB_SUB_CMP	72	25	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:2148:21903_CONS_SUB_SUB_CMP	305	3	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:21594:18787_CONS_SUB_SUB_CMP	517	4	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:21856:35744_CONS_SUB_SUB	70	27	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:22073:9784_CONS_SUB_SUB	457	49	0	7	0	0
A01426:1227:HW7JHDRX5:2:2135:22281:35603_CONS_SUB_SUB_CMP	225	23	0	82	0	0
A01426:1227:HW7JHDRX5:2:2135:22752:6918_CONS_SUB_SUB	154	10	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:22896:34100_CONS_SUB_SUB	1597	17	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:23276:6292_CONS_SUB_SUB	78	210	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:23728:15530_CONS_SUB_SUB_CMP	746	0	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:24957:17378_CONS_SUB_SUB	101	13	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:25156:10207_CONS_SUB_SUB_CMP	374	15	0	0	0	4
A01426:1227:HW7JHDRX5:2:2135:26404:17347_CONS_SUB_SUB	51	14	0	0	0	2
A01426:1227:HW7JHDRX5:2:2135:27588:6590_CONS_SUB_SUB	39	23	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:27624:23406_CONS_SUB_SUB	653	28	0	0	0	3
A01426:1227:HW7JHDRX5:2:2135:28094:3490_CONS_SUB_SUB_CMP	40	381	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:28248:10551_CONS_SUB_SUB_CMP	144	575	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:28501:29935_CONS_SUB_SUB_CMP	77	8	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:28727:18646_CONS_SUB_SUB_CMP	298	1	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:28782:5807_CONS_SUB_SUB	19133	25	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:28845:2253_CONS_SUB_SUB	398	71	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:29143:24345_CONS_SUB_SUB_CMP	845	41	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:29306:1391_CONS_SUB_SUB	2923	23	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:29568:14215_CONS_SUB_SUB	35	1682	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:2971:6856_CONS_SUB_SUB	159	48	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:30002:13557_CONS_SUB_SUB_CMP	556	20	0	8	0	1
A01426:1227:HW7JHDRX5:2:2135:30255:14967_CONS_SUB_SUB_CMP	365	79	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:30517:19366_CONS_SUB_SUB_CMP	19	25	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:30563:31407_CONS_SUB_SUB	315	10	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:30626:25848_CONS_SUB_SUB	394	27	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:31358:5791_CONS_SUB_SUB_CMP	389	14	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:31521:34413_CONS_SUB_SUB	726	22	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:32009:19319_CONS_SUB_SUB	30	9	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:3215:36119_CONS_SUB_SUB_CMP	733	165	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:4607:3615_CONS_SUB_SUB	463	35	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:5764:30671_CONS_SUB_SUB	76	33	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:5963:31767_CONS_SUB_SUB_CMP	340	243	0	0	0	2
A01426:1227:HW7JHDRX5:2:2135:5972:35978_CONS_SUB_SUB	507	36	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:7554:35994_CONS_SUB_SUB	143	23	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:7835:4664_CONS_SUB_SUB	124	2	0	0	0	0
A01426:1227:HW7JHDRX5:2:2135:8495:25191_CONS_SUB_SUB	136	2	0	477	0	0
A01426:1227:HW7JHDRX5:2:2136:10755:9721_CONS_SUB_SUB_CMP	830	10	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:11993:5948_CONS_SUB_SUB_CMP	301	7	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:12120:5916_CONS_SUB_SUB	892	47	0	2	0	0
A01426:1227:HW7JHDRX5:2:2136:12246:9831_CONS_SUB_SUB	227	104	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:1244:25191_CONS_SUB_SUB_CMP	488	28	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:12536:16626_CONS_SUB_SUB	219	4	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:13132:23359_CONS_SUB_SUB	94	41	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:13322:28291_CONS_SUB_SUB_CMP	678	22	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:14434:20415_CONS_SUB_SUB	68	7	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:1452:31532_CONS_SUB_SUB_CMP	197	19	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:14796:11365_CONS_SUB_SUB_CMP	3043	164	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:14832:21856_CONS_SUB_SUB	105	31	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:15600:33990_CONS_SUB_SUB	924	13	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:16170:25081_CONS_SUB_SUB	1526	95	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:16432:2895_CONS_SUB_SUB	152	1405	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:16649:2456_CONS_SUB_SUB	35	316	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:17436:16595_CONS_SUB_SUB	102	34	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:17589:20525_CONS_SUB_SUB_CMP	71	298	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:17734:19210_CONS_SUB_SUB_CMP	82	62	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:17734:8970_CONS_SUB_SUB_CMP	52	29	0	64	0	20
A01426:1227:HW7JHDRX5:2:2136:19660:8234_CONS_SUB_SUB	458	31	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:20292:6480_CONS_SUB_SUB_CMP	3083	0	0	0	0	4
A01426:1227:HW7JHDRX5:2:2136:20717:24189_CONS_SUB_SUB	128	7	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:2211:6825_CONS_SUB_SUB	2411	22	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:22200:20212_CONS_SUB_SUB_CMP	60	1149	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:22489:34929_CONS_SUB_SUB_CMP	68	43	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:22562:2456_CONS_SUB_SUB_CMP	168	25	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:22571:11741_CONS_SUB_SUB_CMP	115	1	0	3	0	3
A01426:1227:HW7JHDRX5:2:2136:23809:27602_CONS_SUB_SUB	603	1	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:24542:22232_CONS_SUB_SUB	1390	183	0	0	0	14
A01426:1227:HW7JHDRX5:2:2136:25012:22482_CONS_SUB_SUB_CMP	114	269	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:25590:8296_CONS_SUB_SUB	29	27	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:26106:9095_CONS_SUB_SUB	208	63	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:27832:19319_CONS_SUB_SUB	190	4	0	0	0	5
A01426:1227:HW7JHDRX5:2:2136:28221:19836_CONS_SUB_SUB_CMP	324	18	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:28772:10551_CONS_SUB_SUB_CMP	8607	87	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:29062:36135_CONS_SUB_SUB	3105	3	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:29378:16235_CONS_SUB_SUB_CMP	308	6	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:29740:17456_CONS_SUB_SUB	115	1	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:29875:5196_CONS_SUB_SUB	1232	11	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:30002:36041_CONS_SUB_SUB	475	9	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:30029:26318_CONS_SUB_SUB	183	18	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:30526:27618_CONS_SUB_SUB_CMP	1792	9	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:31250:17033_CONS_SUB_SUB	122	12	0	3	0	0
A01426:1227:HW7JHDRX5:2:2136:3152:14278_CONS_SUB_SUB_CMP	858	31	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:31575:11960_CONS_SUB_SUB_CMP	151	12	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:31837:23093_CONS_SUB_SUB_CMP	620	6	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:31982:26944_CONS_SUB_SUB	861	23	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:32461:28557_CONS_SUB_SUB_CMP	133	40	0	2	0	0
A01426:1227:HW7JHDRX5:2:2136:32696:3443_CONS_SUB_SUB	107	0	0	0	0	3
A01426:1227:HW7JHDRX5:2:2136:4056:12680_CONS_SUB_SUB_CMP	390	22	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:5195:15781_CONS_SUB_SUB	1462	37	0	0	0	10
A01426:1227:HW7JHDRX5:2:2136:5321:1752_CONS_SUB_SUB_CMP	65	12	0	0	0	7
A01426:1227:HW7JHDRX5:2:2136:6325:11945_CONS_SUB_SUB_CMP	64	13	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:6867:19836_CONS_SUB_SUB	537	20	0	0	0	1
A01426:1227:HW7JHDRX5:2:2136:7220:36793_CONS_SUB_SUB_CMP	240	11	0	0	0	1
A01426:1227:HW7JHDRX5:2:2136:7365:31501_CONS_SUB_SUB	1112	81	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:8232:10394_CONS_SUB_SUB	150	7	0	6	0	0
A01426:1227:HW7JHDRX5:2:2136:8956:30655_CONS_SUB_SUB	54	13	0	0	0	0
A01426:1227:HW7JHDRX5:2:2136:9579:21465_CONS_SUB_SUB	50	268	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:10122:19680_CONS_SUB_SUB	408	8	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:10366:35697_CONS_SUB_SUB	186	1019	0	16	0	0
A01426:1227:HW7JHDRX5:2:2137:11677:11851_CONS_SUB_SUB	190	14	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:11722:34131_CONS_SUB_SUB	365	2654	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:11993:23672_CONS_SUB_SUB	452	10	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:12210:27492_CONS_SUB_SUB	131	11	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:13358:9157_CONS_SUB_SUB_CMP	280	7	0	0	0	3
A01426:1227:HW7JHDRX5:2:2137:14055:34851_CONS_SUB_SUB	1653	37	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:14091:2378_CONS_SUB_SUB	150	23	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:14986:4304_CONS_SUB_SUB	39	47	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:16260:21825_CONS_SUB_SUB	1262	98	0	0	0	3
A01426:1227:HW7JHDRX5:2:2137:17173:15421_CONS_SUB_SUB_CMP	186	490	0	6	0	0
A01426:1227:HW7JHDRX5:2:2137:17173:7091_CONS_SUB_SUB	454	18	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:17309:26741_CONS_SUB_SUB	203	17	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:18123:4883_CONS_SUB_SUB_CMP	4655	48	0	0	0	16
A01426:1227:HW7JHDRX5:2:2137:18313:21339_CONS_SUB_SUB	257	40	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:19190:9580_CONS_SUB_SUB_CMP	285	62	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:19316:37012_CONS_SUB_SUB	142	157	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:19506:13542_CONS_SUB_SUB	204	55	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:20193:6433_CONS_SUB_SUB_CMP	382	2	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:20717:30264_CONS_SUB_SUB_CMP	1045	30	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:21016:2754_CONS_SUB_SUB	123	25	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:21160:21230_CONS_SUB_SUB	352	136	0	3	0	0
A01426:1227:HW7JHDRX5:2:2137:22598:26725_CONS_SUB_SUB	125	92	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:23140:31266_CONS_SUB_SUB_CMP	168	132	0	2	0	0
A01426:1227:HW7JHDRX5:2:2137:23185:35947_CONS_SUB_SUB	609	83	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:24126:27931_CONS_SUB_SUB	75	170	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:24442:15859_CONS_SUB_SUB_CMP	2868	49	0	0	0	3
A01426:1227:HW7JHDRX5:2:2137:24596:15906_CONS_SUB_SUB	1566	63	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:25427:36542_CONS_SUB_SUB_CMP	63	26	0	0	0	4
A01426:1227:HW7JHDRX5:2:2137:25916:17159_CONS_SUB_SUB_CMP	2595	2	0	0	0	2
A01426:1227:HW7JHDRX5:2:2137:26268:17080_CONS_SUB_SUB	2165	8	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:27579:23109_CONS_SUB_SUB	148	17	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:27661:28385_CONS_SUB_SUB	49	127	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:29351:21449_CONS_SUB_SUB	160	32	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:30382:27837_CONS_SUB_SUB	322	89	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:30572:14857_CONS_SUB_SUB_CMP	162	58	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:30572:34835_CONS_SUB_SUB	284	31	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:31702:12994_CONS_SUB_SUB	199	138	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:31747:25066_CONS_SUB_SUB	196	38	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:3875:4069_CONS_SUB_SUB	78	1194	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:4661:21214_CONS_SUB_SUB	798	81	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:4670:22420_CONS_SUB_SUB	175	7	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:5159:20823_CONS_SUB_SUB_CMP	1682	295	0	0	0	7
A01426:1227:HW7JHDRX5:2:2137:6931:30060_CONS_SUB_SUB_CMP	85	42	0	0	0	0
A01426:1227:HW7JHDRX5:2:2137:7111:25144_CONS_SUB_SUB_CMP	244	8	0	4	0	0
A01426:1227:HW7JHDRX5:2:2137:7853:1689_CONS_SUB_SUB	479	49	0	0	0	5
A01426:1227:HW7JHDRX5:2:2137:8693:2738_CONS_SUB_SUB	855	112	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:10529:26710_CONS_SUB_SUB_CMP	128	14	0	0	0	1
A01426:1227:HW7JHDRX5:2:2138:10529:36041_CONS_SUB_SUB_CMP	426	27	0	0	0	37
A01426:1227:HW7JHDRX5:2:2138:11026:17863_CONS_SUB_SUB	86	6	0	2	0	0
A01426:1227:HW7JHDRX5:2:2138:11261:11318_CONS_SUB_SUB_CMP	2387	114	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:12120:29778_CONS_SUB_SUB	63	18	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:12156:27085_CONS_SUB_SUB	408	128	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:12445:2722_CONS_SUB_SUB	2109	8	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:13720:10567_CONS_SUB_SUB_CMP	296	46	0	3	0	0
A01426:1227:HW7JHDRX5:2:2138:13774:35618_CONS_SUB_SUB	21	11	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:14687:5729_CONS_SUB_SUB	564	68	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:14986:12320_CONS_SUB_SUB	1098	28	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:15600:9940_CONS_SUB_SUB	9611	689	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:15854:27101_CONS_SUB_SUB	112	5	0	0	0	81
A01426:1227:HW7JHDRX5:2:2138:17092:8171_CONS_SUB_SUB	2383	19	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:1768:15702_CONS_SUB_SUB_CMP	787	20	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:19009:32878_CONS_SUB_SUB	253	84	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:19208:32064_CONS_SUB_SUB	196	4	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:20076:3474_CONS_SUB_SUB_CMP	61	15	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:20455:16626_CONS_SUB_SUB_CMP	100	7	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:2157:23641_CONS_SUB_SUB	26	19	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:21766:1986_CONS_SUB_SUB	1614	4	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:23149:32095_CONS_SUB_SUB	110	4	0	1	0	0
A01426:1227:HW7JHDRX5:2:2138:23999:13589_CONS_SUB_SUB	414	70	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:24478:29356_CONS_SUB_SUB	406	49	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:25500:27211_CONS_SUB_SUB	150	0	0	0	0	9
A01426:1227:HW7JHDRX5:2:2138:27742:22138_CONS_SUB_SUB	44	23	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:27932:7216_CONS_SUB_SUB	2895	37	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:2808:21449_CONS_SUB_SUB_CMP	271	49	0	0	0	2
A01426:1227:HW7JHDRX5:2:2138:29125:26381_CONS_SUB_SUB	729	12	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:29261:9361_CONS_SUB_SUB_CMP	70	90	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:30662:28573_CONS_SUB_SUB	175	24	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:30752:20964_CONS_SUB_SUB_CMP	121	26	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:30870:32158_CONS_SUB_SUB_CMP	132	12	0	0	0	1
A01426:1227:HW7JHDRX5:2:2138:31087:23140_CONS_SUB_SUB	266	5	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:31322:13244_CONS_SUB_SUB_CMP	152	166	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:32307:28792_CONS_SUB_SUB	726	233	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:32461:21856_CONS_SUB_SUB_CMP	860	0	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:3269:5556_CONS_SUB_SUB	39	3	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:3305:32268_CONS_SUB_SUB_CMP	443	29	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:3577:29888_CONS_SUB_SUB	37	16	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:3622:11303_CONS_SUB_SUB	188	7	0	10	0	5
A01426:1227:HW7JHDRX5:2:2138:4119:12508_CONS_SUB_SUB_CMP	43	5	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:4381:36699_CONS_SUB_SUB	38	24	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:4408:4116_CONS_SUB_SUB_CMP	69	32	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:5267:23328_CONS_SUB_SUB	66	38	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:5367:13886_CONS_SUB_SUB_CMP	60	5	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:7102:9001_CONS_SUB_SUB_CMP	243	238	0	0	0	3
A01426:1227:HW7JHDRX5:2:2138:7355:4554_CONS_SUB_SUB	153	117	0	13	0	0
A01426:1227:HW7JHDRX5:2:2138:9055:4085_CONS_SUB_SUB	146	40	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:9281:27649_CONS_SUB_SUB_CMP	571	33	0	0	0	0
A01426:1227:HW7JHDRX5:2:2138:9932:17221_CONS_SUB_SUB	354	8	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:10158:18646_CONS_SUB_SUB	158	121	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:10773:26976_CONS_SUB_SUB_CMP	198	29	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:10818:31093_CONS_SUB_SUB	366	81	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:12445:11334_CONS_SUB_SUB	77	1	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:12789:34037_CONS_SUB_SUB	300	26	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:13521:3490_CONS_SUB_SUB	578	60	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:13874:18537_CONS_SUB_SUB	50	169	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:14000:7952_CONS_SUB_SUB	106	9	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:14552:13009_CONS_SUB_SUB	87	9	3	0	0	0
A01426:1227:HW7JHDRX5:2:2139:15221:6558_CONS_SUB_SUB_CMP	71	26	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:16369:9549_CONS_SUB_SUB_CMP	2030	34	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:16911:15092_CONS_SUB_SUB	58	15	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:17454:12994_CONS_SUB_SUB_CMP	762	65	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:18909:29888_CONS_SUB_SUB_CMP	444	30	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:18964:24314_CONS_SUB_SUB_CMP	103	307	0	10	0	0
A01426:1227:HW7JHDRX5:2:2139:19036:5995_CONS_SUB_SUB	128	26	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:19153:26052_CONS_SUB_SUB	71	34	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:19976:4993_CONS_SUB_SUB	38	687	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:20139:19241_CONS_SUB_SUB_CMP	19137	7	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:20419:11240_CONS_SUB_SUB	190	79	0	0	0	4
A01426:1227:HW7JHDRX5:2:2139:20428:25567_CONS_SUB_SUB_CMP	1159	6	0	0	0	24
A01426:1227:HW7JHDRX5:2:2139:22155:14528_CONS_SUB_SUB_CMP	144	3	0	0	0	3
A01426:1227:HW7JHDRX5:2:2139:22607:15655_CONS_SUB_SUB	151	1	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:22625:33505_CONS_SUB_SUB	1822	33	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:23637:34601_CONS_SUB_SUB_CMP	19	23	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:24370:23500_CONS_SUB_SUB	7033	17	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:24442:34992_CONS_SUB_SUB	142	18	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:2483:24706_CONS_SUB_SUB_CMP	86	24	0	14	0	0
A01426:1227:HW7JHDRX5:2:2139:25563:27508_CONS_SUB_SUB	94	95	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:25843:19601_CONS_SUB_SUB	167	4	0	48	0	0
A01426:1227:HW7JHDRX5:2:2139:25861:24455_CONS_SUB_SUB	234	2	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:26051:19742_CONS_SUB_SUB_CMP	116	12	0	0	0	1
A01426:1227:HW7JHDRX5:2:2139:26133:23453_CONS_SUB_SUB	73	59	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:26250:10598_CONS_SUB_SUB_CMP	63	5	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:26549:22921_CONS_SUB_SUB	2764	20	0	0	0	424
A01426:1227:HW7JHDRX5:2:2139:2718:24079_CONS_SUB_SUB	126	43	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:27199:26553_CONS_SUB_SUB_CMP	76	24	0	0	0	1
A01426:1227:HW7JHDRX5:2:2139:28058:5181_CONS_SUB_SUB	100	5	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:29062:16689_CONS_SUB_SUB	60	17	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:29089:6558_CONS_SUB_SUB	466	59	0	0	0	3
A01426:1227:HW7JHDRX5:2:2139:29243:27398_CONS_SUB_SUB	307	4	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:29812:11005_CONS_SUB_SUB	99	63	0	76	0	86
A01426:1227:HW7JHDRX5:2:2139:30264:35305_CONS_SUB_SUB	78	27	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:30526:24706_CONS_SUB_SUB_CMP	419	6	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:30960:2660_CONS_SUB_SUB	781	10	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:31195:25426_CONS_SUB_SUB_CMP	314	7	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:31946:2394_CONS_SUB_SUB_CMP	2786	6	0	0	0	1
A01426:1227:HW7JHDRX5:2:2139:3242:20353_CONS_SUB_SUB_CMP	121	7	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:4363:5916_CONS_SUB_SUB_CMP	35	3917	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:5321:6136_CONS_SUB_SUB	144	34	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:5394:6198_CONS_SUB_SUB_CMP	189	156	0	0	0	0
