	Ascomycota	Basidiomycota	Chytridiomycota	Mucoromycota	Zoopagomycota	NA
A01426:1227:HW7JHDRX5:2:2139:6144:1360_CONS_SUB_SUB_CMP	867	14	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:6289:12665_CONS_SUB_SUB	2001	5	0	2	0	0
A01426:1227:HW7JHDRX5:2:2139:6334:34788_CONS_SUB_SUB	74	54	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:6343:2895_CONS_SUB_SUB	355	1	0	0	0	17
A01426:1227:HW7JHDRX5:2:2139:6497:33567_CONS_SUB_SUB	271	24	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:7789:20588_CONS_SUB_SUB	75	10	0	0	0	3
A01426:1227:HW7JHDRX5:2:2139:8260:11725_CONS_SUB_SUB	2129	88	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:8440:7122_CONS_SUB_SUB	52	7	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:8639:9752_CONS_SUB_SUB	105	2	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:8675:9471_CONS_SUB_SUB_CMP	352	5	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:8766:27195_CONS_SUB_SUB	125	13	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:9118:31751_CONS_SUB_SUB	335	124	0	0	0	0
A01426:1227:HW7JHDRX5:2:2139:9815:14105_CONS_SUB_SUB_CMP	7339	258	0	0	0	14
A01426:1227:HW7JHDRX5:2:2139:9995:31704_CONS_SUB_SUB	52	17	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:10203:33880_CONS_SUB_SUB	30	9	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:10854:10113_CONS_SUB_SUB_CMP	92	340	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:10881:32643_CONS_SUB_SUB	871	17	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:11731:16485_CONS_SUB_SUB_CMP	1536	35	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:11894:15890_CONS_SUB_SUB_CMP	7714	17	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:12210:14559_CONS_SUB_SUB_CMP	29	27	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:12590:4914_CONS_SUB_SUB	441	48	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:13042:22138_CONS_SUB_SUB_CMP	1202	2	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:13774:14262_CONS_SUB_SUB	217	32	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:14823:32017_CONS_SUB_SUB_CMP	96	27	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:15429:15812_CONS_SUB_SUB	57	7	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:15754:29183_CONS_SUB_SUB	396	38	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:16685:10911_CONS_SUB_SUB_CMP	109	11	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:17436:17754_CONS_SUB_SUB	1921	67	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:1922:12774_CONS_SUB_SUB	338	5	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:20012:7122_CONS_SUB_SUB	3958	2113	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:20121:11381_CONS_SUB_SUB_CMP	90	0	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:20320:35775_CONS_SUB_SUB_CMP	48	1	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:20464:16485_CONS_SUB_SUB	855	54	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:20509:18349_CONS_SUB_SUB_CMP	698	14	0	17	0	0
A01426:1227:HW7JHDRX5:2:2140:20708:29246_CONS_SUB_SUB	90	92	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:21576:16595_CONS_SUB_SUB	21	62	0	0	186	0
A01426:1227:HW7JHDRX5:2:2140:22399:8938_CONS_SUB_SUB	154	0	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:23538:19867_CONS_SUB_SUB_CMP	2757	53	0	4	0	0
A01426:1227:HW7JHDRX5:2:2140:24325:7232_CONS_SUB_SUB	39	0	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:2446:20979_CONS_SUB_SUB	1701	11	0	1	0	0
A01426:1227:HW7JHDRX5:2:2140:25292:12101_CONS_SUB_SUB_CMP	1591	16	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:2654:32017_CONS_SUB_SUB_CMP	3585	7	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:26729:33599_CONS_SUB_SUB_CMP	53	36	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:26765:35477_CONS_SUB_SUB_CMP	115	804	0	0	0	2
A01426:1227:HW7JHDRX5:2:2140:27706:31344_CONS_SUB_SUB	402	133	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:27760:9643_CONS_SUB_SUB	182	18	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:29441:3662_CONS_SUB_SUB	323	223	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:2944:17112_CONS_SUB_SUB_CMP	148	18	0	0	0	17
A01426:1227:HW7JHDRX5:2:2140:30291:1877_CONS_SUB_SUB_CMP	83	23	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:3106:36839_CONS_SUB_SUB	111	369	0	0	0	3
A01426:1227:HW7JHDRX5:2:2140:31711:24784_CONS_SUB_SUB	839	5	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:31828:28338_CONS_SUB_SUB	112	38	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:3721:13228_CONS_SUB_SUB	279	12	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:4074:7232_CONS_SUB_SUB	150	6	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:4390:9001_CONS_SUB_SUB_CMP	1608	16	0	0	0	1
A01426:1227:HW7JHDRX5:2:2140:4490:6731_CONS_SUB_SUB_CMP	175	13	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:4743:8077_CONS_SUB_SUB_CMP	752	79	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:5014:34006_CONS_SUB_SUB	113	0	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:5656:21120_CONS_SUB_SUB	108	144	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:5909:8281_CONS_SUB_SUB	101	14	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:6795:29543_CONS_SUB_SUB_CMP	1328	16	0	0	0	2
A01426:1227:HW7JHDRX5:2:2140:6858:30029_CONS_SUB_SUB_CMP	116	18	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:7238:10426_CONS_SUB_SUB	173	86	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:8052:19100_CONS_SUB_SUB	27	14	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:8422:9064_CONS_SUB_SUB_CMP	48	174	0	0	0	232
A01426:1227:HW7JHDRX5:2:2140:8440:32299_CONS_SUB_SUB_CMP	194	19	0	80	0	0
A01426:1227:HW7JHDRX5:2:2140:9164:9565_CONS_SUB_SUB	277	5	0	0	0	0
A01426:1227:HW7JHDRX5:2:2140:9227:5979_CONS_SUB_SUB	41	4	0	479	0	0
A01426:1227:HW7JHDRX5:2:2141:10411:17394_CONS_SUB_SUB_CMP	360	57	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:10429:8970_CONS_SUB_SUB	2297	36	0	0	0	3
A01426:1227:HW7JHDRX5:2:2141:13639:8954_CONS_SUB_SUB	93	12	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:13774:20181_CONS_SUB_SUB_CMP	431	32	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:14733:17832_CONS_SUB_SUB	90	32	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:14986:7498_CONS_SUB_SUB	137	220	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:15185:19210_CONS_SUB_SUB_CMP	14	20	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:15582:11412_CONS_SUB_SUB	332	19	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:15591:10175_CONS_SUB_SUB	33	165	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:1579:30405_CONS_SUB_SUB_CMP	195	3	0	48	0	0
A01426:1227:HW7JHDRX5:2:2141:16107:22811_CONS_SUB_SUB	1860	249	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:16197:10535_CONS_SUB_SUB_CMP	4589	1	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:16251:19022_CONS_SUB_SUB	69	37	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:16450:25222_CONS_SUB_SUB	251	300	0	0	0	14
A01426:1227:HW7JHDRX5:2:2141:16532:32158_CONS_SUB_SUB	35	8	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:20238:33442_CONS_SUB_SUB_CMP	423	31	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:20347:1376_CONS_SUB_SUB_CMP	41	8	0	0	0	7
A01426:1227:HW7JHDRX5:2:2141:20365:24048_CONS_SUB_SUB	466	12	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:20690:3067_CONS_SUB_SUB_CMP	382	10	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:20781:23422_CONS_SUB_SUB_CMP	56	22	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:21495:2237_CONS_SUB_SUB_CMP	4889	40	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:21576:17691_CONS_SUB_SUB	31	4145	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:22869:18302_CONS_SUB_SUB_CMP	73	48	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:22905:34428_CONS_SUB_SUB_CMP	277	58	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:23140:25942_CONS_SUB_SUB	398	0	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:23791:12727_CONS_SUB_SUB_CMP	197	233	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:24921:20509_CONS_SUB_SUB	133	9	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:25274:5838_CONS_SUB_SUB	462	11	0	0	0	5
A01426:1227:HW7JHDRX5:2:2141:2582:36495_CONS_SUB_SUB	108	14	0	0	0	9
A01426:1227:HW7JHDRX5:2:2141:2817:23719_CONS_SUB_SUB_CMP	666	25	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:28827:25739_CONS_SUB_SUB_CMP	906	8	0	17	0	0
A01426:1227:HW7JHDRX5:2:2141:29143:25974_CONS_SUB_SUB	97	13	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:29306:1767_CONS_SUB_SUB	170	2	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:29315:12493_CONS_SUB_SUB	405	16	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:29496:15280_CONS_SUB_SUB	520	204	0	0	0	2
A01426:1227:HW7JHDRX5:2:2141:29550:20259_CONS_SUB_SUB_CMP	693	1625	0	0	0	3
A01426:1227:HW7JHDRX5:2:2141:29758:30107_CONS_SUB_SUB	117	35	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:30228:24283_CONS_SUB_SUB	372	14	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:31069:10488_CONS_SUB_SUB_CMP	605	57	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:31448:28181_CONS_SUB_SUB	63	17	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:3161:32894_CONS_SUB_SUB	93	5	0	6	0	0
A01426:1227:HW7JHDRX5:2:2141:5086:6324_CONS_SUB_SUB_CMP	131	36	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:6171:32972_CONS_SUB_SUB_CMP	224	25	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:6244:17440_CONS_SUB_SUB	201	0	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:6677:5729_CONS_SUB_SUB_CMP	218	2	0	0	0	13
A01426:1227:HW7JHDRX5:2:2141:6732:7044_CONS_SUB_SUB_CMP	102	35	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:7428:5838_CONS_SUB_SUB_CMP	67	84	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:8395:30279_CONS_SUB_SUB_CMP	306	21	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:8847:34695_CONS_SUB_SUB	33	8	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:9182:26224_CONS_SUB_SUB_CMP	208	0	0	0	0	0
A01426:1227:HW7JHDRX5:2:2141:9227:1125_CONS_SUB_SUB	18	1	0	0	0	2
A01426:1227:HW7JHDRX5:2:2141:9498:19382_CONS_SUB_SUB	284	16	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:10312:16188_CONS_SUB_SUB	3188	26	0	0	0	160
A01426:1227:HW7JHDRX5:2:2142:11351:24690_CONS_SUB_SUB_CMP	36	284	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:11767:36996_CONS_SUB_SUB_CMP	242	10	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:13856:5353_CONS_SUB_SUB_CMP	25	33	0	0	0	8
A01426:1227:HW7JHDRX5:2:2142:14470:2002_CONS_SUB_SUB	160	3	0	0	0	51
A01426:1227:HW7JHDRX5:2:2142:15049:7795_CONS_SUB_SUB_CMP	168	11	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:15248:35916_CONS_SUB_SUB_CMP	108	162	0	3	0	0
A01426:1227:HW7JHDRX5:2:2142:15320:28682_CONS_SUB_SUB	46	6	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:15438:14418_CONS_SUB_SUB	1100	15	0	0	0	3
A01426:1227:HW7JHDRX5:2:2142:15673:35587_CONS_SUB_SUB_CMP	24191	4	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:15926:36338_CONS_SUB_SUB_CMP	178	6	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:16333:14935_CONS_SUB_SUB	364	40	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:1796:36699_CONS_SUB_SUB	489	32	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:18114:33833_CONS_SUB_SUB	751	14	0	0	0	128
A01426:1227:HW7JHDRX5:2:2142:18213:5603_CONS_SUB_SUB	39	7	0	29	0	0
A01426:1227:HW7JHDRX5:2:2142:18864:33066_CONS_SUB_SUB_CMP	387	1	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:19244:36636_CONS_SUB_SUB	106	55	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:19361:23093_CONS_SUB_SUB	67	15	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:20048:19993_CONS_SUB_SUB	227	31	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:20247:27696_CONS_SUB_SUB_CMP	318	0	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:20555:9940_CONS_SUB_SUB	59	9	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:20781:27085_CONS_SUB_SUB_CMP	2018	6	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:23213:7936_CONS_SUB_SUB	362	12	0	3	0	0
A01426:1227:HW7JHDRX5:2:2142:23836:32503_CONS_SUB_SUB_CMP	627	11	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:23909:19132_CONS_SUB_SUB	567	66	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:24062:12352_CONS_SUB_SUB_CMP	101	21	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:24731:16673_CONS_SUB_SUB_CMP	1221	7	0	0	0	5
A01426:1227:HW7JHDRX5:2:2142:25464:2378_CONS_SUB_SUB_CMP	183	9	0	0	0	36
A01426:1227:HW7JHDRX5:2:2142:25491:1391_CONS_SUB_SUB_CMP	45	16	0	132	0	0
A01426:1227:HW7JHDRX5:2:2142:25852:35744_CONS_SUB_SUB	1431	8	0	19	0	2
A01426:1227:HW7JHDRX5:2:2142:2618:22811_CONS_SUB_SUB_CMP	258	11	0	9	0	0
A01426:1227:HW7JHDRX5:2:2142:26295:20541_CONS_SUB_SUB_CMP	172	34	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:26585:34225_CONS_SUB_SUB	135	2	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:2672:27884_CONS_SUB_SUB	262	76	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:27208:3490_CONS_SUB_SUB_CMP	4638	549	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:28058:8030_CONS_SUB_SUB	134	16	0	5	0	0
A01426:1227:HW7JHDRX5:2:2142:29993:31923_CONS_SUB_SUB_CMP	49	98	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:30092:2440_CONS_SUB_SUB_CMP	70	0	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:31322:9580_CONS_SUB_SUB_CMP	117	4	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:31729:36338_CONS_SUB_SUB	82	66	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:32090:36213_CONS_SUB_SUB	4559	117	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:3938:13980_CONS_SUB_SUB_CMP	134	7	0	0	0	1
A01426:1227:HW7JHDRX5:2:2142:4707:22106_CONS_SUB_SUB_CMP	225	7	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:4815:30686_CONS_SUB_SUB_CMP	79	102	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:5150:10848_CONS_SUB_SUB	110	17	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:5620:25160_CONS_SUB_SUB_CMP	675	2	0	40	0	0
A01426:1227:HW7JHDRX5:2:2142:6967:22326_CONS_SUB_SUB	1585	16	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:7473:8422_CONS_SUB_SUB	175	108	0	0	0	0
A01426:1227:HW7JHDRX5:2:2142:8187:2300_CONS_SUB_SUB	419	21	0	0	0	0
A01426:1227:HW7JHDRX5:2:2143:10963:19758_CONS_SUB_SUB	79	16	0	0	0	0
A01426:1227:HW7JHDRX5:2:2143:12626:4883_CONS_SUB_SUB_CMP	47	3	0	0	0	1
A01426:1227:HW7JHDRX5:2:2143:1325:20729_CONS_SUB_SUB_CMP	155	183	0	0	0	0
A01426:1227:HW7JHDRX5:2:2143:13295:29215_CONS_SUB_SUB	81	14	0	0	0	0
A01426:1227:HW7JHDRX5:2:2143:13340:23782_CONS_SUB_SUB	117	14	0	0	0	0
A01426:1227:HW7JHDRX5:2:2143:13829:19867_CONS_SUB_SUB	1837	27	0	0	0	3
A01426:1227:HW7JHDRX5:2:2143:1425:16767_CONS_SUB_SUB_CMP	85	2	0	0	0	0
A01426:1227:HW7JHDRX5:2:2143:14787:13291_CONS_SUB_SUB	319	603	0	0	0	0
A01426:1227:HW7JHDRX5:2:2143:15148:35837_CONS_SUB_SUB	100	0	0	0	0	0
A01426:1227:HW7JHDRX5:2:2143:15971:13526_CONS_SUB_SUB	169	53	0	0	0	0
A01426:1227:HW7JHDRX5:2:2143:15971:6981_CONS_SUB_SUB	139	8	0	0	0	1
A01426:1227:HW7JHDRX5:2:2143:16613:30452_CONS_SUB_SUB_CMP	179	266	0	0	0	1
A01426:1227:HW7JHDRX5:2:2143:16640:3035_CONS_SUB_SUB	1727	82	0	0	0	0
A01426:1227:HW7JHDRX5:2:2143:17255:28964_CONS_SUB_SUB_CMP	176	14	0	9	0	0
A01426:1227:HW7JHDRX5:2:2143:17390:16423_CONS_SUB_SUB_CMP	226	9	0	15	0	1
A01426:1227:HW7JHDRX5:2:2143:19343:36808_CONS_SUB_SUB_CMP	211	10	0	0	0	0
A01426:1227:HW7JHDRX5:2:2143:21169:15890_CONS_SUB_SUB_CMP	114	61	0	16	0	2
A01426:1227:HW7JHDRX5:2:2143:22019:12007_CONS_SUB_SUB	116	15	0	0	0	8
A01426:1227:HW7JHDRX5:2:2143:22634:3333_CONS_SUB_SUB	2180	1	0	0	0	0
A01426:1227:HW7JHDRX5:2:2143:22914:19476_CONS_SUB_SUB	92	3	0	0	0	0
A01426:1227:HW7JHDRX5:2:2143:24008:17801_CONS_SUB_SUB	197	2	0	0	0	0
A01426:1227:HW7JHDRX5:2:2143:24704:31031_CONS_SUB_SUB_CMP	182	45	0	0	0	0
A01426:1227:HW7JHDRX5:2:2143:25699:22795_CONS_SUB_SUB	372	63	0	0	0	0
A01426:1227:HW7JHDRX5:2:2143:26585:31219_CONS_SUB_SUB	1047	126	0	0	0	0
A01426:1227:HW7JHDRX5:2:2143:26729:35227_CONS_SUB_SUB	48	24	0	0	0	0
A01426:1227:HW7JHDRX5:2:2143:2682:35164_CONS_SUB_SUB_CMP	110	1	0	1	0	9
A01426:1227:HW7JHDRX5:2:2143:27651:36699_CONS_SUB_SUB	165	62	0	5	0	0
A01426:1227:HW7JHDRX5:2:2143:28158:18756_CONS_SUB_SUB_CMP	234	10	0	0	0	0
A01426:1227:HW7JHDRX5:2:2143:2835:11851_CONS_SUB_SUB	351	28	0	0	0	53
A01426:1227:HW7JHDRX5:2:2143:28854:24784_CONS_SUB_SUB_CMP	172	17	0	0	0	0
A01426:1227:HW7JHDRX5:2:2143:30092:17253_CONS_SUB_SUB	1769	39	0	0	0	0
A01426:1227:HW7JHDRX5:2:2143:31159:16031_CONS_SUB_SUB	253	133	0	0	0	0
A01426:1227:HW7JHDRX5:2:2143:3134:22608_CONS_SUB_SUB_CMP	230	12	0	0	0	0
A01426:1227:HW7JHDRX5:2:2143:31539:19132_CONS_SUB_SUB_CMP	870	7	0	0	0	0
A01426:1227:HW7JHDRX5:2:2143:31946:13009_CONS_SUB_SUB	340	40	0	0	0	0
A01426:1227:HW7JHDRX5:2:2143:3595:12101_CONS_SUB_SUB	77	380	0	0	0	0
A01426:1227:HW7JHDRX5:2:2143:4689:20008_CONS_SUB_SUB	122	2	0	0	0	0
A01426:1227:HW7JHDRX5:2:2143:5755:9674_CONS_SUB_SUB	43	22	0	0	0	0
A01426:1227:HW7JHDRX5:2:2143:6614:22717_CONS_SUB_SUB	104	53	0	0	0	0
A01426:1227:HW7JHDRX5:2:2143:7473:34976_CONS_SUB_SUB_CMP	565	2	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:10393:12915_CONS_SUB_SUB_CMP	97	27	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:10619:29403_CONS_SUB_SUB	217	27	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:10728:14904_CONS_SUB_SUB	1340	175	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:11605:26068_CONS_SUB_SUB_CMP	309	6	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:12264:31751_CONS_SUB_SUB_CMP	68	230	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:13042:32722_CONS_SUB_SUB	101	673	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:13141:14669_CONS_SUB_SUB	624	4	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:14199:26616_CONS_SUB_SUB_CMP	56	812	0	0	0	182
A01426:1227:HW7JHDRX5:2:2144:14380:13933_CONS_SUB_SUB	451	50	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:15383:25473_CONS_SUB_SUB	60	174	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:16179:36119_CONS_SUB_SUB_CMP	89	35	0	10	0	2
A01426:1227:HW7JHDRX5:2:2144:16749:31219_CONS_SUB_SUB_CMP	424	12	0	705	0	0
A01426:1227:HW7JHDRX5:2:2144:17553:25097_CONS_SUB_SUB	171	11	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:17571:28385_CONS_SUB_SUB	2002	29	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:18195:33004_CONS_SUB_SUB_CMP	17	16	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:18376:20635_CONS_SUB_SUB	58	130	0	0	0	2
A01426:1227:HW7JHDRX5:2:2144:18593:12806_CONS_SUB_SUB	51	1056	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:18909:23312_CONS_SUB_SUB	88	22	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:19859:5384_CONS_SUB_SUB	95	48	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:21513:9001_CONS_SUB_SUB_CMP	359	33	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:23086:21840_CONS_SUB_SUB_CMP	48	2	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:2392:7827_CONS_SUB_SUB	116	332	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:23999:11584_CONS_SUB_SUB	739	49	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:24316:25066_CONS_SUB_SUB_CMP	50	36	0	0	0	11
A01426:1227:HW7JHDRX5:2:2144:24469:28087_CONS_SUB_SUB	113	7	0	0	0	129
A01426:1227:HW7JHDRX5:2:2144:24686:7263_CONS_SUB_SUB_CMP	903	76	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:24722:17503_CONS_SUB_SUB	19110	0	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:25717:4883_CONS_SUB_SUB	1906	3	0	27	0	0
A01426:1227:HW7JHDRX5:2:2144:26530:6073_CONS_SUB_SUB_CMP	60	15	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:26693:24768_CONS_SUB_SUB_CMP	428	37	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:26946:28933_CONS_SUB_SUB_CMP	56	77	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:27380:35258_CONS_SUB_SUB_CMP	75	227	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:2745:5274_CONS_SUB_SUB	506	62	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:27606:15327_CONS_SUB_SUB_CMP	351	7	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:29270:15452_CONS_SUB_SUB	19	29	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:29496:17472_CONS_SUB_SUB_CMP	409	22	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:29586:3912_CONS_SUB_SUB_CMP	193	8	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:3088:26036_CONS_SUB_SUB_CMP	97	5492	0	0	0	4
A01426:1227:HW7JHDRX5:2:2144:31051:22169_CONS_SUB_SUB_CMP	131	106	0	2	0	0
A01426:1227:HW7JHDRX5:2:2144:3504:2988_CONS_SUB_SUB	94	74	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:4128:16845_CONS_SUB_SUB_CMP	1448	24	0	85	0	1
A01426:1227:HW7JHDRX5:2:2144:5240:35650_CONS_SUB_SUB_CMP	297	5	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:5484:31031_CONS_SUB_SUB	679	98	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:5547:35744_CONS_SUB_SUB_CMP	141	35	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:5791:10426_CONS_SUB_SUB	140	17	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:5900:32910_CONS_SUB_SUB_CMP	208	2	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:6262:13714_CONS_SUB_SUB_CMP	603	51	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:6442:15029_CONS_SUB_SUB_CMP	2422	14	0	0	0	0
A01426:1227:HW7JHDRX5:2:2144:6524:2206_CONS_SUB_SUB	63	7	0	0	0	0
