"","old_leaf","root","young_leaf"
"2791",95,80354,282
"2792",0,129,0
"2793",24,300,12
"2794",320,60,328
"2795",708,15,293
"2796",209,247,712
"2797",40,108,153
"2798",55,5522,49
"2799",153,40,17
"2800",0,2,200
"2801",180,28,11
"2802",13,12505,96
"2803",5,0,135
"2804",20,148,9
"2805",43,454,12
"2806",1293,26,0
"2807",50,127,62
"2808",7259,231,316
"2809",7188,0,0
"2810",0,132,2
"2811",68,362,12
"2812",56,1125,9404
"2813",479,0,0
"2814",105,435,162
"2815",82,5,69
"2816",177,5,167
"2817",586,309,785
"2818",55,71,29
"2819",127845,411,53400
"2820",199,2490,235
"2821",9,913,17
"2822",642,23664,315
"2823",556,18,73
"2824",853,120,64
"2825",78,209,371
"2826",6,78,789
"2827",9,550,0
"2828",245,17,126
"2829",0,129,7
"2830",76,12,73
"2831",2,101,8
"2832",114,8,113
"2833",2820,56,70
"2834",0,160,0
"2835",47,41,64
"2836",30,918,25
"2837",23,533,30
"2838",3,2735,32
"2839",30,37841,84
"2840",201,367,304
"2841",170,11,16
"2842",73,11571,304
"2843",854,30,292
"2844",21,5584,949
"2845",25,0,111
"2846",402,5085,451
"2847",0,141,13
"2848",8,93,0
"2849",54,59,340
"2850",1193,455,1425
"2851",523,8,650
"2852",16,3177,89
"2853",370,4,41
"2854",76,4,283
"2855",64,22,31
"2856",278,201,307
"2857",8155,198,3510
"2858",0,201,19
"2859",173,9,74
"2860",247,679,68
"2861",0,216,2
"2862",0,261,1
"2863",1892,4,247
"2864",207,88,43
"2865",103,37,263
"2866",4,264,0
"2867",0,42,83
"2868",49,80,46
"2869",154,23,18
"2870",609,8,785
"2871",36,454,64
"2872",7,1108,32
"2873",0,12992,0
"2874",0,9024,7
"2875",51,39,132
"2876",9267,1470,56027
"2877",207,1,41
"2878",99,6,4
"2879",0,100,0
"2880",494,0,58
"2881",377,46,359
"2882",8,29,146
"2883",436,349,263
"2884",0,125,0
"2885",0,136,6
"2886",5,2070,23
"2887",107,2923,0
"2888",41,3,93
"2889",1,119,0
"2890",938,36,147
"2891",7360,609,1826
"2892",119,153,1295
"2893",85,18,78
"2894",0,271,7
"2895",17,7577,0
"2896",84,779,155
"2897",0,311,2
"2898",1393,747,1732
"2899",234,4,6
"2900",201,2116,2299
"2901",19,635,51
"2902",45,137,239
"2903",0,455,2
"2904",107,310,108
"2905",73,0,54
"2906",0,281,5
"2907",245,2,4
"2908",29,37,169
"2909",493,1717,366
"2910",229,10,37
"2911",30,239,16
"2912",146,23,77
"2913",691,6,961
"2914",829,614,1352
"2915",94,22,3048
"2916",311,1,10
"2917",743,42,365
"2918",591,114,325
"2919",0,316,5
"2920",62,296,37
"2921",11,5,304
"2922",75,160,140
"2923",261,331,92
"2924",11,87,21
"2925",1131,307,552
"2926",709,15,16
"2927",86,10,14
"2928",19,95,18
"2929",0,653,6
"2930",6,107,68
"2931",0,145,0
"2932",1604,15,1521
"2933",11,101,11
"2934",3,270,0
"2935",406,9,2
"2936",233,118,10
"2937",0,96,15
"2938",15,69,62
"2939",52,70,61
"2940",1983,2,372
"2941",14,172,29
"2942",16,100,214
"2943",948,248,877
"2944",13502,117,999
"2945",124,3,0
"2946",42,1358,905
"2947",0,193,0
"2948",1408,262,1379
"2949",24,19,77
"2950",50,9,63
"2951",3,155,4
"2952",6969,2580,3017
"2953",54,29,17
"2954",2456,726,4779
"2955",4,8,111
"2956",362,82,785
"2957",0,805,10
"2958",0,6562,15
"2959",552,4,2440
"2960",377,109,546
"2961",4,762,40
"2962",0,278,48
"2963",98,53,0
"2964",326,120,579
"2965",0,106,0
"2966",2,118,1
"2967",492,197,884
"2968",36,197,28
"2969",2,441,6
"2970",693,373,292
"2971",181,69,246
"2972",1835,40,1135
"2973",68,22,53
"2974",98,3103,179
"2975",779,3,151
"2976",117,56,159
"2977",0,884,23
"2978",0,971,0
"2979",26873,61059,46591
"2980",23,66,145
"2981",2862,33,272
"2982",2554,39,927
"2983",6,0,582
"2984",362,241,18
"2985",9,135,24
"2986",13,1876,19
"2987",2,91,26
"2988",205,2,4
"2989",537,0,1
"2990",11240,27752,828
"2991",21,72,26
"2992",21,538,11
"2993",192,51,84
"2994",591,170,4799
"2995",56,296,4
"2996",185,112,2205
"2997",21,188,560
"2998",32,4627,8
"2999",0,144,0
"3000",4,108,5
"3001",0,117,3
"3002",28,77,46
"3003",51,19,116
"3004",10,10,154
"3005",30,1425,35
"3006",109,238,220
"3007",60,50,106
"3008",6,76,34
"3009",49,3,289
"3010",26,69,33
"3011",51,16,54
"3012",616,17,105
"3013",1210,656,29
"3014",54,12,39
"3015",0,0,1883
"3016",157,37,36
"3017",464,22,4394
"3018",65,10,125
"3019",103,13861,159
"3020",11058,469,3347
"3021",10,7168,79
"3022",0,276,0
"3023",114,46,176
"3024",114,42,134
"3025",43,1442,26
"3026",230,7,177
"3027",7,126,0
"3028",68,32,155
"3029",1,224,2
"3030",0,154,0
"3031",402,333,552
"3032",48,42,53
"3033",21,7,198
"3034",865,179,1227
"3035",47,161,16
"3036",38,24,77
"3037",21,129,0
"3038",47863,286,6150
"3039",568,188,2487
"3040",7,185,25
"3041",0,971,0
"3042",0,21533,9
"3043",458,3,8
"3044",1568,2,53
"3045",0,182,1
"3046",260,204,12
"3047",117,8,122
"3048",553,58,32
"3049",0,336,9
"3050",332,163,361
"3051",139,232,180
"3052",3523,1280,827
"3053",1712,17,565
"3054",754,8,55
"3055",460,21,1160
"3056",0,217,5
"3057",21,1547,107
"3058",91,55,1980
"3059",7,0,600
"3060",2756,17,226
"3061",48,465,8
"3062",30,0,101
"3063",39,55,46
"3064",20024,634,246
"3065",26,652,6
"3066",0,1845,5
"3067",443,431,7860
"3068",30,71,32
"3069",0,1863,14
"3070",322,1487,50
"3071",13,757,39
"3072",360,427,119
"3073",3119,73,93
"3074",0,231,0
"3075",34,30,42
"3076",1241,59,1168
"3077",0,0,164
"3078",33,58,89
"3079",19,69,19
"3080",911,4,115
"3081",1174,0,41
"3082",42,2,105
"3083",0,175,3
"3084",113,5788,1996
"3085",124,77,114
"3086",4,114,7
"3087",121,0,232
"3088",223,401,229
"3089",26,4654,50
"3090",293,203,36
"3091",1595,171,553
"3092",191,94,185
"3093",9,96,12
"3094",2,5620,30
"3095",6,101,7
"3096",101,96,107
"3097",5,266,36
"3098",3,2,189
"3099",200,8,74
"3100",0,27,97
"3101",47,394,36
"3102",4597,393,467
"3103",0,200,20
"3104",49,386,67
"3105",19,22,101
"3106",736,63,7
"3107",27,247,63
"3108",2,160,1
"3109",6040,1288,317
"3110",10,97,18
"3111",99,201,397
"3112",9,85,11
"3113",15827,4044,24432
"3114",195,69,151
"3115",11,45,117
"3116",55,2573,19
"3117",317,2289,2850
"3118",7,144,44
"3119",9,236,167
"3120",5748,216,120
"3121",47,12,49
"3122",195,11491,47
"3123",4,105,0
"3124",927,117,146
"3125",0,1899,0
"3126",182,254,13
"3127",11,123,5
"3128",167,0,5
"3129",103,0,0
"3130",68,141,15
"3131",1891,33,775
"3132",1244,103,862
"3133",37,165,15
"3134",174,1226,49
"3135",5914,20640,10895
"3136",29,136,626
"3137",64,30,63
"3138",967,122,76
"3139",287,245,125
"3140",0,142,6
"3141",0,978,2
"3142",60,36,144
"3143",20,4,94
"3144",195,43,351
"3145",6188,635,833
"3146",0,1186,19
"3147",30,271,3
"3148",324,388,236
"3149",296,21,24
"3150",303,25,25
"3151",37,47,230
"3152",230,83,968
"3153",68,6249,169
"3154",237,2358,845
"3155",6,2506,16
"3156",10281,348,439
"3157",18409,0,392
"3158",144,126,543
"3159",18,63,101
"3160",0,613,4
"3161",410,9,40
"3162",136,94,798
"3163",30,2079,120
"3164",3,421,5
"3165",42,369,61
"3166",15,69,56
"3167",15339,62,905
"3168",77,140,14
"3169",197,20,10
"3170",15,81,8
"3171",87,1336,23
"3172",21,23,61
"3173",56,89,117
"3174",0,143,2
"3175",28,164,36
"3176",258,2,49
"3177",0,424,25
"3178",390,9,113
"3179",12,92,9
"3180",35,149,25
"3181",43,233,74
"3182",165,7,79
"3183",325,572,3
"3184",32,3,95
"3185",6661,147,3277
"3186",150,288,13
"3187",3,143,38
"3188",7,204,3
"3189",0,4828,8
"3190",0,203,2
"3191",281,24,16
"3192",6,1408,38
"3193",0,339,0
"3194",7,179,7
"3195",0,118,0
"3196",214,2076,324
"3197",2382,324,1612
"3198",21,92,22
"3199",0,0,1942
"3200",2104,11,72
"3201",1,209,30
"3202",0,202,80
"3203",24,31,113
"3204",143,48,71
"3205",253,99,19
"3206",255,0,0
"3207",7185,383,1178
"3208",25,42,43
"3209",9,875,37
"3210",116,26,61
"3211",31,56,65
"3212",3,6876,16
"3213",0,310,7
"3214",63,54,57
"3215",3106,2332,4400
"3216",328,1,45
"3217",0,303,2
"3218",112,7,47
"3219",132,1594,266
"3220",306,98,127
"3221",154,89,6
"3222",4,95,4
"3223",4,197,8
"3224",0,690,47
"3225",0,141,0
"3226",3276,1592,4373
"3227",2569,0,22
"3228",26,1340,55
"3229",249,109,262
"3230",141,40,77
"3231",3,128,33
"3232",114,6,2
"3233",167,36,118
"3234",39,130,45
"3235",55,10,376
"3236",156,12,8
"3237",62,0,60
"3238",2974,58,127
"3239",61,20,117
"3240",18,442,0
"3241",86,35,111
"3242",0,296,1
"3243",122,2,282
"3244",89,188,125
"3245",263,3,9
"3246",270,1,162
"3247",15,2039,0
"3248",65,30,35
"3249",2459,7,5
"3250",0,10729,26
"3251",0,444,2
"3252",468,46,53
"3253",1548,31,94
"3254",27,4904,105
"3255",1491,214,291
"3256",224,11,4
"3257",70,364,42
"3258",51,24,82
"3259",393,1903,322
"3260",16,9,107
"3261",437,285,7
"3262",95,1319,12
"3263",511,218,408
"3264",450,1250,426
"3265",7,631,6
"3266",77,343,17
"3267",37,678,29
"3268",17,11,350
"3269",54,14,38
"3270",93,193,169
"3271",9208,7418,14342
"3272",248,301,425
"3273",84,24,82
"3274",283,56,37
"3275",10,261,19
"3276",60,11,116
"3277",249,50,172
"3278",201,81,382
"3279",12,610,23
"3280",16,142,2
"3281",55,0,3335
"3282",129,3,0
"3283",16231,180,446
"3284",435,437,47
"3285",536,13,0
"3286",26,2,765
"3287",41,12,47
"3288",134,4,54
"3289",108,3769,70
"3290",0,130,7
"3291",4484,50,832
"3292",81,2,61
"3293",9,16,118
"3294",40,59,93
"3295",3670,539,61290
"3296",23,134,0
"3297",57,2331,53
"3298",198,939,52
"3299",0,520,21
"3300",579,19,341
"3301",3,258,0
"3302",33,10,71
"3303",197,358,498
"3304",984,21,31
"3305",25,40,39
"3306",53,2,570
"3307",0,98,4
"3308",4,136,2
"3309",0,210,0
"3310",287,2,199
"3311",43,6612,184
"3312",5,100,0
"3313",17,37,9882
"3314",65,21,21
"3315",66,2,55
"3316",55,43,47
"3317",57,26,131
"3318",57,155,51
"3319",0,335,0
"3320",29,3200,24
"3321",28,4801,66
"3322",6,28,157
"3323",95,475,639
"3324",970,2226,2144
"3325",13,305,27
"3326",26,17,98
"3327",64,8,49
"3328",18,82,13
"3329",101,6755,143
"3330",213,15,180
"3331",578,3,109
"3332",121,300,86
"3333",116,13,6
"3334",618,876,36
"3335",0,142,1
"3336",687,372,108
"3337",1551,1958,122
"3338",23,1667,66
"3339",16,530,108
"3340",152,4,10
"3341",1171,1099,2250
"3342",146,10,561
"3343",13,167,16
"3344",138,88,236
"3345",0,237,2
"3346",102,0,1
"3347",167,17506,182
"3348",133,4,2
"3349",30,57,22
"3350",170,1346,218
"3351",191,92,18
"3352",23,2669,0
"3353",190,1380,39
"3354",0,167,0
"3355",4451,39,3067
"3356",134,534,336
"3357",4,806,0
"3358",560,0,10
"3359",54,36,55
"3360",313,578,97
"3361",258,29,73
"3362",89,499,625
"3363",16,586,1725
"3364",84,27,573
"3365",328,31,336
"3366",186,17,88
"3367",0,93,9
"3368",8,156,0
"3369",3,347,0
"3370",155,0,2431
"3371",493,162,227
"3372",87,45,30
"3373",687,9,48
"3374",48,39,71
"3375",9,1421,19
"3376",9,267,3
"3377",0,179,2
"3378",133,11,24
"3379",4,96,18
"3380",5,50,268
"3381",110,0,5
"3382",20,83,12
"3383",107,35,174
"3384",1398,5445,826
"3385",6242,6941,1035
"3386",32,156,173
"3387",333,34,41
"3388",11650,284,111
"3389",498,3771,954
"3390",12510,121,5206
"3391",23,9876,63
"3392",233,234,140
"3393",3,309,5
"3394",4,119,13
"3395",1640,5140,4504
"3396",507,602,2038
"3397",9,93,4
"3398",0,0,210
"3399",3416,17410,3628
"3400",146,65,3240
"3401",54,2,53
"3402",44,52,48
"3403",1981,4,15
"3404",908,42586,204
"3405",438,0,0
"3406",7,1732,36
"3407",14,171,343
"3408",70,51,100
"3409",10436,824,556
"3410",0,125,0
"3411",22,2219,65
"3412",12,10,422
"3413",89,234,217
"3414",4,3854,0
"3415",5,2293,0
"3416",6,1912,6
"3417",9,87,9
"3418",9,0,129
"3419",0,905,0
"3420",62,97,3223
"3421",347,2,1177
"3422",53,22,77
"3423",33,80,161
"3424",30,38,39
"3425",117,150,10
"3426",3,1085,5
"3427",0,0,953
"3428",134,34992,349
"3429",4,369,11
"3430",36,5,65
"3431",15,1426,97
"3432",17,14355,54
"3433",16,425,5
"3434",386,398,142
"3435",0,2861,152
"3436",3,111,0
"3437",0,283,10
"3438",1355,53,90
"3439",254,1,32
"3440",0,83,7502
"3441",4858,118,451
"3442",4,843,18
"3443",4,692,25
"3444",0,248,2
"3445",29,167,13
"3446",34,11,88
"3447",94,133,219
"3448",696,17,282
"3449",10,4,208
"3450",63,43,103
"3451",446,287,881
"3452",11,25,122
"3453",8,91,3
"3454",258,11,23
"3455",44,3,70
"3456",111,794,91
"3457",88,528,7
"3458",2,91,12
"3459",641,100,123
"3460",14,26,172
"3461",0,0,112
"3462",91,41,7
"3463",187,0,33
"3464",5,13,748
"3465",79,57,55
"3466",586,19,12
"3467",0,903,0
"3468",0,1570,2
"3469",149,16,99
"3470",330,246,195
"3471",7,8,290
"3472",1,105,8
"3473",56,21,55
"3474",1170,2839,31
"3475",44,44,107
"3476",1,197,15
"3477",24,21,518
"3478",177,251,72
"3479",4044,4,74
"3480",385,44,11
"3481",34,15,51
"3482",105,16,12
"3483",528,5,11
"3484",90,326,55
"3485",44,3,62
"3486",63,52,71
"3487",72,1,53
"3488",53,141,10
"3489",8,92,3
"3490",0,592,8
"3491",2685,2149,7946
"3492",2508,11,546
"3493",0,144,2
"3494",8,238,0
"3495",8291,21,32
"3496",113,6,26
"3497",41,3739,32
"3498",606,1,59
"3499",0,2763,24
"3500",31,437,14
"3501",364,1005,233
"3502",3965,815,607
"3503",740,3702,87
"3504",0,515,0
"3505",1,116,2
"3506",2,6,153
"3507",162,10,3
"3508",246,4,3
"3509",92,47,2
"3510",38,374,5
"3511",262,7,180
"3512",16,796,20
"3513",0,216,6
"3514",45,105,6
"3515",20,495,0
"3516",36,114,39
"3517",34,47,43
"3518",12,379,15
"3519",111,375,1539
"3520",51,99,129
"3521",0,156,0
"3522",12,616,29
"3523",78,894,56
"3524",217,11,58
"3525",18,583,24
"3526",9,126,4
"3527",0,144,1
"3528",4,2,114
"3529",0,169,3
"3530",51,23930,61
"3531",198,116,196
"3532",14300,567,770
"3533",354,437,14
"3534",13,4244,15
"3535",3,605,3
"3536",0,281,0
"3537",23,1392,39
"3538",1062,1165,609
"3539",117,9,8
"3540",136,171,351
"3541",23,402,34
"3542",904,517,785
"3543",156,68,45
"3544",148,396,309
"3545",6,553,11
"3546",28,1667,244
"3547",1005,330,825
"3548",70,6464,134
"3549",25,331,22
"3550",43,15,43
"3551",7,47,151
"3552",10,367,46
"3553",438,12,184
"3554",75,33971,98
"3555",14,47,53
"3556",2127,452,926
"3557",36,11,54
"3558",6342,15979,3548
"3559",45,72,5
"3560",134,155,207
"3561",6,0,559
"3562",25,3115,18
"3563",0,2,170
"3564",545,31,719
"3565",172,32,589
"3566",3559,1951,363
"3567",36,3257,56
"3568",0,481,50
"3569",23,608,17
"3570",26,134,123
"3571",31,119,5
"3572",46,28,352
"3573",1025,12,53
"3574",251,0,3
"3575",200,41,338
"3576",15,122,63
"3577",8,4348,85
"3578",45,8,124
"3579",2,281,1
"3580",0,0,680
"3581",45,60,98
"3582",23,132,10
"3583",68,447,359
"3584",1386,162,1399
"3585",8,102,5
"3586",2,336,4
"3587",4302,23,310
"3588",0,3317,0
"3589",88,8044,405
"3590",95,70,86
"3591",424,12,50
"3592",43,1078,39
"3593",183,491,131
"3594",0,227,2
"3595",139,1356,238
"3596",145,1147,9
"3597",533,48,220
"3598",237,1479,53
"3599",1305,383,177
"3600",3,0,104
"3601",4,2,108
"3602",36,0,177
"3603",8,21,210
"3604",224,7,35
"3605",9546,7,199
"3606",4,314,27
"3607",102,7,15
"3608",0,209,24
"3609",58,8,42
"3610",1230,8,37
"3611",10,64,27
"3612",218,11,153
"3613",7,3,113
"3614",73,5,64
"3615",27,614,10
"3616",0,195,1
"3617",32,12,277
"3618",212,201,450
"3619",219,23,49
"3620",3736,5563,6505
"3621",8,208,0
"3622",48,0,178
"3623",1519,5758,52
"3624",63,21,47
"3625",23,51,65
"3626",8,435,10
"3627",2,6,129
"3628",167,97,136
"3629",0,596,7
"3630",3,1552,0
"3631",5,856,12
"3632",15963,1083,3178
"3633",52,146,76
"3634",2975,7,317
"3635",99,34,157
"3636",133,13083,220
"3637",6,156,0
"3638",251,166,935
"3639",496,2546,85
"3640",426,69,6
"3641",2257,912,3442
"3642",11,124,525
"3643",210,17,35
"3644",2899,19,1192
"3645",1570,70,149
"3646",46,27,66
"3647",0,153,371
"3648",93,49,55
"3649",9766,8424,16849
"3650",4,36,67
"3651",0,105,0
"3652",3,99,14
"3653",140,13319,481
"3654",0,95,6
"3655",140,4,4
"3656",1429,477,434
"3657",0,5300,0
"3658",13,56,94
"3659",1184,727,1813
"3660",434,123,64
"3661",82,45,98
"3662",51,9575,181
"3663",369,13,546
"3664",119,0,261
"3665",32,402,992
"3666",488,4278,473
"3667",654,3,141
"3668",27,317,6
"3669",2093,36699,865
"3670",114,8,165
"3671",0,274,17
"3672",15,145,39
"3673",2,108,0
"3674",190,24,187
"3675",60,29,60
"3676",113,86,185
"3677",228,0,0
"3678",0,10,143
"3679",57,94,71
"3680",68,26,78
"3681",7,311,9
"3682",48,2098,205
"3683",0,312,12
"3684",0,1166,0
"3685",17,25,121
"3686",2818,0,0
"3687",6,330,48
"3688",81,93,27
"3689",173,624,22
"3690",34,135,9
"3691",0,2024,31
"3692",72,37,4
"3693",85,16,166
"3694",0,346,13
"3695",290,115,414
"3696",0,109,0
"3697",0,725,27
"3698",44,3188,63
"3699",111,165,152
"3700",61,30,28
"3701",175,254,96
"3702",2132,18,236
"3703",540,163,431
"3704",38,36,49
"3705",1792,57,36
"3706",0,19256,54
"3707",85,41,137
"3708",41,653,44
"3709",10,941,7
"3710",28,684,8
"3711",333,4,5
"3712",918,1837,878
"3713",5,124,0
"3714",142,4,80
"3715",25,2632,1057
"3716",146,7,76
"3717",20,49,43
"3718",141,136,99
"3719",1,373,1
"3720",2931,1468,1361
"3721",0,146,3
"3722",264,0,533
"3723",5,204,34
"3724",672,162,985
"3725",18,174,22
"3726",22,149,15
"3727",248,1477,46
"3728",285,38,11
"3729",232,27,7321
"3730",8,0,3257
"3731",5296,232,1202
"3732",216,6,5
"3733",9,353,4
"3734",51,5,240
"3735",0,117,2
"3736",176,16,37
"3737",600,2,126
"3738",104,21,63
"3739",37,53,51
"3740",1,122,1
"3741",512,22820,1372
"3742",0,387,0
"3743",49,15,64
"3744",54,53,192
"3745",4198,123,493
"3746",14,2263,65
"3747",2075,0,117
"3748",6,2332,0
"3749",888,28,56
"3750",30,154,46
"3751",19,3384,20
"3752",183,2,64
"3753",2280,1005,919
"3754",21,24458,67
"3755",27,59,76
"3756",46538,275,2965
"3757",10,977,0
"3758",4,133,0
"3759",34,7,224
"3760",0,3834,0
"3761",3,488,12
"3762",21,176,163
"3763",15,4,190
"3764",83,19,795
"3765",794,2079,554
"3766",0,178,0
"3767",453,114,5
"3768",38,502,34
"3769",71,41,33
"3770",17,45,57
"3771",667,17,279
"3772",8,0,490
"3773",19,97,0
"3774",44,49,91
"3775",51,299,29
"3776",164,400,329
"3777",0,127,3
"3778",509,16,130
"3779",0,597,3
"3780",4,89,10
"3781",7,148,20
"3782",9,2490,7
"3783",30,5149,22
"3784",56,213,2
"3785",300,9,331
"3786",87,278,77
"3787",111,0,131
"3788",28,6155,11
"3789",14,0,121
"3790",18,208,11
"3791",28,21,51
"3792",8,131,54
"3793",439,30,298
"3794",23,94,3
"3795",51,11,85
"3796",38,53811,173
"3797",0,12,159
"3798",283,39,289
"3799",88,14,2
"3800",18,1782,22
"3801",47,141,76
"3802",95,40,225
"3803",8,164,23
"3804",651,799,539
"3805",87,17,99
"3806",27,253,22
"3807",55,108,99
"3808",30,32,45
"3809",0,270,0
"3810",678,180,384
"3811",8,182,2
"3812",15,183,2
"3813",2349,6,2333
"3814",551,177,997
"3815",173,3,2
"3816",111,181,188
"3817",119,142,269
"3818",2,157,2
"3819",136,11,60
"3820",28,30,82
"3821",0,102,0
"3822",581,28,10
"3823",0,513,0
"3824",350,0,6
"3825",64,53,48
"3826",13,8,89
"3827",55,10,319
"3828",500,34,263
"3829",21442,12309,8381
"3830",88,13,53
"3831",7,165,4
"3832",1,165,0
"3833",751,0,1000
"3834",2594,21,64
"3835",42,229,27
"3836",61,3,38
"3837",0,534,12
"3838",161,5,115
"3839",312,7,12
"3840",20,348,91
"3841",224,60,111
"3842",33,70,98
"3843",44,75,69
"3844",2571,369,526
"3845",48,42,30
"3846",51,30,257
"3847",247,0,9
"3848",303,7,330
"3849",15,2237,55
"3850",67,16,18
"3851",4038,47,53
"3852",148,391,110
"3853",14,416,0
"3854",56,47,27
"3855",195,432,203
"3856",27,1663,34
"3857",0,118,0
"3858",0,149,2
"3859",416,12,13
"3860",398,182,223
"3861",42,25568,138
"3862",63,34,29
"3863",34784,468,3211
"3864",349,182,642
"3865",2,209,0
"3866",69,16,112
"3867",3,146,18
"3868",50,13,60
"3869",79,147,362
"3870",0,425,0
"3871",515,2772,184
"3872",247,34601,208
"3873",1600,1248,3834
"3874",9,9045,33
"3875",217,5,14
"3876",31,330,598
"3877",2168,31,568
"3878",23,78,490
"3879",67,61,8
"3880",442,3,14
"3881",20,8,459
"3882",545,11,26
"3883",32,269,19
"3884",9,866,8
"3885",16,127,0
"3886",61,19,141
"3887",64,41,53
"3888",12,89,5
"3889",354,633,42
"3890",211,94,2037
"3891",15,4708,72
"3892",134,715,88
"3893",277,6,11
"3894",31,126,21
"3895",35,43,28
"3896",33,17,87
"3897",225,11,255
"3898",0,5340,47
"3899",1,146,0
"3900",1786,517,2416
"3901",34,14338,309
"3902",5,74,39
"3903",1655,4,2213
"3904",2058,35,17
"3905",6,193,14
"3906",5,106,4
"3907",39,14,95
"3908",36,40,40
"3909",41,14,137
"3910",91,144,38
"3911",225,0,6
"3912",0,392,0
"3913",9,552,48
"3914",2320,112,144
"3915",39,24,156
"3916",93,148,27
"3917",40,4,156
"3918",15,51,37
"3919",24,6,90
"3920",50,116892,627
"3921",141,60,0
"3922",30,54,92
"3923",134,10,3
"3924",89,2768,76
"3925",595,115,473
"3926",120,111,21
"3927",0,265,2
"3928",35,17,132
"3929",8,201,6
"3930",383,3,27
"3931",36,128,70
"3932",0,178,6
"3933",32,479,16
"3934",141,120,3
"3935",513,1954,603
"3936",33,57,616
"3937",2,929,4
"3938",142,1,9
"3939",28,8,89
"3940",114,100,112
"3941",58,43,55
"3942",17797,316,216
"3943",2,24,373
"3944",323,1814,177
"3945",5,125,5
"3946",16,139,16
"3947",28556,37888,48877
"3948",1514,27,30
"3949",106,65,38
"3950",642,738,76
"3951",27,50,57
"3952",0,300,7
"3953",2132,2399,122
"3954",69,20,72
"3955",1260,20,581
"3956",130,9370,7
"3957",517,189,1669
"3958",659,10511,1370
"3959",18,78,80
"3960",763,27078,3858
"3961",6,913,3
"3962",224,18,88
"3963",34,360,90
"3964",3153,62,356
"3965",157,2,5
"3966",0,1890,0
"3967",60,175,215
"3968",177,4894,1147
"3969",112,10770,74
"3970",583,363,172
"3971",4763,10943,2082
"3972",25,81,11
"3973",470,648,125
"3974",115,11,107
"3975",474,15,99
"3976",192,282,735
"3977",14,205,0
"3978",14,2217,19
"3979",11,864,50
"3980",13,30,84
"3981",5288,9,3186
"3982",703,1528,1250
"3983",84,735,97
"3984",122,8,34
"3985",243,367,9
"3986",287,35,873
"3987",7,162,3
"3988",0,32,93
"3989",215,13,57
"3990",0,161,0
"3991",4,0,135
"3992",36,266,88
"3993",83,314,21
"3994",114,852,51
"3995",67,24,66
"3996",6,559,14
"3997",0,415,2
"3998",3,1282,12
"3999",188,30815,86
"4000",40,18,164
"4001",1272,63,6063
"4002",820,5,46
"4003",8,134,0
"4004",29,285,10
"4005",0,129,0
"4006",94,10,239
"4007",76,963,222
"4008",45,17,46
"4009",127,66,225
"4010",238,0,2
"4011",44,897,32
"4012",112,61,125
"4013",14,118,2
"4014",3,176,0
"4015",12,132,9
"4016",0,5783,268
"4017",138,30,164
"4018",1,0,211
"4019",8,109,5
"4020",31,115,109
"4021",29,83,56
"4022",0,118,5
"4023",0,129,8
"4024",5,133,0
"4025",564,32,37
"4026",27,242,220
"4027",148,444,98
"4028",7,423,2
"4029",13,6219,14
"4030",26,1390,89
"4031",73,374,18
"4032",47,1947,355
"4033",2,99,2
"4034",16,12,179
"4035",13,25,135
"4036",20,147,54
"4037",8,182,0
"4038",316,132,787
"4039",0,1386,47
"4040",575,167,522
"4041",2,866,8
"4042",157,3,91
"4043",3,302,0
"4044",212,578,241
"4045",133,43,2
"4046",3,370,51
"4047",1,12,115
"4048",60,121,55
"4049",35,210,585
"4050",198,0,15
"4051",53,879,14
"4052",278,5,53
"4053",0,422,2
"4054",0,211,0
"4055",75,18475,99
"4056",268,551,517
"4057",284,486,157
"4058",24,36,60
"4059",24,0,203
"4060",13,14685,1421
"4061",0,243,0
"4062",14,335,6
"4063",6,167,0
"4064",7,131,4
"4065",376,1,32
"4066",186,15,0
"4067",2341,120,1854
"4068",2,23,96
"4069",59,24,37
"4070",75,76,87
"4071",51,257,8
"4072",922,11,52
"4073",1296,858,2035
"4074",11066,1699,14128
"4075",0,450,0
"4076",94,2,30
"4077",310,456,1180
"4078",0,0,1409
"4079",937,69,783
"4080",71,6544,263
"4081",131,73,66
"4082",42,0,81
"4083",69,18,88
"4084",79,2319,261
"4085",13,0,95
"4086",0,1,398
"4087",4,139,30
"4088",0,285,6
"4089",4,495,15
"4090",88,0,29
"4091",18,103,5
"4092",43,106,5
"4093",0,58051,572
"4094",7503,47,135
"4095",69,263,263
"4096",90,2650,38
"4097",14,1238,40
"4098",369,84,254
"4099",0,993,2
"4100",222,23,71
"4101",2,1871,14
"4102",0,4646,15
"4103",129,12,367
"4104",123,5531,477
"4105",318,43,23
"4106",494,164,175
"4107",814,53,113
"4108",526,51,2
"4109",64,2083,79
"4110",1258,49,252
"4111",15,0,172
"4112",192,22,26
"4113",54,402,292
"4114",3,81,738
"4115",147,0,90
"4116",0,9866,0
"4117",141,10,952
"4118",546,181,73
"4119",5,917,5
"4120",6,284,0
"4121",6,2,362
"4122",103,381,703
"4123",125,0,76
"4124",942,1684,1256
"4125",172,20,63
"4126",490,3,2
"4127",6399,676,11545
"4128",37,1231,32
"4129",2940,74,1698
"4130",792,155,10
"4131",722,2,1040
"4132",37,66,42
"4133",35,6194,422
"4134",449,10,79
"4135",8,9,102
"4136",12058,29,160
"4137",596,2,8
"4138",324,3,53
"4139",0,4979,0
"4140",10,160,13
"4141",0,903,6
"4142",10,119,11
