T_ZONE1;T_ZONE2;T_ZONE3;T_ZONE4;T_ZONE5;T_ZONE6;H_ZONE1;H_ZONE2;H_ZONE3;H_ZONE4;H_ZONE5;H_ZONE6
21,849;21,627;21,649;21,593;21,579;21,62;100,00;100,00;100,00;100,00;100,00;100,00
21,875;21,566;21,603;21,603;21,52;21,562;100,00;100,00;100,00;100,00;100,00;100,00
21,823;21,547;21,576;21,487;21,499;21,475;100,00;100,00;100,00;100,00;100,00;100,00
21,811;21,513;21,462;21,483;21,582;21,563;100,00;100,00;100,00;100,00;100,00;100,00
21,753;21,495;21,422;21,507;21,571;21,673;100,00;100,00;100,00;100,00;100,00;99,60
21,758;21,474;21,468;21,44;21,471;21,554;100,00;100,00;100,00;100,00;100,00;100,00
21,822;21,532;21,397;21,437;21,45;21,511;100,00;100,00;100,00;100,00;100,00;100,00
21,758;21,533;21,574;21,426;21,633;21,664;100,00;100,00;100,00;100,00;99,55;98,97
21,725;21,489;21,428;21,599;21,602;21,683;100,00;100,00;100,00;100,00;100,00;99,60
21,678;21,493;21,395;21,456;21,73;21,63;100,00;100,00;100,00;100,00;98,60;99,92
21,744;21,45;21,367;21,471;21,553;21,689;100,00;100,00;100,00;100,00;100,00;100,00
21,667;21,464;21,382;21,524;21,579;21,633;100,00;100,00;100,00;100,00;99,85;99,92
21,697;21,452;21,428;21,484;21,502;21,584;100,00;100,00;100,00;100,00;100,00;100,00
21,707;21,462;21,484;21,533;21,545;21,578;100,00;100,00;100,00;100,00;99,85;99,92
21,701;21,449;21,406;21,532;21,602;21,655;100,00;100,00;100,00;100,00;99,85;98,97
21,663;21,397;21,453;21,514;21,768;21,594;100,00;100,00;100,00;100,00;97,07;99,27
21,721;21,391;21,343;21,532;21,855;22,269;100,00;100,00;100,00;100,00;98,92;96,15
21,703;21,37;21,358;21,406;21,517;21,777;100,00;100,00;100,00;100,00;99,55;98,02
21,685;21,36;21,382;21,471;21,569;21,658;100,00;100,00;100,00;100,00;99,22;98,97
21,719;21,284;21,302;21,762;21,599;21,993;100,00;100,00;100,00;97,27;99,55;95,52
21,645;21,235;21,323;21,363;21,348;21,419;100,00;100,00;100,00;100,00;100,00;100,00
21,633;21,284;21,312;21,337;21,317;21,441;100,00;100,00;100,00;100,00;100,00;100,00
21,631;21,329;21,278;21,213;21,3;21,326;100,00;100,00;100,00;100,00;100,00;100,00
21,666;21,278;21,343;21,202;21,26;21,397;100,00;100,00;100,00;100,00;100,00;100,00
21,66;21,326;21,351;21,285;21,435;21,652;100,00;100,00;100,00;100,00;100,00;98,02
21,556;21,299;21,305;21,283;21,386;21,428;100,00;100,00;100,00;100,00;100,00;100,00
21,657;21,245;21,186;21,217;21,268;21,294;100,00;100,00;100,00;100,00;100,00;100,00
21,53;21,223;21,283;21,156;21,278;21,323;100,00;100,00;100,00;100,00;100,00;100,00
21,523;21,234;21,269;21,241;21,334;21,311;100,00;100,00;100,00;100,00;99,85;100,00
21,495;21,272;21,164;21,216;21,297;21,305;100,00;100,00;100,00;100,00;100,00;100,00
21,571;21,216;21,168;21,156;21,165;21,213;100,00;100,00;100,00;100,00;100,00;100,00
21,55;21,116;21,091;21,213;21,167;21,21;100,00;100,00;100,00;100,00;100,00;100,00
21,481;21,111;21,091;21,124;21,099;21,194;100,00;100,00;100,00;100,00;100,00;100,00
21,499;21,168;21,033;21,073;21,057;21,076;100,00;100,00;100,00;100,00;100,00;100,00
21,504;21,078;21,076;21,014;21,042;21,057;100,00;100,00;100,00;100,00;100,00;100,00
21,508;21,155;21,076;21,033;21,06;21,063;100,00;100,00;100,00;100,00;100,00;100,00
21,444;21,099;21,081;21,094;21,051;21,242;100,00;100,00;100,00;100,00;100,00;100,00
21,386;21,18;21,108;21,109;21,24;21,343;100,00;100,00;100,00;100,00;100,00;99,27
21,434;21,17;21,004;21,182;21,149;21,293;100,00;100,00;100,00;100,00;100,00;99,92
21,434;21,004;21,02;20,973;21,121;21,121;100,00;100,00;100,00;100,00;100,00;100,00
21,334;21,113;21,014;21,205;21,179;21,18;100,00;100,00;100,00;100,00;100,00;100,00
21,413;21,038;20,964;21,063;21,52;21,148;100,00;100,00;100,00;100,00;96,75;100,00
21,395;21,036;20,925;20,982;21,079;21,238;100,00;100,00;100,00;100,00;100,00;100,00
21,416;20,976;21,07;20,927;21,133;21,131;100,00;100,00;100,00;100,00;100,00;100,00
21,432;21,005;21,017;21,091;21,079;21,164;100,00;100,00;100,00;100,00;100,00;100,00
21,418;20,958;20,934;21,189;21,183;21,274;100,00;100,00;100,00;100,00;99,85;98,97
21,421;20,943;20,891;21,066;21,081;21,293;100,00;100,00;100,00;100,00;100,00;98,97
21,418;20,94;20,936;20,909;20,908;20,953;100,00;100,00;100,00;100,00;100,00;100,00
21,385;20,928;20,934;20,893;20,918;20,881;100,00;100,00;100,00;100,00;100,00;100,00
21,375;21,026;21,029;20,945;21,182;20,988;100,00;100,00;100,00;100,00;100,00;100,00
21,305;21,002;20,962;20,946;20,949;21,079;100,00;100,00;100,00;100,00;100,00;100,00
21,271;21,029;21,041;20,91;20,913;20,946;100,00;100,00;100,00;100,00;100,00;100,00
21,323;21,075;20,983;20,996;21,002;21,011;100,00;100,00;100,00;100,00;100,00;100,00
21,259;21,096;21,075;21,017;21,185;21,108;100,00;100,00;100,00;100,00;100,00;100,00
21,272;21,066;20,989;21,118;21,122;21,256;100,00;100,00;100,00;100,00;100,00;100,00
21,363;21,051;20,973;21,091;21,09;21,121;100,00;100,00;100,00;100,00;100,00;100,00
21,397;20,971;20,962;21,017;21,014;21,076;100,00;100,00;100,00;100,00;100,00;100,00
21,339;21,002;20,996;20,996;21,05;21,053;100,00;100,00;100,00;100,00;100,00;100,00
21,245;21,038;21,01;21,063;21,097;21,152;100,00;100,00;100,00;100,00;100,00;100,00
21,336;21,038;20,973;21,013;21,014;21,06;100,00;100,00;100,00;100,00;100,00;100,00
21,244;21,075;20,995;21,014;21,164;21,108;100,00;100,00;100,00;100,00;100,00;100,00
21,337;20,998;20,925;21,048;21,038;21,164;100,00;100,00;100,00;100,00;100,00;100,00
21,305;21,047;21,068;20,952;21,084;21,106;100,00;100,00;100,00;100,00;100,00;100,00
21,326;21,111;21,066;21,118;21,131;21,192;100,00;100,00;100,00;100,00;100,00;100,00
21,363;21,059;21,032;21,14;21,259;21,56;100,00;100,00;100,00;100,00;100,00;96,77
21,358;21,065;21,179;21,085;21,275;21,373;100,00;100,00;100,00;100,00;99,55;99,60
21,415;21,133;21,161;21,137;21,149;21,296;100,00;100,00;100,00;100,00;100,00;99,60
21,434;21,115;21,075;21,22;21,308;21,334;100,00;100,00;100,00;100,00;99,55;99,27
21,36;21,099;21,207;21,237;21,386;21,382;100,00;100,00;100,00;100,00;98,30;98,65
21,449;21,217;21,297;21,449;21,594;21,574;100,00;100,00;100,00;98,82;97,37;97,70
21,434;21,376;21,363;21,471;21,517;21,739;100,00;100,00;100,00;100,00;98,92;97,40
21,464;21,459;21,446;21,438;21,623;21,694;100,00;100,00;100,00;100,00;97,67;98,02
21,578;21,522;21,438;21,713;21,893;21,994;100,00;100,00;100,00;99,45;95,82;95,52
21,581;21,477;21,599;21,765;22,011;22,13;100,00;100,00;100,00;99,75;96,15;96,15
21,727;21,703;21,868;21,886;22,193;22,401;100,00;100,00;100,00;99,45;95,52;96,45
21,794;22;22,202;22,182;22,208;22,558;100,00;100,00;98,70;96,32;94,90;94,57
21,901;22,023;22,127;22,443;22,591;22,866;100,00;100,00;100,00;94,47;93,67;92,10
21,993;22,205;22,451;22,419;22,739;22,851;100,00;99,90;99,67;97,27;94,00;90,85
22,109;22,487;22,655;22,754;22,92;23,274;100,00;99,60;99,02;96,02;94,00;92,40
22,227;22,794;22,937;22,775;23,149;23,41;100,00;96,30;98,37;95,40;91,55;90,85
22,31;22,721;22,868;23,23;23,145;23,582;100,00;96,60;96,80;92,92;91,55;87,77
22,366;22,703;22,757;22,98;23,232;23,559;100,00;97,50;99,02;94,17;92,15;90,85
22,337;22,736;22,911;22,943;23,095;23,332;100,00;99,30;97,75;96,65;93,67;91,77
22,461;22,817;23,016;23,169;23,116;23,362;100,00;98,40;96,47;93,55;91,55;91,47
22,546;23,025;23,175;23,239;23,45;23,415;100,00;96,90;99,02;95,40;96,15;92,40
22,64;23,377;23,658;23,589;24,049;23,987;100,00;96,60;95,52;94,17;90,92;91,77
22,865;23,761;23,809;23,898;24,098;24,466;100,00;94,20;93,92;92,62;91,55;91,47
22,905;23,695;23,63;23,779;24,215;24,505;100,00;94,80;96,80;92,02;90,92;88,70
23,002;23,743;23,878;23,952;24,385;24,349;100,00;96,90;93,00;90,47;89,10;88,37
23,14;23,994;24,115;24,255;24,514;24,729;100,00;96,30;96,47;89,87;87,90;85,92
23,217;24,082;23,964;24,419;24,408;25,069;100,00;95,10;94,25;89,87;86,10;85,32
23,202;24,038;24,044;23,966;24,299;24,322;100,00;93,02;96,80;94,47;90,92;90,55
23,349;24,34;24,432;24,428;24,558;24,849;100,00;94,80;95,20;91,70;86,40;88,37
23,431;24,378;24,702;24,984;25,273;25,144;100,00;92,12;93,00;88,35;86,10;84,70
23,453;24,505;24,597;24,981;25,086;25,256;100,00;92,42;92,67;88,65;85,17;85,32
23,462;24,587;24,71;24,738;25,103;24,942;100,00;91,25;87,35;86,82;82,20;83,17
23,456;24,919;24,863;25,224;25,11;25,664;99,82;85,65;88,90;81,07;81,90;78,65
23,57;24,857;24,831;25,016;25,211;25,846;100,00;85,95;87,65;85,00;83,97;78,95
23,746;25,072;25,171;25,258;25,824;25,757;100,00;87,70;87,65;83,80;81,00;79,55
23,85;25,078;25,275;25,485;25,858;26,212;99,52;89,47;87,35;87,12;86,10;82,57
23,907;25,27;25,548;26,104;26,091;26,527;98,57;82,75;83,92;82,27;82,50;79,55
23,925;25,183;25,74;26,298;26,229;26,419;98,57;84,20;83,62;80,77;81,30;80,45
23,952;25,255;25,896;26,206;26,415;26,493;99,52;87,42;84,25;81,07;78,92;80,15
24,035;25,444;25,806;26,309;26,541;26,94;99,52;85,07;83,62;80,17;76,55;75,95
24,162;25,555;25,953;26,22;26,439;26,724;100,00;88,30;84,25;81,97;83,07;72,95
24,351;25,627;26,198;26,378;27,115;27,166;100,00;88,00;83,62;82,27;78,92;79,85
24,431;26,074;26,421;26,8;27,079;27,013;99,52;84,50;82,70;78,70;76,85;77,15
24,464;26,197;26,318;26,852;27,101;27,123;100,00;85,37;85,17;79,87;74,20;75,95
24,517;26,14;26,57;26,994;27,417;27,45;99,52;86,25;85,17;78,40;76,85;73,85
24,469;26,854;27,083;26,39;27,271;27,886;99,20;83,32;81,77;75,70;71,27;70,87
24,895;26,931;26,875;26,552;27,921;28,954;99,20;82,45;83,62;72,45;69,25;65,02
25,154;27,296;27,265;27,32;27,608;28,573;99,52;82,45;84,55;75,12;73,32;68,82
25,293;27,093;27,107;27,853;27,473;28,54;98,90;86,52;83,62;76,00;74,77;76,25
25,374;27,007;27,568;27,332;28,007;28,612;97,02;82,17;77,77;77,80;69,82;71,17
25,38;26,706;27,081;27,45;28,336;28,705;99,20;85,37;82,70;74,52;69,82;68,22
25,603;27,045;27,759;27,713;28,516;28,507;98,57;83,02;78,40;71,27;69,82;66,77
25,827;27,556;27,767;28,201;28,497;28,681;97,65;81,30;79,00;69,52;68,65;68,82
25,911;27,632;27,671;27,879;28,829;28,502;97,65;77,85;76,57;75,12;66,05;67,95
26,083;28,165;27,82;28,504;29,159;29,089;97,32;79,57;83,30;68,35;64,90;66,17
26,309;28,275;28,209;28,771;29,825;28,735;96,07;79,00;68,72;64,00;60,62;63,57
26,525;28,087;27,756;28,859;29,2;28,584;93,60;81,60;71,72;65,15;64,90;65,30
26,706;27,831;28,323;28,648;29,591;28,3;92,67;82,17;76,87;67,20;64,62;67,95
26,581;28,026;28,184;29,255;30,05;28,884;92,07;79,00;72,92;66,32;64,05;65,30
26,578;27,632;28,175;28,925;29,149;28,637;96,07;80,72;76,87;67,77;68,07;67,95
26,684;28,153;28,405;29,029;30,165;29,138;95,77;77,85;73,22;68,95;65,20;67,65
26,686;28,414;28,375;29,04;29,86;29,717;96,70;78,12;73,55;70,40;67,80;67,35
26,73;28,24;28,587;29,086;29,376;29,078;96,07;80,72;71,12;69,52;68,37;68,82
26,659;28,53;28,779;29,268;29,687;28,906;97,02;76,42;70,82;69,22;65,47;68,52
27,062;28,225;28,842;29,539;29,685;29,282;96,07;78,12;70,82;67,77;66,05;66,17
27,248;28,326;29,317;29,334;29,868;29,582;95,77;75,85;67,85;66,60;65,20;63,27
27,436;28,689;29,277;30,02;29,568;29,63;94,52;77,27;68,45;65,75;67,80;65,60
27,267;28,548;29,328;29,723;29,803;29,954;95,77;80,42;72,32;66,02;68,37;66,17
26,88;28,414;29,887;29,65;30,157;29,87;95,15;79,57;68,72;66,32;65,77;66,77
27,031;28,804;29,124;29,698;30,463;30,245;95,47;76,70;71,72;69,22;62,05;63,27
27,448;28,943;29,126;29,736;30,453;30,071;94,85;73,85;69,32;62,55;61,20;63,27
27,078;29,047;29,801;29,884;30,248;29,812;96,40;71,02;64,27;67,20;64,90;60,97
26,928;29,281;29,833;30,236;30,943;30,125;97,02;74,70;64,87;64,30;60,05;61,55
26,993;29,556;29,66;30,481;30,661;30,566;92,67;70,17;65,47;63,15;62,05;59,80
26,804;29,668;30,127;30,421;30,735;30,117;95,77;67,92;64,27;63,15;62,05;62,40
26,97;29,717;29,757;30,894;30,547;30,794;96,70;72,42;65,47;61,70;61,47;59,80
27,451;29,464;30,527;30,561;31,29;30,487;95,47;72,42;61,65;59,97;56,10;59,22
27,148;29,228;30,026;30,756;30,701;30,375;96,40;74,70;62,22;59,12;58,07;58,95
26,832;29,001;30,116;31,015;30,701;30,402;97,65;79,57;65,77;59,40;59,50;61,55
26,857;29,061;29,943;30,685;30,876;30,693;96,40;73,00;65,17;59,97;58,37;58,67
26,882;29,168;30,394;30,703;31,116;30,793;95,47;69,60;63,10;62,85;56,95;56,67
26,962;29,55;30,439;31,159;31,563;31,031;96,70;68,77;62,22;57,42;56,40;56,95
26,841;29,325;30,555;30,856;31,273;30,633;97,32;72,72;63,70;59,70;56,95;55,80
27,027;29,138;30,005;31,019;31,467;30,714;95,77;75,27;71,12;57,42;56,67;57,80
26,903;29,216;30,854;31,216;31,393;30,772;97,65;73,57;59,60;57,42;55,55;54,95
26,942;29,587;30,682;31,5;31,459;30,606;96,40;71,30;64,27;59,40;56,40;56,37
26,951;29,092;30,255;31,148;31,697;31,305;97,65;80,15;70,82;57,12;56,40;55,80
26,709;29,309;30,429;31,264;30,885;30,989;97,65;75,55;61,92;57,97;62,05;54,40
26,838;29,325;30,545;31,578;31,346;31,219;98,90;71,87;59,00;56,00;56,95;54,10
26,55;28,776;29,859;31,193;31,597;31,427;97,32;74,97;69,32;56,85;56,10;55,80
26,525;29,066;30,202;31,453;31,542;31,099;99,82;75,85;59,87;55,42;53,87;54,95
26,545;28,862;30,047;31,271;31,667;30,878;98,57;76,12;64,57;59,40;53,32;55,25
26,686;29,164;31,195;31,342;31,529;31,098;98,57;74,12;60,47;55,15;53,87;53,82
26,698;29,239;30,825;31,508;31,697;31,185;98,27;77,55;71,42;63,72;56,40;53,25
26,45;28,711;29,954;31,166;31,594;31,08;98,57;79,57;62,52;63,42;54,15;56,37
26,442;28,941;29,993;31,901;31,759;31,315;98,90;72,42;68,45;54,30;52,75;54,40
26,356;29,157;30,02;31,221;31,355;30,946;99,20;74,42;70,52;64,57;53,02;54,40
26,389;28,848;29,993;30,505;31,778;31,035;98,27;79,00;71,42;64,30;54,15;54,95
26,304;28,599;29,636;30,722;31,378;31,368;97,95;77,55;75,05;62,85;57,22;53,55
26,206;28,392;29,312;30,287;31,274;30,944;98,90;77,55;74,15;66,02;61,47;62,40
26,17;28,342;29,401;30,215;31,012;31,248;97,95;80,72;69,92;68,07;62,62;60,97
26,042;27,965;29,534;30,13;30,962;31,209;98,90;81,87;75,65;65,45;60,62;60,10
26;27,801;29,727;29,699;30,778;31,04;99,82;83,62;75,05;69,52;64,05;59,22
26,072;27,931;28,557;30,02;30,478;30,841;99,52;82,45;78,40;71,57;67,22;68,22
25,988;27,769;28,736;29,647;30,445;30,907;99,20;83,02;78,70;73,35;68,95;66,77
25,91;27,728;28,416;29,723;30,45;30,794;99,82;84,50;81,15;73,65;69,82;66,17
25,836;27,688;28,253;29,731;29,883;30,575;100,00;85,07;80,85;73,92;72,72;67,95
25,653;27,417;28,331;29,642;29,647;30,476;100,00;85,37;80,55;72,17;70,70;67,95
25,752;27,405;28,283;30,296;29,625;30,611;100,00;86,25;80,22;69,82;71,57;68,52
25,619;27,127;28,284;29,501;29,746;30,188;100,00;85,07;81,45;73,92;70,70;71,17
25,519;27,093;27,953;29,537;29,252;29,921;100,00;87,42;83,92;72,17;76,25;71,17
25,471;27,044;27,602;28,64;29,141;29,841;100,00;89,17;84,85;77,20;75,95;70,60
25,468;26,903;27,655;28,351;29,132;29,975;100,00;86,52;83,30;76,90;75,07;72,37
25,39;26,74;27,562;28,905;29,032;29,677;100,00;88,30;83,92;76,60;75,37;73,55
25,349;26,684;27,406;28,413;28,236;29,51;100,00;88,87;86,10;78,10;79,50;75,35
25,247;26,538;27,168;27,964;28,598;29,186;100,00;90,65;87,02;81,67;76,85;75,35
25,173;26,292;26,892;27,911;28,214;28,675;100,00;90,95;86,72;80,47;79,80;77,15
25,01;26,197;26,621;27,668;27,948;28,367;100,00;90,05;88,90;80,47;79,80;78,95
24,884;25,85;26,642;27,076;27,739;27,873;100,00;90,35;85,47;81,67;75,67;78,65
24,931;25,916;26,595;27,747;27,703;28,159;100,00;91,55;87,35;77,50;78,02;75,95
24,835;25,76;26,325;27,095;27,574;28,145;100,00;92,42;88,90;84,10;81,30;77,75
24,697;25,438;26,02;27,183;27,172;27,706;100,00;91,82;88,60;82,27;82,20;81,05
24,609;25,325;25,817;27,151;26,956;27,554;100,00;93,02;92,05;83,80;83,37;83,47
24,609;25,331;25,684;26,499;26,994;27,377;100,00;93,62;92,05;85,60;83,97;82,57
24,581;25,188;25,451;26,221;26,642;27,169;100,00;95,10;94,25;88,95;85,80;83,17
24,532;25,086;25,348;25,997;26,492;26,846;100,00;95,70;94,87;89,25;84,87;84,10
24,452;24,987;25,199;25,876;26,266;26,545;100,00;96,60;95,82;90,47;85,47;85,00
24,419;24,834;25,009;25,803;26,1;26,367;100,00;96,60;97,10;89,87;85,17;84,70
24,384;24,725;24,911;25,763;25,82;26,178;100,00;97,20;97,42;88,95;87,00;85,92
24,331;24,656;24,741;25,407;25,725;26,003;100,00;97,50;98,07;91,40;87,30;85,92
24,289;24,57;24,867;25,522;25,459;25,777;100,00;97,80;96,47;89,25;89,10;87,77
24,237;24,561;24,845;25,441;25,735;25,702;100,00;97,50;96,47;89,57;86,10;87,45
24,18;24,443;24,722;25,164;25,281;25,661;100,00;98,40;96,15;90,77;88,20;86,85
24,098;24,408;24,764;25,333;25,282;25,535;100,00;96,90;94,25;88,05;87,90;86,85
24,082;24,437;24,635;25,264;25,186;25,448;100,00;96,00;94,87;88,05;87,90;86,85
23,999;24,236;24,484;24,854;24,882;25,104;100,00;97,80;94,57;90,77;89,42;88,07
23,939;24,311;24,647;24,843;24,852;24,876;100,00;94,20;93,30;90,17;89,10;90,55
23,908;24,32;24,54;24,776;24,825;24,805;100,00;94,20;93,92;89,87;89,10;90,85
23,85;24,237;24,314;24,637;24,914;24,936;100,00;94,80;94,87;90,47;87,60;88,70
23,782;24,12;24,302;24,582;24,44;24,867;100,00;94,20;93,62;89,87;90,32;88,07
23,741;24,014;24,225;24,316;24,239;24,378;100,00;94,20;93,00;91,70;90,62;90,55
23,648;23,937;24,171;24,233;24,263;24,21;100,00;94,20;94,25;91,70;90,02;92,70
23,585;23,898;24,046;24,135;23,958;24,358;100,00;94,50;95,20;92,02;93,37;89,92
23,541;23,811;23,884;24,059;23,949;24,29;100,00;95,10;95,52;92,02;92,45;89,92
23,523;23,811;23,931;23,899;23,832;24,017;100,00;94,20;94,57;92,62;92,45;91,77
23,462;23,698;23,872;23,854;23,782;23,913;100,00;94,50;94,87;92,32;92,77;92,10
23,428;23,607;23,675;23,717;23,728;23,917;100,00;95,70;96,15;92,92;91,85;89,92
23,361;23,517;23,612;23,665;23,648;23,788;100,00;94,50;95,52;92,92;92,15;90,85
23,307;23,478;23,622;23,535;23,559;23,594;100,00;94,50;94,57;93,25;92,15;92,70
23,239;23,328;23,409;23,594;23,556;23,591;100,00;96,60;96,15;92,02;91,85;91,77
23,199;23,232;23,313;23,35;23,308;23,415;100,00;96,90;96,47;93,55;93,37;93,02
23,127;23,166;23,328;23,296;23,308;23,412;100,00;96,30;96,15;93,85;93,07;92,70
23,095;23,176;23,292;23,364;23,338;23,407;100,00;96,60;96,15;92,92;92,45;92,10
23,032;22,996;23,179;23,253;23,143;23,28;100,00;97,80;96,15;93,25;93,07;93,02
22,992;22,996;23,062;23,11;23,026;23,098;100,00;98,70;97,42;93,85;93,37;93,65
22,931;22,95;23,1;22,988;23,05;23,089;100,00;96,60;96,15;94,17;93,67;93,95
22,868;22,823;22,92;23,085;23,119;23,094;100,00;99,30;97,75;93,25;92,45;93,02
22,821;22,748;22,788;22,97;22,946;23,074;100,00;98,70;99,02;93,85;93,37;93,02
22,75;22,681;22,711;22,872;22,853;22,992;100,00;99,60;99,35;94,47;94,00;93,32
22,727;22,721;22,832;22,815;23,095;22,937;100,00;98,40;97,10;94,47;91,85;93,02
22,705;22,631;22,699;22,856;22,95;22,99;100,00;99,60;98,70;93,55;91,85;92,40
22,609;22,478;22,561;22,8;22,7;22,856;100,00;99,90;99,35;93,55;93,67;93,02
22,525;22,328;22,406;22,706;22,756;22,772;100,00;100,00;100,00;94,77;93,07;93,32
22,5;22,252;22,321;22,581;22,787;22,797;100,00;100,00;100,00;95,40;93,07;93,32
22,446;22,278;22,384;22,599;22,658;22,785;100,00;100,00;100,00;94,77;93,37;93,02
22,437;22,218;22,227;22,543;22,63;22,811;100,00;99,90;100,00;96,32;93,07;91,77
22,422;22,222;22,398;22,585;22,612;22,869;100,00;100,00;97,42;94,47;92,45;90,85
22,427;22,191;22,115;22,587;22,548;22,823;100,00;100,00;100,00;93,85;94,00;92,70
22,394;22,02;21,975;22,29;22,464;22,66;100,00;99,90;100,00;96,32;94,00;93,32
22,248;22,048;21,986;22,419;22,5;22,814;100,00;100,00;100,00;94,47;93,37;91,47
22,255;21,994;21,898;22,216;22,521;22,94;100,00;100,00;100,00;98,50;94,60;89,92
22,255;21,953;21,866;22,096;22,582;22,998;100,00;100,00;100,00;97,87;93,07;90,22
22,179;21,91;21,987;22,208;22,446;22,625;100,00;100,00;100,00;95,72;93,67;92,40
22,199;21,887;21,817;22,407;22,636;22,763;100,00;100,00;100,00;94,77;91,85;91,47
22,124;21,869;22,225;22,176;22,625;22,588;100,00;99,90;99,67;95,72;92,15;92,40
22,121;21,841;21,856;22,131;22,345;22,515;100,00;100,00;100,00;97,57;93,67;95,20
22,072;21,826;21,838;22,099;22,331;22,421;100,00;100,00;100,00;97,27;94,00;93,65
22,041;21,792;21,664;22,053;22,389;22,44;100,00;100,00;100,00;97,57;93,37;93,02
22,05;21,683;21,682;21,831;22,382;22,36;100,00;100,00;100,00;98,50;92,45;93,32
22,006;21,688;21,715;22,053;22,225;22,327;100,00;100,00;100,00;95,72;94,30;93,32
21,966;21,654;21,962;21,978;22,081;22,184;100,00;100,00;98,70;96,95;95,52;95,52
22,003;21,804;21,698;22,164;22,081;22,419;100,00;100,00;100,00;95,72;95,52;92,70
21,96;21,739;21,755;21,957;22,261;22,273;100,00;100,00;100,00;96,65;93,67;93,95
21,921;21,634;21,692;21,825;22,008;22,27;100,00;100,00;100,00;98,20;95,82;93,65
21,978;21,648;21,575;21,921;22,09;22,169;100,00;100,00;100,00;97,57;94,30;94,57
21,945;21,657;21,532;21,838;22,091;22,249;100,00;100,00;100,00;98,82;95,52;93,95
21,884;21,605;21,517;21,837;21,907;22,219;100,00;100,00;100,00;97,87;96,15;94,27
21,789;21,633;21,648;21,868;22,023;22,112;100,00;100,00;100,00;97,27;94,60;94,90
21,84;21,615;21,523;21,847;21,963;22,555;100,00;100,00;100,00;98,20;95,82;92,70
21,865;21,634;21,563;21,954;22,112;22,255;100,00;100,00;100,00;96,32;94,90;93,32
21,819;21,572;21,533;22,005;22,111;22,797;100,00;100,00;100,00;96,02;95,22;87,45
21,782;21,609;21,612;22,021;22,078;22,379;100,00;100,00;100,00;96,02;94,60;93,02
21,863;21,633;21,686;21,944;22,078;22,208;100,00;100,00;100,00;96,32;94,60;93,95
21,866;21,621;21,843;21,95;22,1;22,276;100,00;100,00;99,97;97,27;94,00;93,32
21,991;21,646;21,746;21,892;21,932;22,09;100,00;100,00;100,00;97,57;94,90;95,20
21,877;21,499;21,612;21,855;21,749;22,033;100,00;100,00;100,00;97,27;97,07;95,20
21,907;21,456;21,51;21,685;21,636;21,736;100,00;100,00;100,00;97,27;96,75;96,77
21,895;21,354;21,419;21,492;21,426;21,6;100,00;100,00;100,00;99,12;99,22;98,65
21,774;21,464;21,498;21,406;21,48;21,424;100,00;100,00;100,00;99,75;98,60;99,60
21,774;21,369;21,41;21,527;21,475;21,486;100,00;100,00;100,00;98,82;98,60;98,97
21,852;21,343;21,238;21,535;21,404;21,473;100,00;100,00;100,00;98,82;99,85;99,27
21,704;21,284;21,308;21,189;21,238;21,216;100,00;100,00;100,00;100,00;100,00;100,00
21,631;21,323;21,214;21,231;21,189;21,342;100,00;100,00;100,00;100,00;100,00;99,92
21,739;21,245;21,248;21,219;21,146;21,302;100,00;100,00;100,00;100,00;100,00;100,00
21,64;21,245;21,195;21,213;21,192;21,25;100,00;100,00;100,00;100,00;100,00;100,00
21,694;21,225;21,127;21,159;21,131;21,271;100,00;100,00;100,00;100,00;100,00;100,00
21,502;21,274;21,237;21,167;21,378;21,309;100,00;100,00;100,00;100,00;99,55;100,00
21,581;21,22;21,017;21,188;21,146;21,366;100,00;100,00;100,00;100,00;100,00;99,92
21,517;21,25;21,056;21,035;21,208;21,302;100,00;100,00;100,00;100,00;99,55;99,60
21,563;21,125;20,993;21,183;21,242;21,311;100,00;100,00;100,00;100,00;99,55;98,65
21,45;21,1;20,958;21,253;21,22;21,336;100,00;100,00;100,00;100,00;99,22;98,65
21,422;21,068;20,936;21,106;21,232;21,306;100,00;100,00;100,00;100,00;98,60;98,65
21,425;21,159;20,918;21,21;21,185;21,418;100,00;100,00;100,00;99,45;99,85;96,45
21,481;21,017;20,825;21,048;21,091;21,223;100,00;100,00;100,00;100,00;100,00;98,65
21,389;20,869;20,794;20,859;21,007;21,044;100,00;100,00;100,00;100,00;99,85;99,92
21,41;20,759;20,651;20,73;20,672;20,792;100,00;100,00;100,00;100,00;100,00;100,00
21,333;20,712;20,632;20,576;20,686;20,668;100,00;100,00;100,00;100,00;100,00;100,00
21,326;20,709;20,672;20,578;20,56;20,563;100,00;100,00;100,00;100,00;100,00;100,00
21,284;20,666;20,785;20,746;20,662;20,613;100,00;100,00;100,00;100,00;100,00;100,00
21,232;20,666;20,743;20,745;20,603;20,635;100,00;100,00;100,00;100,00;100,00;100,00
21,152;20,748;20,783;20,622;20,588;20,545;100,00;100,00;100,00;100,00;100,00;100,00
21,191;20,804;20,903;20,66;20,646;20,567;100,00;100,00;100,00;100,00;100,00;100,00
21,278;20,871;20,826;20,854;20,681;20,674;100,00;100,00;100,00;100,00;100,00;100,00
21,257;20,708;20,733;20,662;20,561;20,532;100,00;100,00;100,00;100,00;100,00;100,00
21,245;20,734;20,697;20,541;20,588;20,629;100,00;100,00;100,00;100,00;100,00;100,00
