T_ZONE1;T_ZONE2;T_ZONE3;T_ZONE4;T_ZONE5;T_ZONE6;H_ZONE1;H_ZONE2;H_ZONE3;H_ZONE4;H_ZONE5;H_ZONE6
25,763;31,588;30,152;32,113;29,587;33,435;88,07;59,62;65,17;58,55;63,77;49,33
25,791;31,588;29,868;31,633;29,836;31,563;87,77;59,90;66,65;63,15;64,35;60,37
25,893;31,612;29,897;32,241;30,314;31,964;88,37;61,27;66,95;59,97;65,77;55,80
26,127;31,661;30,322;32,3;29,975;31,098;87,77;60,45;67,25;61,40;67,80;58,95
26,761;31,658;30,159;32,985;29,86;31,83;86,55;61,00;66,65;58,82;62,62;57,22
27,338;31,435;29,953;32,13;30,447;31,132;84,12;64,02;69,02;58,82;60,62;58,37
27,518;32,009;30,474;32,532;31,124;31,573;84,42;61,55;65,47;58,27;59,22;57,22
27,089;30,675;30,415;31,579;30,24;30,841;87,77;71,57;66,35;65,45;65,20;61,25
27,352;31,811;30,793;32,32;31,196;31,376;86,85;65,97;63,10;58,82;60,62;59,80
30,798;31,363;30,357;31,051;31,183;31,243;76,02;68,20;65,17;62,55;60,92;60,67
31,912;31,07;30,394;31,109;31,391;31,44;74,25;69,05;65,47;61,12;56,95;60,10
31,808;30,896;30,612;31,133;31,388;31,459;74,52;63,47;62,22;58,82;56,67;56,10
32,287;30,558;30,651;31,072;31,557;32,107;73,05;72,15;64,87;60,55;57,80;56,10
32,763;30,923;31,109;31,453;31,261;31,894;72,17;70,45;59,60;58,82;58,07;57,22
33,71;31,273;31,149;31,258;31,7;32,244;68,65;68,50;60,17;59,40;58,07;57,52
34,701;31,601;31,006;31,544;31,754;31,891;64,27;66,80;66,05;57,70;56,95;57,22
35,666;31,266;31,133;31,997;32,095;32,051;63,40;68,20;61,35;59,12;58,92;58,37
36,728;32,117;31,346;32,463;32,56;31,687;60,52;60,45;61,65;58,55;58,37;60,10
36,235;32,648;31,549;32,149;32,881;32,437;62,82;60,45;61,05;59,40;56,95;57,52
37,075;32,993;31,662;32,302;32,343;31,901;60,25;56,62;60,75;58,27;58,07;59,52
35,809;33,071;31,002;32,084;32,712;32,017;61,67;57,45;65,17;59,40;55,82;59,52
32,582;30,749;30,585;31,811;31,464;31,336;69,52;64,87;65,47;60,27;59,22;60,67
32,143;30,263;30,727;31,044;31,793;31,222;73,35;72,42;67,25;61,97;59,50;60,97
32,707;31,95;30,785;31,711;32,231;32,153;71,57;71,57;74,75;59,40;58,65;58,67
33,798;31,048;31,653;32,331;32,079;32,404;69,22;73,57;60,75;61,12;60,92;58,95
35,413;31,208;31,816;32,75;32,387;32,722;63,70;67,37;60,47;57,70;55,55;58,37
34,426;31,209;32,002;32,811;33,106;32,985;63,70;64,87;59,00;56,27;56,67;55,52
34,166;31,649;32,059;32,833;33,219;33,237;64,27;61,82;59,60;56,27;54,15;55,25
33,367;31,346;32,12;32,768;32,983;33,216;70,10;59,35;58,12;56,85;55,00;54,67
33,879;31,472;32,207;32,616;33,73;32,73;67,77;61,27;55,82;57,12;51,93;53,25
32,277;31,297;32,397;32,935;33,736;33,469;72,75;59,62;56,40;53,45;51,93;53,25
31,909;31,636;32,41;32,763;33,447;33,113;73,65;59,35;54,37;54,02;51,65;52,70
30,915;31,783;32,618;32,92;33,451;32,962;77,20;59,62;55,82;54,85;52,20;52,70
30,611;32,022;32,891;33,098;33,986;33,609;76,92;61,27;55,52;54,30;50,83;52,97
30,412;32,097;33,026;33,738;33,832;34,059;78,40;60,17;56,97;52,90;51,93;52,97
30,606;31,542;33,011;33,432;34,089;34,111;80,20;60,17;54,95;53,45;50,83;51,00
30,469;32,322;33,196;33,658;33,829;33,567;78,70;56,90;54,67;52,05;51,93;52,13
30,396;31,883;33,274;33,628;34,381;33,958;78,70;58,52;55,25;52,90;50,25;52,97
30,245;32,177;33,289;33,638;33,951;33,963;79,00;61,55;52,65;53,72;49,70;53,25
30,168;32,676;33,191;33,621;34,477;34,315;80,50;56,35;56,67;52,60;51,38;51,28
30,071;32,035;33,897;33,872;34,16;34,445;80,50;62,10;52,38;52,90;49,70;52,70
29,94;32,387;33,881;33,834;34,055;33,963;79,60;62,92;51,50;51,20;50,25;51,58
30,186;32,884;33,099;34,301;34,438;34,628;79,30;54,72;55,25;50,93;49,15;50,18
29,531;32,21;33,412;34,075;34,447;33,616;79,90;55,27;52,38;51,20;48,88;50,18
29,669;32,823;33,651;34,116;33,798;34,34;82,62;56,62;51,23;49,53;49,15;48,20
29,569;32,366;32,887;34,025;34,209;34,165;84,42;60,45;54,95;50,08;49,15;49,33
29,771;32,75;33,445;34,045;34,2;34,949;78,40;53,10;50,08;49,25;46,95;48,78
29,368;31,989;33,628;34,32;34,609;34,817;82,00;59,62;48,38;47,03;45,58;47,38
29,77;32,995;34,049;34,511;34,977;34,555;77,50;48,83;47,25;45,93;43,95;45,70
29,755;33,154;33,777;34,428;34,614;35,247;80,80;49,10;49,53;45,10;45,05;45,15
29,499;32,282;33,599;34,232;34,805;34,825;81,40;55,80;48,95;48,13;45,05;46,55
29,393;32,213;33,567;34,018;34,203;34,34;80,50;55,80;48,68;48,13;46,13;46,55
29,653;33,026;33,963;34,161;34,74;34,126;72,75;52,30;45,28;46,75;42,60;44,60
29,609;32,953;33,671;34,42;34,897;34,829;79,00;55,80;46,13;44,28;46,40;44,05
29,206;31,279;33,936;34,438;34,001;34,829;85,02;65,97;44,15;42,90;43,13;42,68
28,917;31,715;33,659;34,379;34,82;34,423;83,22;59,90;46,98;42,90;41,25;44,33
28,987;32,758;33,946;34,575;35,04;34,364;78,40;50,70;52,65;44,83;43,13;44,60
28,827;32,282;32,471;34,868;34,888;35,235;84,42;56,90;56,67;46,20;43,13;43,78
28,917;31,545;33,892;34,388;35,023;34,835;82,30;59,35;43,05;45,93;41,78;43,78
29,075;31,924;33,477;34,949;35,242;34,806;82,30;57,17;49,80;39,08;41,78;40,48
28,938;32,331;33,452;35,106;35,062;35,023;85,02;59,07;56,10;44,28;42,88;42,68
28,709;32,33;32,7;35,052;34,623;35,54;85,65;60,72;54,37;49,53;45,33;44,05
28,51;30,781;32,424;34,022;34,565;34,244;82,92;61,55;56,40;45,10;42,88;46,25
28,505;30,996;33,123;34,301;35,059;34,257;86,25;62,65;50,65;45,65;42,05;45,15
28,48;31,282;32,079;34,35;34,227;34,47;85,02;61,27;59,00;43,45;44,23;43,50
28,314;31,065;32,048;33,41;34,052;34,018;86,85;63,75;60,17;50,93;46,95;45,70
28,295;30,744;31,08;34,23;33,844;34,013;90,22;69,90;65,47;46,48;47,50;47,38
28,096;30,151;30,789;32,953;32,534;33,322;90,82;69,60;73,22;56,00;57,22;48,78
27,936;29,709;30,402;31,721;32,233;32,697;91,15;71,02;71,72;62,85;57,80;55,80
27,839;29,506;30,007;31,676;31,827;32,667;92,67;76,70;73,22;63,15;62,32;55,80
27,767;29,232;29,63;30,847;31,602;32,118;92,07;79,00;74,15;71,87;62,90;62,12
27,666;29,119;29,863;30,516;31,654;31,378;92,67;73,57;73,55;69,22;63,20;62,97
27,596;29,118;29,485;30,812;31,326;31,858;94,22;78,12;74,75;66,90;64,62;61,25
27,593;28,977;29,604;30,495;31,187;31,363;92,07;77,27;75,95;69,52;66,05;66,17
27,406;29,04;29,407;30,603;30,659;31,537;93,92;78,12;77,47;71,27;69,52;67,07
27,281;28,733;29,099;30,066;30,444;31,383;93,92;77,85;77,17;71,27;72,45;67,95
27,185;28,441;28,73;29,539;29,989;30,76;93,00;79,85;79,62;73,65;74,20;70,00
27,092;28,189;28,424;29,115;29,682;29,985;94,85;83,02;83,30;78,10;73,02;72,67
26,971;27,884;28,135;29,096;29,384;29,954;95,15;85,37;85,17;78,97;74,77;73,55
26,928;27,842;28,043;28,805;29,243;29,83;95,15;84,50;86,40;78,10;76,25;73,25
26,769;27,636;27,605;28,424;28,862;29,458;96,40;87,70;88,27;82,57;78,62;76,55
26,67;27,265;27,459;28,104;28,38;29,1;97,02;87,12;88,27;83,80;82,50;78,35
26,57;27,262;27,465;27,929;28,265;28,736;97,02;88,60;90,47;83,20;79,80;77,15
26,468;27,045;27,817;28,206;28,314;28,681;97,32;90,35;83,92;79,57;78,92;76,25
26,502;27,312;28,043;28,132;28,135;28,497;97,65;86,52;83,62;80,47;80,10;78,65
26,53;27,165;27,884;28,054;28,251;28,409;96,40;89,17;84,25;81,67;77,72;78,65
26,439;27,179;27,691;28,114;28,156;28,588;97,65;87,12;84,55;79,57;77,42;76,25
26,33;27,141;27,532;27,822;28,217;28,551;98,27;87,42;84,55;81,07;75,37;75,95
26,243;27,134;27,672;27,895;28,195;28,446;96,70;84,20;83,92;79,87;76,85;76,55
26,158;27,34;27,461;28,01;28,236;28,384;96,07;83,62;85,17;78,10;75,95;76,55
26,111;27,033;27,408;27,713;27,946;28,359;97,95;85,37;83,62;80,17;78,32;76,25
26,065;27,076;27,351;27,711;27,996;28,308;97,02;83,90;84,25;79,87;77,72;76,85
26,012;26,957;27,172;27,396;27,388;27,945;98,27;85,65;86,72;82,87;81,30;78,65
25,963;26,767;27,056;27,183;27,32;27,638;98,27;87,42;87,02;85,00;81,30;80,45
25,881;26,593;26,923;27,171;27,149;27,534;97,95;87,70;86,10;82,27;82,77;80,45
25,87;26,453;26,713;27,083;26,984;27,259;98,27;88,60;88,27;83,20;82,77;82,27
25,804;26,309;26,384;27,002;26,936;27,107;98,27;88,60;91,10;83,50;83,37;83,17
25,729;26,134;26,287;26,812;26,923;27,067;97,95;92,42;91,10;84,70;82,20;82,57
25,636;26,023;26,263;26,655;26,786;27,107;98,90;90,95;89,52;84,40;83,07;81,35
25,577;25,962;26,319;26,655;26,624;27,066;98,90;91,25;88,27;83,80;83,67;81,97
25,529;25,974;26,138;26,626;26,655;27,11;99,82;90,65;90,47;84,10;85,17;81,35
25,467;25,838;26,026;26,49;26,615;26,957;99,52;91,25;91,10;86,22;83,67;82,27
25,381;25,706;25,847;26,498;26,678;26,811;99,20;92,72;92,35;85,00;81,30;82,27
25,345;25,616;25,671;26,263;26,747;27,14;98,90;91,82;93,92;86,52;79,50;80,45
25,291;25,464;25,519;26,04;26,342;27,22;99,52;94,20;95,82;86,82;83,97;78,65
25,237;25,419;25,426;25,976;26,338;26,556;100,00;94,80;94,87;87,42;82,77;82,57
25,209;25,31;25,343;25,913;26,127;26,926;99,52;95,10;94,87;86,22;84,27;79,25
25,177;25,261;25,234;25,742;25,931;26,378;99,82;95,40;97,75;88,65;86,70;84,70
25,121;25,142;25,215;25,563;25,908;26,2;100,00;95,40;96,47;89,87;84,57;84,40
25,091;25,042;25,126;25,618;25,858;26,083;100,00;95,70;95,20;89,87;83,67;85,62
25,062;25,033;25,095;25,697;25,896;26,501;100,00;96,90;97,75;87,72;84,27;80,75
25,025;25,033;25,098;25,601;25,838;26,121;100,00;97,20;97,42;88,65;84,87;83,47
24,963;24,987;25,08;25,394;25,589;26,282;100,00;95,70;96,80;91,10;87,30;82,27
24,958;25,007;25,574;25,647;27,157;26,339;100,00;95,40;93,30;86,52;75,07;81,35
24,93;25,059;25,255;26,132;26,763;27,27;100,00;95,40;94,87;85,60;78,92;77,45
24,887;24,928;25,139;25,702;26,025;26,527;100,00;96,00;95,52;85,90;82,77;80,75
24,887;24,885;25,132;25,465;25,557;25,988;100,00;94,80;92,67;90,47;86,40;85,00
24,834;24,81;25,24;25,305;25,445;25,665;100,00;95,40;91,72;89,57;87,60;87,77
24,797;24,87;25,243;25,532;25,506;25,713;100,00;94,50;93,00;87,42;87,30;86,22
24,825;24,911;25,05;25,505;25,465;25,691;100,00;95,10;95,52;88,35;87,30;86,55
24,796;24,845;24,954;25,317;25,496;25,813;100,00;96,30;97,42;89,25;87,30;85,92
24,74;24,705;24,741;25,461;25,531;25,817;100,00;96,30;98,70;89,25;86,70;85,62
24,682;24,552;24,644;25,197;25,355;25,668;100,00;97,20;99,02;91,40;87,90;85,62
24,646;24,549;24,507;25,249;25,24;25,599;100,00;98,10;98,07;89,25;88,80;85,92
24,572;24,448;24,59;24,772;25,004;25,284;100,00;97,50;98,70;94,17;90,62;90,22
24,602;24,52;24,664;24,826;25,159;25,29;100,00;98,40;98,70;94,77;87,90;88,37
24,596;24,567;24,62;25,197;25,381;25,901;100,00;98,10;98,37;88,65;87,30;83,80
24,572;24,493;24,608;25,244;25,56;26,299;100,00;98,10;98,37;90,47;86,10;81,97
24,55;24,514;24,585;25,246;25,384;25,803;100,00;98,40;97,75;88,65;87,00;85,00
24,526;24,432;24,532;25,215;25,244;25,503;100,00;98,70;97,42;90,17;87,60;86,85
24,493;24,36;24,467;25,135;25,109;25,703;100,00;97,80;98,07;88,65;90,02;84,10
24,425;24,331;24,449;24,87;24,866;25,456;100,00;98,40;98,07;91,10;91,55;86,22
24,438;24,342;24,46;24,696;24,933;25,191;100,00;98,70;98,70;93,55;89,72;89,30
24,44;24,352;24,358;24,895;25,007;25,215;100,00;98,40;99,97;91,40;89,72;89,00
24,369;24,296;24,314;24,74;25,066;25,272;100,00;97,80;100,00;93,55;87,90;89,30
24,381;24,308;24,328;24,775;24,966;25,275;100,00;99,00;99,35;93,25;91,55;87,77
24,379;24,293;24,339;24,948;25,333;25,313;100,00;99,00;99,67;90,47;86,40;87,77
24,357;24,26;24,293;24,966;25,288;25,49;100,00;98,40;99,97;89,87;87,60;86,85
24,357;24,218;24,246;24,943;25,024;25,766;100,00;99,30;100,00;91,40;88,80;85,92
24,367;24,222;24,252;24,933;25,069;25,43;100,00;98,70;99,02;89,57;90,92;86,85
24,337;24,28;24,395;24,876;25,012;25,25;100,00;96,60;97,75;89,87;88,50;87,45
24,345;24,313;24,435;24,881;25,118;25,139;100,00;98,70;98,07;90,17;87,30;89,00
24,366;24,262;24,354;24,814;25,151;25,989;100,00;97,50;99,35;92,02;88,20;83,17
24,342;24,259;24,29;24,963;25,228;25,827;100,00;98,70;99,97;91,10;89,10;85,00
24,28;24,234;24,246;25,047;25,127;25,667;100,00;98,40;99,02;89,87;89,10;86,22
24,305;24,166;24,234;24,87;24,969;25,337;100,00;98,40;100,00;91,10;89,72;87,77
24,284;24,129;24,171;24,804;24,864;25,298;100,00;98,70;100,00;91,40;90,62;88,07
24,246;24,124;24,2;24,613;24,881;25,156;100,00;99,00;99,97;92,92;91,25;89,00
24,233;24,108;24,195;24,581;24,936;25,015;100,00;99,60;100,00;93,25;89,42;89,62
24,219;24,138;24,126;24,596;25,54;25,519;100,00;99,30;100,00;93,55;83,97;87,15
24,21;24,037;24,076;24,569;24,823;25,564;100,00;99,30;99,97;94,77;90,62;87,45
24,175;24,061;24,224;24,535;24,773;25,266;100,00;99,90;99,35;93,25;90,92;87,77
24,145;24,047;24,147;24,507;24,731;24,899;100,00;99,60;100,00;94,77;90,92;90,85
24,129;24,012;24,046;24,451;24,922;25,255;100,00;99,60;100,00;94,77;89,42;87,77
24,123;23,957;23,975;24,667;24,744;25,238;100,00;99,30;100,00;92,32;90,92;87,77
24,127;23,954;23,982;24,358;24,646;24,896;100,00;100,00;100,00;94,77;91,25;90,85
24,115;23,949;24,071;24,401;24,653;24,787;100,00;100,00;100,00;94,77;91,25;90,85
24,089;23,988;24,106;24,569;24,711;24,881;100,00;100,00;100,00;93,55;90,62;90,85
24,07;23,957;24,219;24,448;24,655;24,728;100,00;100,00;99,97;93,85;90,92;91,47
24,061;23,954;24,178;24,414;25,461;24,882;100,00;100,00;100,00;95,72;83,67;90,55
24,061;23,985;23,982;25,395;25,786;25,757;100,00;100,00;100,00;86,52;82,50;84,10
24,041;23,851;23,922;24,694;24,857;25,346;100,00;99,90;100,00;94,47;91,85;88,37
24,109;24,108;24,216;24,313;24,703;24,925;100,00;96,90;99,67;94,47;91,85;89,62
24,126;24,058;24,271;24,452;24,719;24,92;100,00;99,30;98,37;93,55;90,92;89,62
24,156;24,079;24,361;24,738;25,25;25,005;100,00;99,60;98,07;91,40;85,47;89,62
24,168;24,13;24,198;25,419;25,462;25,516;100,00;99,60;99,97;85,90;85,17;85,62
24,067;24,074;24,077;24,706;25,153;25,476;100,00;100,00;100,00;92,62;87,00;85,92
24,08;24,015;24,086;24,703;24,753;25,104;100,00;99,60;99,35;91,40;90,92;88,37
24,058;24,022;24,129;24,587;24,611;25,018;100,00;99,30;98,70;92,32;91,55;88,70
24,065;24,028;24,209;24,697;25,404;25,142;100,00;99,90;99,35;91,40;84,27;87,77
24,079;23,933;24,151;25,024;25,103;25,479;100,00;99,60;99,67;88,95;88,80;85,32
24,003;23,883;23,99;24,389;25,109;25,54;100,00;100,00;100,00;95,40;88,50;84,70
24,003;23,946;24,764;24,893;25,668;25,615;100,00;99,60;95,20;89,25;83,37;84,10
24,02;23,878;24,215;25,674;25,33;25,647;100,00;99,90;99,35;84,10;88,50;84,40
23,997;23,838;24,095;24,429;25,2;25,2;100,00;100,00;99,67;93,85;85,47;88,37
23,991;23,958;24,293;24,389;25,548;25,358;100,00;98,70;99,67;94,47;83,07;85,92
23,982;23,999;25,541;24,957;25,555;25,606;100,00;96,90;86,72;90,47;83,67;84,10
24,022;24,464;25,569;25,509;25,435;25,464;100,00;95,10;87,02;85,00;84,57;85,00
24,201;25,057;25,456;25,552;25,468;25,453;99,20;88,00;88,60;84,40;83,97;85,00
24,142;24,47;25,418;25,418;25,342;25,407;100,00;96,90;87,65;85,30;84,87;85,32
24,129;24,732;25,447;25,435;25,313;25,34;100,00;91,55;87,65;85,30;85,47;85,92
24,154;24,561;25,433;25,423;25,555;25,409;100,00;92,12;88,27;85,30;83,37;85,32
24,135;24,484;24,934;25,575;25,577;25,688;100,00;94,50;92,35;83,80;83,67;83,47
24,117;24,535;24,659;25,168;25,203;25,516;100,00;92,72;92,67;87,72;86,10;84,40
24,097;24,333;24,531;24,855;25,182;25,199;100,00;93,92;95,20;89,25;85,80;87,15
24,074;24,142;24,399;24,738;25,005;25,141;100,00;97,50;95,52;90,47;87,00;87,15
24,025;24,1;24,254;24,519;24,647;25,03;100,00;95,40;96,15;92,32;90,02;87,77
23,925;24,015;24,114;24,292;24,304;24,517;100,00;96,90;97,10;93,25;92,77;92,10
23,892;23,96;24,023;24,209;24,301;24,313;100,00;96,60;98,07;93,85;92,45;93,65
23,758;23,845;23,925;24,112;23,899;24,056;100,00;99,00;98,37;95,10;95,82;95,52
23,61;23,717;23,535;23,955;23,592;23,892;100,00;100,00;100,00;95,40;97,67;96,45
23,447;23,131;23,01;23,498;22,92;23,504;100,00;100,00;100,00;100,00;100,00;100,00
23,383;22,962;22,925;23,007;22,91;23,08;100,00;100,00;100,00;100,00;100,00;98,65
23,466;23,086;22,887;22,778;22,739;22,736;100,00;100,00;100,00;100,00;100,00;100,00
23,447;23,088;22,941;22,714;22,741;22,75;100,00;100,00;100,00;100,00;100,00;100,00
23,371;23,127;22,898;22,73;22,69;22,724;100,00;100,00;100,00;100,00;100,00;100,00
23,293;22,962;22,868;22,738;22,721;22,736;100,00;100,00;100,00;100,00;100,00;100,00
23,241;22,901;22,865;22,756;22,717;22,714;100,00;100,00;100,00;100,00;100,00;100,00
23,239;22,902;22,91;22,679;22,764;22,685;100,00;100,00;100,00;100,00;100,00;100,00
23,176;22,911;22,808;22,788;22,733;22,706;100,00;100,00;100,00;100,00;100,00;100,00
23,2;22,901;22,845;22,696;22,694;22,678;100,00;100,00;100,00;100,00;100,00;100,00
23,308;22,993;22,767;22,714;22,61;22,655;100,00;100,00;100,00;100,00;100,00;100,00
23,304;22,941;22,847;22,625;22,633;22,631;100,00;100,00;100,00;100,00;100,00;100,00
23,205;22,961;22,745;22,634;22,655;22,613;100,00;100,00;100,00;100,00;100,00;100,00
23,112;22,679;22,696;22,616;22,61;22,613;100,00;100,00;100,00;100,00;100,00;100,00
23,161;22,717;22,747;22,587;22,613;22,605;100,00;100,00;100,00;100,00;100,00;100,00
23,007;22,681;22,778;22,606;22,61;22,579;100,00;100,00;100,00;100,00;100,00;100,00
23,161;22,778;22,778;22,557;22,554;22,533;100,00;100,00;100,00;100,00;100,00;100,00
23,049;22,898;22,714;22,566;22,531;22,516;100,00;100,00;100,00;100,00;100,00;100,00
23,217;22,854;22,73;22,564;22,54;22,509;100,00;100,00;100,00;100,00;100,00;100,00
23,161;22,865;22,809;22,609;22,63;22,69;100,00;100,00;100,00;100,00;100,00;100,00
23,106;22,788;22,717;22,618;22,59;22,621;100,00;100,00;100,00;100,00;100,00;100,00
23,097;22,77;22,726;22,609;22,566;22,564;100,00;100,00;100,00;100,00;100,00;100,00
23,062;22,904;22,803;22,56;22,827;22,639;100,00;100,00;100,00;100,00;99,55;100,00
22,961;22,585;22,585;22,561;22,637;23,146;100,00;100,00;100,00;100,00;100,00;98,35
22,961;22,516;22,724;22,464;22,64;23,038;100,00;100,00;100,00;100,00;99,55;99,27
22,856;22,154;22,364;22,627;22,3;22,766;100,00;100,00;100,00;99,45;100,00;99,27
22,742;22,328;22,37;22,397;22,421;22,691;100,00;100,00;100,00;100,00;98,92;99,60
22,714;22,276;22,255;22,2;22,173;22,605;100,00;100,00;100,00;100,00;100,00;100,00
22,675;22,221;22,263;22,14;22,091;22,26;100,00;100,00;100,00;100,00;100,00;100,00
22,675;22,193;22,202;22,058;22,097;22,218;100,00;100,00;100,00;100,00;100,00;100,00
22,634;22,231;22,272;22,106;22,041;22,129;100,00;100,00;100,00;100,00;100,00;100,00
22,546;22,181;22,173;22,082;22,047;22,166;100,00;100,00;100,00;100,00;100,00;100,00
22,608;22,12;22,237;22,082;22,075;22,097;100,00;100,00;100,00;100,00;100,00;100,00
22,63;22,1;22,158;22,151;22,072;22,205;100,00;100,00;100,00;100,00;100,00;100,00
22,495;22,237;22,252;22,084;22,069;22,085;100,00;100,00;100,00;100,00;100,00;100,00
22,578;22,222;22,288;22,218;22,218;22,164;100,00;100,00;100,00;100,00;100,00;100,00
22,753;22,278;22,284;22,194;22,076;22,225;100,00;100,00;100,00;100,00;100,00;100,00
22,613;22,389;22,297;22,157;22,106;22,172;100,00;100,00;100,00;100,00;100,00;100,00
22,678;22,267;22,278;22,139;22,078;22,219;100,00;100,00;100,00;100,00;100,00;100,00
22,572;22,364;22,261;22,053;22,002;22,067;100,00;100,00;100,00;100,00;100,00;100,00
22,705;22,278;22,197;22,079;22,021;22,099;100,00;100,00;100,00;100,00;100,00;100,00
22,639;22,234;22,216;22,035;21,968;22,042;100,00;100,00;100,00;100,00;100,00;100,00
22,413;22,233;22,193;21,983;21,959;22,038;100,00;100,00;100,00;100,00;100,00;100,00
22,501;22,145;22,152;22,032;21,947;22,021;100,00;100,00;100,00;100,00;100,00;100,00
22,621;22,196;22,157;21,993;21,92;21,965;100,00;100,00;100,00;100,00;100,00;100,00
22,473;22,269;22,115;22,005;21,908;21,996;100,00;100,00;100,00;100,00;100,00;100,00
22,578;22,191;22,155;21,945;21,959;21,994;100,00;100,00;100,00;100,00;100,00;100,00
22,642;22,316;22,175;21,986;21,959;21,986;100,00;100,00;100,00;100,00;100,00;100,00
22,596;22,175;22,106;21,996;21,896;22,033;100,00;100,00;100,00;100,00;100,00;100,00
22,455;22,072;22,103;21,953;21,93;22,033;100,00;100,00;100,00;100,00;100,00;100,00
22,41;22,056;22,041;21,984;21,956;21,96;100,00;100,00;100,00;100,00;100,00;100,00
22,491;22,041;22,09;21,954;21,875;21,917;100,00;100,00;100,00;100,00;100,00;100,00
22,566;22,202;22,155;21,93;21,914;21,914;100,00;100,00;100,00;100,00;100,00;100,00
22,596;22,242;22,167;21,994;21,968;22,021;100,00;100,00;100,00;100,00;100,00;100,00
22,546;22,251;22,185;22,018;22,03;22,024;100,00;100,00;100,00;100,00;100,00;100,00
22,507;22,255;22,166;22,011;21,986;22,033;100,00;100,00;100,00;100,00;100,00;100,00
22,646;22,24;22,227;22,002;22,057;22,033;100,00;100,00;100,00;100,00;100,00;100,00
22,612;22,275;22,278;22,094;22,363;22,279;100,00;100,00;100,00;100,00;100,00;100,00
22,663;22,254;22,197;22,218;22,14;22,358;100,00;100,00;100,00;100,00;100,00;100,00
22,612;22,284;22,237;22,044;22,102;22,251;100,00;100,00;100,00;100,00;100,00;100,00
22,642;22,319;22,34;22,114;22,252;22,239;100,00;100,00;100,00;100,00;100,00;100,00
22,655;22,206;22,452;22,333;22,495;22,464;100,00;100,00;100,00;100,00;100,00;100,00
22,609;22,316;22,384;22,324;22,513;22,573;100,00;100,00;100,00;100,00;100,00;100,00
22,509;22,348;22,364;22,307;22,545;22,624;100,00;100,00;100,00;100,00;99,85;99,92
22,524;22,297;22,384;22,239;22,522;22,469;100,00;100,00;100,00;100,00;99,22;100,00
22,463;22,367;22,452;22,463;22,59;22,688;100,00;100,00;100,00;100,00;99,55;99,60
22,47;22,2;22,392;22,409;22,436;22,622;100,00;100,00;100,00;100,00;100,00;100,00
22,533;22,197;22,337;22,334;22,388;22,606;100,00;100,00;100,00;100,00;100,00;100,00
22,543;22,288;22,488;22,307;22,47;22,421;100,00;100,00;100,00;100,00;100,00;100,00
22,634;22,397;22,584;22,479;22,533;22,657;100,00;100,00;100,00;100,00;100,00;100,00
22,691;22,612;22,736;22,609;22,763;22,971;100,00;100,00;100,00;100,00;100,00;100,00
22,729;22,714;22,892;22,85;23,073;23,457;100,00;100,00;100,00;100,00;100,00;98,65
22,784;22,391;23,086;22,983;23,391;23,726;100,00;100,00;100,00;100,00;98,00;97,70
22,911;22,401;23,146;23,1;23,158;23,571;100,00;100,00;100,00;100,00;97,67;97,40
23,097;22,844;23,136;23,197;23,604;23,643;100,00;100,00;100,00;97,87;98,00;94,57
23,035;22,902;23,486;23,292;23,842;24,224;100,00;100,00;100,00;98,20;97,37;96,77
23,251;22,935;23,677;23,302;23,85;24,596;100,00;100,00;99,97;100,00;96,75;93,32
23,215;23,061;23,717;23,6;24,044;24,246;100,00;100,00;95,82;97,57;93,67;91,15
23,152;22,85;23,776;23,633;23,889;24,058;100,00;100,00;96,80;95,40;93,07;91,15
23,167;22,931;23,713;23,771;23,765;23,779;100,00;100,00;95,52;94,17;93,67;92,70
23,041;22,836;23,528;23,797;23,845;23,902;100,00;100,00;98,70;93,55;92,77;92,40
